Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),RH (%),WS (m/s),WD (deg),SR (W/mt2),VWS (m/s)
11/2/2023 0:00,304.9583333,518.4510417,40.49944444,70.38753472,69.03767361,84.93006944,10.4807971,1.169848485,33.6759375,4.041631944,5.817743056,3.415381944,3.000381944,74.32302083,0.118715278,138.5578472,81.60590278,0.189652778
11/3/2023 0:00,308.3260417,485.1047619,39.64253472,63.01447917,64.39614583,44.04319444,11.10625,1.262048611,30.85625,4.021875,5.761041667,3.397638889,3.017604167,73.70625,0.080104167,178.0236458,84.63611111,0.224826389
11/4/2023 0:00,417.035,733.2613636,47.58367424,72.23954861,69.34514493,54.06152778,12.09131944,1.886413043,28.24489583,4.0809375,5.741805556,3.402847222,3.045763889,76.5396875,0.074097222,149.5787153,95.5375,0.226284722
11/5/2023 0:00,358.6579861,612.5654167,48.35295139,60.49795139,70.63163194,56.85649306,12.640625,1.385416667,29.60413194,4.040416667,5.819166667,3.374861111,3.0284375,71.93381944,0.082395833,168.6180556,97.56388889,0.225555556
11/6/2023 0:00,260.5354167,575.9102273,56.43322917,65.93013889,79.77395833,54.45614583,12.20520833,2.08780303,50.9784375,5.658576389,6.195138889,4.609652778,4.087673611,69.60381944,0.115,145.7903125,96.74166667,0.225243056
11/7/2023 0:00,252.065625,562.9556818,46.31756944,66.50791667,71.83079861,60.55618056,15.01215278,1.802111111,42.525625,5.799166667,5.817152778,4.497048611,4.054166667,66.48482639,0.088506944,153.9477083,79.48368056,0.225138889
11/8/2023 0:00,233.6208333,560.7697917,56.30055556,67.48972222,80.53517361,55.93027778,35.28020833,1.477083333,35.58923611,5.936805556,5.920555556,4.55,4.041909722,70.59788194,0.094895833,161.4384722,80.20590278,0.226909722
11/9/2023 0:00,315.5005208,620.3204545,41.65197917,62.67493056,66.10315972,63.64173611,11.71423611,1.483541667,31.12600694,5.842083333,5.847534722,4.567743056,4.084166667,72.32916667,0.138020833,154.4248264,69.86909722,0.227013889
11/10/2023 0:00,141.93625,229.0196078,21.10362319,46.50702899,39.91894928,49.93363636,12.76268116,2.036449275,33.96873188,6.589761905,6.383253968,4.850634921,4.340674603,88.53079861,0.546631944,155.3444097,101.3208333,0.244340278
11/11/2023 0:00,125.0829861,210.6520833,19.11875,43.59034722,37.10635417,42.97538194,13.14618056,1.383101852,40.35270833,6.059756944,6.060034722,4.388680556,4.051215278,79.79253472,0.276597222,235.7044792,148.5121528,0.241666667
11/12/2023 0:00,170.4119565,261.6598485,23.95270833,47.67,42.86520833,41.85878472,15.59756944,1.61287037,57.50208333,6.346423611,6.279027778,4.401006944,4.052708333,72.35236111,0.232986111,227.3798264,114.5284722,0.2025
11/13/2023 0:00,264.4454545,572.9833333,40.37559028,59.55305556,63.78559028,90.5428125,13.08958333,1.494513889,26.89767361,9.408263889,10.01909722,4.409965278,4.131979167,74.65746528,0.125902778,148.3740625,91.89097222,0.2390625
11/14/2023 0:00,172.6878472,434.9350694,36.5384375,59.81072917,60.77954861,140.4569792,5.742708333,1.259375,21.79315972,8.377430556,8.779131944,4.388888889,4.062743056,70.44982639,0.104861111,179.3025,82.41449275,0.241736111
11/15/2023 0:00,166.4059028,385.5753472,36.4896875,58.64354167,60.37993056,127.2951042,6.025694444,1.268020833,24.78138889,5.631145833,5.857708333,4.172222222,3.895625,73.57649306,0.179722222,209.7634028,91.05181159,0.241909722
11/16/2023 0:00,215.4475694,475.3159722,41.49611111,66.32638889,68.365625,92.061375,10.21597222,1.287326389,27.35888889,5.619097222,5.908680556,4.24625,3.885972222,77.44899306,0.097847222,165.0166319,99.03083333,0.262916667
11/17/2023 0:00,165.6760417,382.2482639,59.6659375,62.11107639,80.98194444,89.52692708,11.59861111,1.362462121,36.5290625,5.664583333,5.818993056,4.187743056,3.963854167,77.09960317,0.116215278,124.7607639,117.1222222,0.654930556
11/18/2023 0:00,105.3083333,249.4715278,32.77746528,60.74756944,58.36878472,111.1772569,10.16493056,1.306180556,28.42386364,5.642673611,5.886701389,4.249618056,3.842916667,72.7159375,0.144965278,172.0005556,99.35173611,0.656458333
11/19/2023 0:00,128.3760417,305.2326389,44.53420139,61.28038194,68.31625,87.85532609,10.98090278,1.304375,32.80270833,5.635659722,5.797326389,4.214895833,3.939270833,74.60638889,0.238576389,126.7228472,114.0872807,0.659722222
11/20/2023 0:00,212.3329861,397.7261364,45.21920139,61.31152778,68.62163194,177.6720139,23.12291667,1.306631944,27.15208333,5.615555556,5.891701389,4.241388889,3.923888889,75.90083333,0.107326389,182.7957986,90.74444444,0.388541667
11/21/2023 0:00,153.3564394,346.8200758,26.40137681,54.795,49.15014493,109.5712698,10.43115942,1.546268116,23.78134058,6.197833333,8.174125,5.357583333,4.55725,70.69895833,0.260972222,236.5803819,94.95173611,0.176041667
11/22/2023 0:00,149.2760417,359.2375,29.47107639,51.21194444,49.72288194,31.0384375,12.73159722,1.601041667,29.34177083,6.001354167,8.604652778,5.038159722,4.176701389,62.34315972,0.357048611,220.2455556,100.4333333,0.173576389
11/23/2023 0:00,175.5663194,394.5208333,51.20048611,58.18010417,71.75,51.37825,15.05694444,1.628263889,30.68895833,6.003090278,8.629965278,5.001284722,4.215555556,69.78427083,0.133020833,142.7586806,99.62152778,0.168576389
11/24/2023 0:00,206.9802083,475.0416667,75.91048611,62.81677083,94.31864583,87.04954167,16.77743056,1.620277778,39.9646875,5.957638889,8.577118056,5.0453125,4.246041667,75.49670139,0.0903125,157.6700347,134.4847222,0.177777778
11/25/2023 0:00,188.0256944,444.9333333,45.53715278,58.29177083,67.15826389,97.33152778,14.840625,1.622881944,22.66107639,5.975486111,8.550868056,5.068819444,4.261770833,74.29253472,0.148680556,177.1452431,99.01770833,0.176875
11/26/2023 0:00,209.2368056,513.825,54.8096875,56.32604167,73.53732639,116.7026389,14.41805556,1.615347222,33.21076389,5.934131944,8.686701389,4.9921875,4.177361111,71.80350694,0.179965278,117.6769792,93.62951389,0.1628125
11/27/2023 0:00,153.7708333,363.4875,39.52694444,49.03371528,57.17861111,101.6715972,10.61875,1.603854167,21.89833333,5.991597222,8.5784375,5.1075,4.222569444,73.89821429,0.358229167,112.2729167,77.59965278,0.172673611
11/28/2023 0:00,94.98125,196.89375,24.7615625,44.41378472,42.19559028,93.29152778,12.31770833,1.622881944,12.52,5.919965278,8.559722222,5.085416667,4.209583333,91.09298611,0.2596875,109.2652778,137.6972222,0.185347222
11/29/2023 0:00,145.2868056,263.5125,30.08215278,42.19861111,46.06871528,86.6471875,13.94965278,1.612291667,20.84208333,5.924791667,8.561111111,5.098541667,4.220625,81.96897059,0.2115625,106.7113889,154.6652778,0.176354167
11/30/2023 0:00,184.5590909,372.4136364,42.5840942,40.52231884,55.16586957,52.41583333,19.32608696,1.61192029,36.39228261,6.706031746,9.626666667,5.833174603,4.78452381,83.48786458,0.384409722,117.5123958,134.5802083,0.175069444
12/1/2023 0:00,146.5614583,270.5840278,23.91208333,37.00774306,37.78510417,43.45642361,28.30243056,1.621458333,47.02458333,6.211006944,8.763680556,5.228888889,4.385625,85.28991228,0.202673611,149.2070139,118.2621528,0.176041667
12/2/2023 0:00,107.2322917,250.1177083,30.84871528,35.04631944,42.81541667,40.09708333,26.80902778,1.610069444,40.82930556,6.184861111,8.828923611,5.233923611,4.293958333,79.20824074,0.126770833,180.8306944,104.4215278,0.173680556
12/3/2023 0:00,101.7875,264.9416667,28.07420139,34.10090278,39.96003472,42.76614583,26.26527778,1.611527778,43.68652778,6.175798611,8.784236111,5.204965278,4.340243056,74.21801587,0.157083333,143.2064931,98.23854167,0.166770833
12/4/2023 0:00,104.2114583,264.503125,24.684375,32.94357639,35.98319444,44.50611111,25.55902778,1.613541667,36.81809028,6.181736111,8.877395833,5.226354167,4.283715278,72.97607639,0.1590625,152.3172569,93.91041667,0.164722222
12/5/2023 0:00,91.4875,215.99375,21.325625,32.54840278,33.05072917,43.50746528,30.16770833,1.168680556,33.92329861,6.221909722,8.797777778,5.234166667,4.311493056,69.28677083,0.256145833,195.5307292,102.9048611,0.170243056
12/6/2023 0:00,126.2645833,303.128125,24.95548611,30.31215278,35.28013889,43.66618056,46.21701389,1.148368056,37.74805556,6.191493056,8.770138889,5.167604167,4.390243056,70.70826389,0.231041667,214.2983333,104.4850694,0.176145833
12/7/2023 0:00,171.3822917,376.8333333,24.23736111,32.05517361,35.40260417,50.96295139,49.95104167,1.070763889,42.48940972,6.141597222,8.776944444,5.278888889,4.386909722,76.01520833,0.245451389,204.6832292,101.6364583,0.179305556
12/8/2023 0:00,168.7947917,378.978125,23.58197917,31.34802083,34.38125,48.67479167,46.69548611,1.542460317,36.72802083,6.223020833,8.845,5.158333333,4.3175,70.70052083,0.272777778,214.4258333,100.3020833,0.056875
12/9/2023 0:00,167.5010417,390.9177083,19.87354167,30.12951389,30.3128125,43.22635417,46.77986111,1.599548611,38.52989583,6.266354167,8.820243056,5.212291667,4.3371875,68.12694444,0.228819444,227.2061111,99.12083333,-0.3009375
12/10/2023 0:00,140.6364583,353.2552083,21.71503472,28.95017361,31.72246528,41.82326389,45.56284722,1.612256944,33.82291667,6.107048611,8.784270833,5.208506944,4.402604167,65.43510417,0.402222222,228.5886111,102.896875,-0.288194444
12/11/2023 0:00,167.3037879,465.2125,26.55576087,36.47543478,38.7959058,42.59170455,52.58901515,1.639927536,25.16626812,6.760277778,9.664722222,5.673531746,4.746626984,67.1559375,0.189618056,178.2728819,97.80543478,-0.105625
12/12/2023 0:00,222.9298611,439.9190972,29.36604167,44.40475694,43.41388889,100.6809848,33.51493056,1.629895833,30.36493056,6.165,8.561770833,5.134236111,4.301354167,73.45152778,0.278787879,113.7118182,100.1635417,0.484583333
12/13/2023 0:00,228.8229167,519.8947917,27.1440625,42.58329861,41.01715278,127.5914815,35.08333333,1.633402778,30.8546875,6.156180556,8.587256944,5.234548611,4.380416667,68.91125,0.288697917,172.1859375,116.1760417,0.680034722
12/14/2023 0:00,165.8302083,397.4125,26.72420139,43.85010417,40.78927083,122.264375,27.72152778,1.638715278,38.20288194,6.150069444,8.622986111,5.077326389,4.358854167,66.67885417,0.491911765,244.0860294,97.671875,0.363611111
12/15/2023 0:00,220.225,503.540625,31.65614583,48.03125,47.695,113.9942361,31.38402778,1.629548611,23.92180556,6.158402778,8.525902778,5.134861111,4.272708333,65.22260417,0.336833333,228.2578333,95.97361111,0.449236111
12/16/2023 0:00,231.8385417,518.646875,30.8090625,46.98489583,45.51288194,117.0667708,33.95694444,1.626666667,24.95909722,6.186736111,8.642916667,5.112534722,4.38,65.73819444,0.299294872,211.673141,91.52708333,0.398645833
12/17/2023 0:00,151.2125,413.621875,25.07878472,41.181875,38.45930556,110.8676042,24.515625,1.629618056,32.76795139,6.233993056,8.566111111,5.175381944,4.341354167,66.365625,0.359427083,220.7110417,94.90555556,0.813784722
12/18/2023 0:00,156.7891304,304.5543478,24.59225694,46.44395833,39.40777778,115.3123611,16.86493056,1.619201389,35.27704861,6.228819444,8.632048611,5.106319444,4.384965278,70.25614583,0.354548611,261.4714236,93.88368056,0.644756944
12/19/2023 0:00,135.0322917,311.9083333,23.88256944,43.29822917,38.10378472,106.1163889,18.92013889,1.637222222,43.49010417,6.218229167,8.594618056,5.125729167,4.314166667,61.10347222,0.520173611,236.2619792,97.04756944,0.221770833
12/20/2023 0:00,170.44375,378.096875,26.31920139,41.33680556,39.9584375,106.4407639,23.9125,1.633159722,33.70336806,6.302847222,8.558090278,5.157326389,4.309965278,65.61989583,0.273020833,217.6629167,93.30208333,0.150520833
12/21/2023 0:00,260.1479167,508.2541667,31.35626812,43.95713768,44.0248913,124.6033712,26.54791667,1.626527778,32.03649306,7.268859649,10.11162281,6.092807018,5.186973684,74.163125,0.194270833,179.9066319,105.29375,0.17875
12/22/2023 0:00,304.9587121,705.5373016,30.37895833,47.09704861,45.71763889,121.1173958,27.56363636,1.689204545,52.38409091,6.079444444,8.387048611,5.125173611,4.464722222,79.71875,0.15125,155.7200347,116.5614583,0.134097222
12/23/2023 0:00,258.8927083,631.7576087,28.83923611,43.49684028,41.97010417,159.4546528,26.07673611,0.862777778,94.08972222,6.035034722,8.413368056,5.196597222,4.404861111,76.18951389,0.275104167,127.4480208,90.12256944,0.070486111
12/24/2023 0:00,313.2861111,674.4405797,36.67659722,49.0571875,52.02760417,272.529375,26.17355072,1.587222222,123.2447222,6.117222222,8.402118056,5.200347222,4.409652778,80.14901515,0.122430556,164.4223611,107.9166667,0.113194444
12/25/2023 0:00,249.4298611,393.8989583,30.92975694,44.40520833,44.45739583,135.205,15.04930556,1.5925,110.333125,6.121111111,8.403020833,5.136319444,4.320347222,76.16807018,0.301180556,215.9426042,117.7631944,0.238159722
12/26/2023 0:00,260.9125,464.2652778,28.09225694,49.44680556,42.92822917,76.03003472,11.68472222,1.597291667,139.4782843,6.158819444,8.420069444,5.145833333,4.320972222,80.72154167,0.200625,194.6890278,117.0729167,0.241840278
12/27/2023 0:00,228.5121528,427.6416667,26.8865625,45.29461806,41.19989583,63.23246528,12.30034722,1.592777778,124.35204383333331,6.017708333,8.454166667,5.154131944,4.338159722,85.0628125,0.363020833,226.3488542,106.1979167,0.228993056
12/28/2023 0:00,180.4731884,348.3431159,24.99291667,42.3978125,37.95739583,47.56538194,11.15,1.593263889,22.73677778,6.158680556,8.437430556,5.147291667,4.39125,84.32291667,0.514930556,231.9873264,99.70555556,0.2390625
12/29/2023 0:00,281.6444444,492.3364583,26.24027778,45.62868056,40.06277778,56.13288194,13.2,1.588472222,22.87170139,6.054270833,8.4553125,5.12125,4.375034722,90.91590909,0.4384375,176.4412847,95.73993056,0.231180556
12/30/2023 0:00,235.9943182,442.9534091,28.14728261,43.99300725,41.5407971,49.04507937,19.49384058,1.646123188,20.05601449,6.735357143,9.332619048,5.513412698,4.786984127,92.3859375,0.46375,149.4911458,83.22465278,0.244131944
12/31/2023 0:00,226.246875,427.0534722,28.46701389,45.97479167,42.29361111,46.89128472,23.88923611,1.623854167,18.42614583,6.289270833,8.396805556,5.021284722,4.424756944,92.79979167,0.509791667,77.52652778,58.15243056,0.249930556
