Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),RH (%),WS (m/s),WD (deg),SR (W/mt2),VWS (m/s)
7/8/2023 0:00,36.20952381,81.63571429,18.85829861,66.28295139,47.79534722,22.14225694,5.456944444,0.802534722,15.84215278,2.010243056,3.699375,1.506180556,1.539965278,90.37625,0.664201389,105.2429861,85.73680556,0.168611111
7/9/2023 0:00,28.79166667,70.34166667,18.35215278,84.38652778,57.08211806,31.723125,4.50625,0.846493056,15.11149306,1.320625,1.439270833,0.890416667,1.089652778,88.60142045333332,0.639756944,120.1905208,128.9809028,0.172708333
7/10/2023 0:00,28.95520833,81.00833333,18.11277778,32.21989583,28.85197917,26.84211806,4.83125,1.112569444,15.27388889,2.189791667,5.8240625,1.477361111,1.473159722,94.28208333,0.489618056,80.736875,173.7576389,0.169131944
7/11/2023 0:00,33.44479167,92.69791667,17.18951389,42.35170139,33.37170139,25.90586806,5.228125,0.821736111,13.32618056,2.3865625,4.827986111,1.627118056,2.080451389,87.10184524,0.429756944,112.2572917,277.0135417,0.1571875
7/12/2023 0:00,41.59166667,96.14166667,18.84208333,37.69038194,32.105,25.28302083,4.767361111,1.080034722,9.275763889,1.54375,3.004965278,1.570902778,1.281076389,94.09578125,0.475729167,95.10524306,191.8663194,0.154861111
7/13/2023 0:00,38.44411765,88.77941176,14.66684783,32.44757246,25.85148551,25.74643939,5.060144928,0.927463768,22.05318841,2.263134921,4.03234127,1.905277778,1.328174603,85.21989583,0.667534722,122.9547569,266.5142361,0.144895833
7/14/2023 0:00,29.70434783,65.334375,13.51940972,29.716875,24.02517361,33.51569444,6.076041667,1.113784722,20.7340625,2.582048611,4.3246875,1.651215278,1.160694444,89.70198413,0.443541667,149.2766667,164.5142361,0.147291667
7/15/2023 0:00,33.715625,91.71354167,14.46211806,35.57756944,27.94197917,37.824375,5.799652778,1.0746875,13.92916667,2.459027778,3.615625,1.482534722,1.33625,85.82814815,0.408680556,189.3861458,162.9621528,0.1521875
7/16/2023 0:00,31.61470588,52.64852941,14.16177083,32.66381944,26.00361111,37.7221875,5.754513889,1.141909722,15.70663194,3.092048611,4.519444444,2.056006944,1.9896875,85.34361111,0.391527778,195.8528125,268.5222222,0.161840278
7/17/2023 0:00,54.84565217,114.7347826,14.63659722,31.93243056,25.93381944,24.62628472,6.024652778,1.070763889,31.92142361,2.440486111,3.409097222,1.543958333,1.550381944,85.08364583,0.385104167,171.4136458,172.7006944,0.178159722
7/18/2023 0:00,33.35568182,75.38409091,13.46048611,31.30423611,24.11819444,34.94298611,6.010763889,1.173923611,15.06923611,1.516319444,1.974583333,0.876944444,0.962048611,94.58858696,0.726875,141.5699653,126.7548611,0.175069444
7/19/2023 0:00,32.44649123,59.75,12.1940625,31.01010417,24.15274306,42.37868056,4.784259259,1.033506944,17.41701389,1.517881944,1.712881944,1.132986111,1.058402778,74.85093137,0.796284722,127.5942361,297.8649306,0.133194444
7/20/2023 0:00,50.62604167,110.1760417,10.59743056,32.16180556,23.69190972,39.12878472,6.453472222,1.198402778,15.97885417,2.104444444,1.888819444,1.637465278,1.454861111,70.92663194,0.392604167,100.6667014,271.8017361,0.098645833
7/21/2023 0:00,56.70714286,108.8625,12.49467391,38.28597826,28.34478261,42.45575758,6.375362319,1.169528986,17.33162879,1.995875,2.506708333,1.7875,1.650166667,70.38489583,0.570208333,136.8913542,258.0239583,0.102708333
7/22/2023 0:00,40.27613636,78.37386364,9.192847222,23.22819444,18.973125,36.90239583,6.192708333,1.142083333,14.86340278,1.983541667,3.527222222,2.109583333,1.867118056,76.40743056,1.110590278,113.0564931,164.7204861,0.100729167
7/23/2023 0:00,21.96458333,49.14166667,7.348452381,17.17482143,15.51761905,28.09416667,6.171428571,1.114880952,33.21041667,1.977321429,3.583095238,2.090297619,1.86202381,75.10571429,1.142916667,113.3267857,351.6011905,0.097916667
7/24/2023 0:00,30.39615385,65.41923077,9.50125,23.13802083,19.64171875,36.79479167,7.247916667,0.779821429,13.92494792,2.083020833,3.586354167,2.089114583,1.905055556,65.56875,1.1021875,120.4149479,412.0395833,0.083645833
7/25/2023 0:00,41.265625,87.86979167,18.95996528,67.66881944,48.22329861,29.96684028,45.80897436,2.111770833,18.990625,2.486527778,5.149097222,2.884305556,3.320347222,80.11697917,0.963854167,130.3930556,223.00625,0.097395833
7/26/2023 0:00,23.90227273,60.51590909,20.59145833,40.21666667,34.41899306,29.60350694,5.474861111,1.610486111,20.67961806,2.505729167,4.845277778,2.313472222,2.838958333,86.24561404,0.858402778,114.5648611,160.9041667,0.117326389
7/27/2023 0:00,44.221875,98.94375,23.41295139,47.24072917,40.55204861,30.10527778,10.30151515,1.434826389,23.49215278,2.486041667,4.816215278,2.321041667,2.8003125,82.34180556,0.353020833,176.95875,205.9135417,0.1103125
7/28/2023 0:00,44.42826087,83.27765152,23.37618056,51.7334375,42.19201389,29.85538194,8.862847222,1.311215278,15.34392361,2.463055556,4.793090278,2.307881944,2.777222222,87.5,0.459097222,151.0583333,212.6791667,0.118298611
7/29/2023 0:00,26.5865942,49.64202899,24.20496528,46.66663194,38.71753472,25.84604167,9.187152778,2.562256944,10.13503472,2.491493056,4.881979167,2.341284722,2.808159722,88.63172619,0.668576389,198.8152431,259.2944444,0.121458333
7/30/2023 0:00,46.28993056,89.803125,22.09927083,76.78315972,52.36888889,27.97295139,9.003125,2.465763889,12.99204861,2.483854167,4.854826389,2.321701389,2.805277778,80.70229167,0.400173611,265.19375,247.8315972,0.112222222
7/31/2023 0:00,39.79404762,117.3809524,20.12684783,41.41231884,32.52442029,30.66727273,8.002898551,1.575189394,13.40521739,1.985740741,3.64462963,1.242083333,1.238333333,79.1721875,0.435729167,255.4290278,209.4225694,0.107118056
8/1/2023 0:00,42.25869565,82.98043478,21.14743056,34.57354167,28.4878125,40.21763889,8.376811594,2.303680556,14.99076389,2.462013889,4.851354167,1.776527778,1.606944444,75.42888889,0.789305556,276.9548611,262.1215278,0.106111111
8/2/2023 0:00,60.16785714,86.81785714,22.13177083,32.98923611,28.20083333,35.96625,5.624275362,1.605590278,17.10506944,2.4484375,4.863576389,1.785069444,1.632743056,78.9340625,0.824652778,264.1247222,213.9451389,0.1046875
8/3/2023 0:00,22.52777778,91.59166667,16.14538194,32.87840278,27.51395833,51.701875,6.761458333,1.373159722,19.90184028,2.4509375,4.824097222,1.787291667,1.629270833,84.00236111,0.580486111,248.9386111,268.3451389,-0.178472222
8/4/2023 0:00,35.38586957,94.62282609,7.656597222,45.36347222,30.19197917,66.13840278,6.201041667,1.903576389,18.97635417,2.446631944,4.834583333,1.768611111,1.614861111,86.73472222,0.469548611,168.5519444,107.2607639,-0.443645833
8/5/2023 0:00,17.42065217,78.875,8.518229167,52.81274306,34.89201389,71.36395833,7.228787879,1.538645833,18.31868056,2.460381944,4.798020833,1.799409722,1.632361111,87.45078125,0.298541667,211.1754167,217.5850694,-0.136701389
8/6/2023 0:00,11.63977273,92.48333333,7.423611111,44.05597222,29.33972222,79.86979167,7.445833333,1.195,12.76663194,2.463402778,4.818888889,1.777118056,1.601597222,78.75393939,1.054166667,254.2413542,311.4722222,0.091319444
8/7/2023 0:00,12.78043478,100.709375,7.111944444,37.16559028,25.38847222,56.14097222,7.289930556,1.188854167,16.36371528,2.439236111,4.787569444,1.807013889,1.635347222,75.02628472,1.261979167,264.7147917,182.8461806,0.091631944
8/8/2023 0:00,48.02427536,110.6684783,7.843939394,46.9255303,31.20583333,56.91076087,9.537121212,0.561775362,12.32195652,2.434746377,4.798913043,1.810543478,1.630398551,76.09869565,1.416956522,263.0749638,196.4518116,0.093043478
8/9/2023 0:00,108.425,136.475,7.296111111,60.90055556,38.26170139,59.23458333,7.974305556,1.930972222,13.99583333,2.485694444,4.800416667,1.800798611,1.632986111,75.71020833,1.058402778,261.0863542,167.6284722,0.092673611
8/10/2023 0:00,64.01428571,160.2234127,9.594456522,41.58811594,29.00471014,53.93257246,5.947463768,0.688224638,14.49257246,4.038478261,6.356775362,2.779094203,3.314891304,75.24822464,0.699057971,237.5396014,176.3586957,0.089130435
8/11/2023 0:00,62.69404762,162.3019841,12.0906746,25.25194444,22.13436508,53.85531746,9.141666667,0.760072464,14.76347826,4.503253968,5.015436508,2.582333333,4.249555556,70.43128472,0.684201389,277.4646181,216.60625,0.086875
8/12/2023 0:00,59.90104167,178.8385417,11.03913194,22.99975694,20.58711806,33.25878472,4.807017544,1.638472222,17.6440625,3.329548611,7.030798611,2.1765625,2.158923611,64.3434375,1.20625,267.4785417,280.0857639,0.095138889
8/13/2023 0:00,27.890625,128.1052083,10.70229167,21.19680556,19.4521875,33.21586806,5.31754386,1.358229167,19.54809028,3.321319444,7.035590278,2.185451389,2.138888889,71.64572917,1.000833333,240.9723958,183.3670139,0.111527778
8/14/2023 0:00,24.41631944,140.9319444,11.48576389,21.97958333,20.27083333,23.93336806,7.518402778,0.980243056,19.85375,3.317083333,7.0078125,2.142986111,2.142569444,74.24579861,0.617152778,184.9235764,227.525,0.108055556
8/15/2023 0:00,27.28645833,118.2,11.48059028,26.70614583,22.14045139,20.37645833,9.180555556,1.267152778,12.76003472,3.343541667,6.988472222,2.165347222,2.147916667,86.03347826,0.417013889,171.8011806,167.7118056,0.117118056
8/16/2023 0:00,33.9,147.103125,13.04444444,20.6234375,20.77298611,22.12850694,9.175694444,1.236631944,16.67131944,3.299340278,7.000659722,2.169027778,2.1596875,78.53447917,0.282743056,226.7131944,242.20625,0.109895833
8/17/2023 0:00,48.65,191.6604167,12.08791667,32.14982639,25.77586806,25.07503472,10.88993056,0.834236111,15.96434028,3.530347222,6.198923611,2.660208333,2.455,70.26152778,0.517013889,248.0632639,281.3027778,0.110034722
8/18/2023 0:00,53.1625,233.6635417,13.31833333,30.00315972,25.01225694,19.979375,11.72048611,1.2721875,23.06309028,3.482986111,6.175243056,2.675520833,2.453784722,69.72017361,0.530625,173.3210764,265.2704861,0.104166667
8/19/2023 0:00,36.34891304,126.8847826,14.41100694,34.7896875,27.53638889,21.94833333,13.13159722,0.860173611,23.34361111,3.437881944,6.1028125,2.640694444,2.443194444,84.88685185,0.380347222,116.3942014,252.9652778,0.115034722
8/20/2023 0:00,40.43152174,124.4847826,13.28815972,27.05232639,22.45375,26.49520833,11.66388889,1.007222222,19.90559028,3.464583333,6.052951389,2.692986111,2.445833333,78.36493056,0.660416667,129.1373611,256.2868056,0.103819444
8/21/2023 0:00,55.42537879,125.8420455,13.84115942,32.54884058,26.82115942,27.73556818,10.66847826,1.190036232,29.25753623,3.422791667,8.0415,2.585083333,2.366583333,78.01215278,0.522708333,176.1342708,245.6770833,0.099583333
8/22/2023 0:00,47.71231884,101.9065217,12.61381944,25.7603125,23.43503472,42.45649306,12.64236111,0.910277778,31.49006944,2.96875,7.500555556,2.339270833,2.173923611,87.10142361,0.702395833,197.2079861,152.8663194,0.107916667
8/23/2023 0:00,37.52539683,62.53452381,14.12253472,26.86,25.30315972,42.51996528,14.58888889,0.935208333,14.57121528,2.957604167,7.454895833,2.371284722,2.160659722,91.64975,0.693402778,218.4250694,81.53125,0.130208333
8/24/2023 0:00,43.55034722,111.5739583,12.60142361,27.98354167,24.49201389,38.95076389,12.13055556,0.715416667,7.911086957,2.940069444,7.393298611,2.343402778,2.183958333,79.77895833,0.700034722,256.4927778,262.4059028,0.122118056
8/25/2023 0:00,41.66944444,147.5791667,12.53631944,31.35347222,26.05510417,29.52413194,11.52916667,0.711076389,10.1671875,2.954340278,7.473576389,2.343090278,2.180763889,73.52704861,0.851041667,256.4453125,231.1069444,0.115972222
8/26/2023 0:00,52.04548611,226.41875,12.33059028,40.94565972,31.05170139,23.0584375,12.71423611,1.306979167,8.681701389,2.922395833,7.460555556,2.313680556,2.181527778,68.12690972,0.887916667,268.9971875,243.7711806,0.114756944
8/27/2023 0:00,48.60347222,273.44375,12.34895833,32.565625,26.72142361,21.63927083,11.68090278,1.611041667,12.11583333,2.926493056,7.398715278,2.362395833,2.173923611,64.18979167,0.893506944,275.8038889,237.2434028,0.114583333
8/28/2023 0:00,51.63888889,240.3666667,12.35631944,27.07145833,23.6384375,22.50690972,12.12743056,1.663159722,13.10142361,3.087743056,5.988298611,2.002534722,2.355590278,69.98958333,0.759618056,237.4333333,230.75625,0.172638889
8/29/2023 0:00,55.55555556,229.8302083,12.44611111,25.97760417,23.27920139,22.70677083,11.03263889,1.574861111,22.33121528,3.02875,5.746180556,1.927673611,2.2775,68.21923611,0.573194444,215.7970833,241.4569444,0.203715278
8/30/2023 0:00,64.8625,204.4363636,11.53368056,25.86020833,22.41684028,24.20076389,9.821875,1.55875,17.85065972,3.032152778,5.707916667,1.95125,2.296944444,69.26559028,0.441180556,207.0517708,240.0996528,0.212916667
8/31/2023 0:00,67.5344697,208.6285714,11.76405797,28.45402174,23.95072464,27.96357143,9.738768116,1.13423913,9.415289855,3.270791667,6.302916667,2.143958333,2.573166667,69.34649306,0.355138889,206.7749653,208.2899306,0.213125
9/1/2023 0:00,47.07951389,208.0083333,11.96611111,27.83524306,23.81239583,26.21232639,9.906944444,1.945972222,12.99138889,3.196458333,5.763576389,1.938333333,2.284618056,65.93100694,0.414444444,251.8154861,246.9107639,0.125381944
9/2/2023 0:00,61.0969697,203.5136364,11.91756944,40.24989583,30.18190972,26.91940972,8.362847222,1.896041667,13.84559028,3.172013889,5.705416667,1.949895833,2.278611111,63.91128472,0.594756944,237.9061111,260.0107639,0.1071875
9/3/2023 0:00,60.59027778,180.8863636,11.69965278,29.15315972,24.26694444,26.14489583,7.984027778,1.973993056,15.94166667,3.192048611,5.756145833,1.947847222,2.27875,64.56309028,0.554548611,231.1558333,252.5885417,0.111666667
9/4/2023 0:00,59.88409091,182.926087,12.08138889,29.91180556,25.24892361,24.24229167,8.325694444,1.370798611,16.63576389,3.152083333,5.729722222,1.963645833,2.261423611,63.9475,0.601805556,200.8069097,255.6239583,0.108472222
9/5/2023 0:00,45.08229167,154.9130435,12.44024306,28.55493056,24.83184028,24.51989583,8.082986111,1.457681159,15.78793478,3.1921875,5.757569444,1.949965278,2.263368056,67.89163194,0.5246875,60.78979167,227.1798611,0.0834375
9/6/2023 0:00,37.43055556,116.2625,13.46513889,32.21142361,27.64166667,24.49496528,7.497569444,1.196477273,17.53756944,3.169756944,5.696145833,1.969027778,2.268854167,67.60899306,0.398020833,154.5628125,170.9892361,0.068055556
9/7/2023 0:00,36.315625,116.375,12.64232639,31.26340278,26.16545139,21.25541667,9.054166667,1.369444444,24.95315972,3.173506944,5.712881944,1.955868056,2.268090278,72.49652778,0.265104167,188.2565278,188.7878472,0.074479167
9/8/2023 0:00,29.16666667,84.30869565,11.50583333,24.90857639,22.11430556,18.97215278,7.080902778,1.379652778,37.85836806,3.176388889,5.738194444,1.965833333,2.268715278,70.95263889,0.729861111,120.0348611,233.4694444,0.068472222
9/9/2023 0:00,24.5218254,54.55882353,11.41170139,25.26763889,22.20996528,19.43090278,8.007986111,1.246423611,38.45204861,3.168402778,5.707048611,1.969131944,2.281319444,86.34504902,1.003888889,77.48364583,211.4729167,0.085138889
9/10/2023 0:00,19.85972222,34.47368421,12.050625,25.85215278,22.92347222,18.79020833,7.577430556,1.152986111,21.78131944,3.196388889,5.702569444,1.952395833,2.270694444,95.34785714,1.011006944,52.96517361,184.5170139,0.095833333
9/11/2023 0:00,41.53611111,75.25138889,12.59644928,32.04706522,26.54123188,17.85857143,6.688768116,1.015615942,25.93057971,4.289625,8.511791667,3.339291667,3.416875,83.69922619,0.516319444,77.41090278,200.9184028,0.086423611
9/12/2023 0:00,57.184375,121.921875,12.15381944,37.52611111,29.30420139,15.39638889,7.654166667,1.199236111,90.23086806,4.298402778,8.368194444,3.253576389,3.216805556,84.19555556,0.356631944,114.2131944,195.2333333,0.077743056
9/13/2023 0:00,74.02380952,131.05625,11.810625,39.90038194,30.20753472,18.28111111,8.038888889,1.073819444,94.91618056,3.945243056,8.180833333,2.925972222,2.607986111,85.03961806,0.318263889,157.8313194,157.9305556,0.077743056
9/14/2023 0:00,67.8078125,120.6868421,11.18371528,40.68951389,29.97263889,24.87788194,6.197222222,0.965555556,75.26083333,3.951423611,8.278715278,2.912708333,2.623611111,79.62086806,0.42875,174.4944097,199.6253472,0.069305556
9/15/2023 0:00,52.09722222,87.09270833,11.14875,40.13152778,29.64253472,22.32197917,6.348611111,1.118923611,52.2725,3.960694444,8.129583333,2.913263889,2.617152778,87.00412879,0.651944444,103.0467014,223.2496528,0.081875
9/16/2023 0:00,37.64791667,74.72083333,11.57385417,38.86614583,29.22052083,17.22083333,9.384722222,1.217291667,79.15865385,3.953715278,8.273090278,2.938125,2.643680556,92.04352941,0.892708333,76.1940625,157.2003472,0.083125
9/17/2023 0:00,38.6375,47.62395833,10.57263889,40.68003472,29.12840278,18.29649306,8.455208333,1.070381944,116.0131771,3.953506944,8.208194444,2.912673611,2.637916667,85.425,1.258020833,106.4777083,187.1097222,0.083298611
9/18/2023 0:00,25.37142857,40.98571429,10.85409722,43.18222222,30.09493056,17.44458333,10.83333333,0.933506944,57.31451389,3.925625,8.297083333,2.939409722,2.635972222,81.50552083,1.247118056,135.9464583,198.6642361,0.0846875
9/19/2023 0:00,42.705,70.69294872,11.55989583,57.73840278,37.63180556,17.65170139,9.494097222,1.124444444,74.17729167,3.973229167,8.250138889,2.951979167,2.667152778,75.07291667,0.758993056,160.0395139,189.9118056,0.073159722
9/20/2023 0:00,71.29861111,113.303125,12.49190972,44.37027778,31.7340625,16.44545139,8.778819444,0.60826087,48.65326389,3.937361111,8.111319444,2.933715278,2.623020833,73.0009375,0.178993056,162.4252083,169.4638889,0.075555556
9/21/2023 0:00,47.24618056,101.9246528,15.53293478,49.06268116,35.56148551,19.99305556,9.521590909,0.928708333,35.51138889,4.043916667,8.382,3.442833333,2.654583333,74.87333333,0.445104167,187.5940278,179.4260417,0.078333333
9/22/2023 0:00,57.68928571,133.8369048,17.60395833,52.95545139,38.17819444,23.375875,6.196875,0.606666667,18.32484848,3.766284722,7.594756944,3.299756944,2.336805556,78.71322917,0.248819444,160.2294792,170.0211806,0.076875
9/23/2023 0:00,47.29875,93.75625,18.23055556,51.0546875,36.5353125,32.74388889,6.229861111,1.002222222,10.91163194,3.775972222,7.454826389,3.345902778,2.3509375,88.9075,0.4675,152.003125,145.084375,0.085069444
9/24/2023 0:00,71.81145833,133.9229167,28.81142361,49.39663194,45.60388889,33.89649306,5.066666667,0.803506944,11.04732639,3.738472222,7.545173611,3.301388889,2.346284722,82.58192029,0.388923611,159.7867014,150.6430556,0.084583333
9/25/2023 0:00,49.72708333,159.6543478,16.05868056,55.68524306,37.68454861,28.72671296,5.161111111,0.761875,27.43305556,3.735451389,7.6446875,3.348611111,2.332638889,76.67541667,0.353333333,85.28118056,157.3118056,0.077291667
9/26/2023 0:00,60.45104167,161.95625,17.98930556,66.02868056,44.69888889,32.45347222,4.924652778,0.783020833,15.549375,4.758472222,8.229409722,3.880798611,2.7565625,74.16569444,0.39125,173.9232292,161.0434028,0.074791667
9/27/2023 0:00,74.21805556,141.6447917,16.71569444,76.08572917,48.28166667,27.65559028,5.082638889,0.729756944,20.27270833,4.7234375,8.248888889,3.928715278,2.8009375,73.5253125,0.324861111,265.6623611,160.3239583,0.0821875
9/28/2023 0:00,67.68913043,181.6781746,15.581875,55.50611111,36.81121528,26.64253472,6.725347222,1.170652174,20.62065972,4.674548611,8.296840278,3.920486111,2.782847222,71.05930556,0.228090278,255.9291319,159.1947917,0.082465278
9/29/2023 0:00,80.92291667,197.4458333,17.17076389,57.43586806,39.51256944,25.16951389,6.709027778,1.221944444,29.12354167,4.726597222,8.310625,3.956944444,2.764340278,69.36743056,0.209618056,225.0873958,151.9121528,0.081840278
9/30/2023 0:00,75.9844697,186.4643939,16.16913194,60.901875,39.0165625,25.0234375,6.273550725,1.306098485,20.19652174,5.125583333,7.758625,4.323625,3.132375,67.25982639,0.348923611,231.9623958,151.7619565,0.079305556
10/1/2023 0:00,81.60555556,183.2847222,14.824375,55.82954861,35.95986111,27.6275,6.975694444,1.268298611,34.24638889,4.4603125,6.250069444,3.864652778,2.767430556,66.01003472,0.4078125,242.8102431,149.9229167,0.082708333
10/2/2023 0:00,100.9565972,174.9621212,15.67149306,60.90041667,39.84756944,25.03041667,5.594097222,1.256041667,37.7275,4.482881944,6.218541667,3.868402778,2.743368056,56.0790625,0.231840278,240.6918403,160.4916667,0.085
10/3/2023 0:00,99.81493056,191.8416667,17.68086806,71.83954861,46.46239583,48.00079861,6.651811594,1.263854167,34.88229167,4.163090278,6.373784722,3.48625,2.744027778,51.52118056,0.3190625,253.5009028,152.2024306,-0.197881944
10/4/2023 0:00,124.5036232,204.815625,18.83211806,69.32180556,46.25041667,64.77895833,7.471014493,1.54,39.62729167,3.944236111,6.247534722,3.1659375,2.710798611,58.7978125,0.343333333,259.1053125,147.9246528,-0.155381944
10/5/2023 0:00,163.6659722,251.8130435,18.95791667,78.71458333,52.5528125,63.16763889,8.002083333,2.3578125,37.64704861,3.964861111,6.293888889,3.152777778,2.744722222,56.42472222,0.281493056,214.9225694,142.8256944,0.137673611
10/6/2023 0:00,189.1736111,245.0031746,43.56607639,82.98225694,76.25107639,65.45520833,8.657246377,1.932256944,34.66211806,3.934236111,6.295833333,3.203263889,2.700277778,57.17760417,0.192743056,196.8394444,139.2993056,0.1325
10/7/2023 0:00,165.8097222,256.5771739,55.11190972,73.90576389,81.1078125,65.52322917,9.889930556,1.804652778,20.90909722,3.959652778,6.243923611,3.202951389,2.723611111,63.78979167,0.308333333,201.1637847,137.7357639,0.132256944
10/8/2023 0:00,150.4597222,192.5384921,46.21927083,66.03722222,69.98194444,63.37913194,9.786805556,1.586979167,16.34486111,3.945902778,6.310347222,3.170069444,2.744236111,66.07232639,0.423229167,206.8330208,132.5753472,0.127708333
10/9/2023 0:00,148.634058,202.9218254,33.10506944,69.78833333,60.2990625,58.89805556,9.336111111,1.403298611,22.1775,3.919166667,6.253541667,3.148055556,2.725138889,61.96586806,0.360902778,208.8526389,128.7235507,0.126041667
10/10/2023 0:00,105.7218254,200.465873,27.97786232,62.39550725,53.18539855,54.84151515,8.104710145,1.507826087,34.39193182,4.394444444,6.962103175,3.519563492,3.020912698,58.59225694,0.218333333,222.9620833,130.5170139,-0.154826389
10/11/2023 0:00,50.57881944,226.2371528,19.5796875,52.55579861,41.46447917,47.11680556,6.121875,0.842986111,45.78392361,4.033333333,6.516840278,3.237152778,2.770555556,59.10131944,0.289618056,224.7381597,130.7635417,-0.433611111
10/12/2023 0:00,43.72847222,266.7695652,22.61645833,58.5753125,47.66711806,46.75069444,8.801388889,1.121076389,66.06371528,4.114201389,6.461145833,3.217395833,2.777638889,57.56517361,0.202743056,197.3163889,133.95625,-0.070590278
10/13/2023 0:00,56.32083333,302.017803,30.77934028,65.67340278,58.30222222,46.76416667,7.677083333,1.115798611,70.10246528,4.057361111,6.476388889,3.224305556,2.783611111,57.32319444,0.229236111,172.0794792,121.5131944,0.122083333
10/14/2023 0:00,56.59097222,230.7444444,34.32746528,64.54586806,60.91177083,45.93663194,8.742361111,1.134201389,90.08649306,4.108020833,6.477222222,3.243472222,2.765277778,57.33215278,0.215833333,184.7449306,122.7319444,0.117951389
10/15/2023 0:00,80.08263889,261.1254167,40.23986111,60.14232639,62.96177083,45.87611111,9.149652778,1.6853125,164.6717857,4.14125,6.633888889,3.231666667,2.797048611,56.36927083,0.420763889,127.4477431,114.0263889,0.120625
10/16/2023 0:00,74.04318182,184.9,18.59125,47.56631944,38.16555556,37.47013889,8.210069444,1.400972222,83.75483333,4.106493056,6.460833333,3.214548611,2.772881944,58.5625,1.0746875,105.299375,130.7510417,0.129930556
10/17/2023 0:00,33.56911765,49.43703704,21.59024306,53.70347222,44.11763889,21.96211806,9.194791667,1.417569444,19.92538194,4.086006944,6.443506944,3.242951389,2.796006944,79.30461806,0.476493056,100.8671181,140.1135417,0.147534722
10/18/2023 0:00,34.21041667,57.28333333,19.90444444,48.12944444,39.95520833,18.03472222,8.773958333,1.828055556,27.3796875,4.108020833,6.521909722,3.236284722,2.7740625,65.30381944,0.297881944,267.0160417,137.2347222,0.140798611
10/19/2023 0:00,36.44548611,64.02638889,19.54934028,50.80354167,40.79784722,21.75954861,9.944097222,1.772430556,33.5884375,4.150486111,6.477847222,3.172326389,2.766875,61.2853125,0.290104167,232.5974306,132.4625,0.139201389
10/20/2023 0:00,101.621875,184.7675,22.85102273,60.19753788,48.88662879,33.65159722,7.754166667,1.754965278,34.85513889,4.116354167,6.444166667,3.259201389,2.763020833,62.2715625,0.158020833,169.4783681,126.7305556,0.135451389
10/21/2023 0:00,205.6452381,333.13,37.07318841,65.9726087,63.54293478,35.43019841,9.675362319,1.472789855,18.05467391,4.6075,7.267541667,3.7075,3.155041667,61.94458333,0.141041667,162.3134722,125.9569444,0.135625
10/22/2023 0:00,201.6875,385.8513158,46.655625,63.18454861,69.98180556,37.165625,8.825694444,0.756493056,11.77493056,3.983194444,6.451388889,3.389756944,3.283645833,65.49246528,0.141597222,183.7214583,104.3826389,0.136875
10/23/2023 0:00,183.1208333,313.3297619,27.85513889,59.53444444,52.82267361,33.47145833,7.806597222,2.491701389,9.498576389,4.019444444,6.496076389,3.3803125,3.248541667,64.32309028,0.207083333,224.8764236,112.8399306,0.137048611
10/24/2023 0:00,142.0708333,248.665,23.18673611,57.99604167,47.50163194,32.06163194,9.669097222,2.771284722,11.07229167,3.957708333,6.4046875,3.415798611,3.2640625,57.79583333,0.201180556,195.4211806,104.2545139,0.1365625
10/25/2023 0:00,143.0107639,298.978125,18.41649306,58.69451389,44.1821875,33.33232639,9.252083333,1.796098485,14.25,3.991458333,6.375347222,3.396215278,3.2678125,58.94114583,0.204652778,212.0194444,104.2215278,0.137534722
10/26/2023 0:00,142.6079861,281.6875,29.393125,63.52118056,55.82472222,35.38104167,10.278125,3.534826389,6.454166667,3.990555556,6.369930556,3.444965278,3.248784722,54.84288194,0.251319444,242.4784028,105.2763889,0.137986111
10/27/2023 0:00,166.1159722,317.3263889,39.539375,66.26708333,66.08357639,34.75003472,10.66215278,1.920104167,39.22180556,3.947847222,6.409583333,3.403854167,3.261770833,55.51079861,0.203541667,202.9475347,111.0180556,0.137916667
10/28/2023 0:00,195.6104167,376.9607143,76.67381944,71.68559028,99.59048611,40.25302083,11.82638889,2.292743056,45.35833333,4.018645833,6.484131944,3.417361111,3.283784722,57.81302083,0.139791667,169.0926736,109.048913,0.137534722
10/29/2023 0:00,208.2875,365.953125,55.23555556,78.549375,85.72958333,38.94111111,11.52986111,1.630416667,75.81719298,4.002326389,6.431354167,3.405659722,3.259652778,56.10277778,0.180590278,109.4488889,102.2635417,0.131979167
10/30/2023 0:00,235.326087,325.5958333,32.4703125,74.2375,64.64184028,66.14119565,8.880555556,1.015590278,65.28010417,3.967847222,6.411979167,3.435138889,3.297673611,59.24684028,0.1946875,92.26493056,97.51180556,0.130833333
10/31/2023 0:00,230.7014706,349.0729167,37.39405797,69.92615942,66.31347826,112.8357955,11.57210145,1.754311594,65.09655797,4.41234127,6.528214286,3.623690476,3.271904762,66.93010417,0.178333333,104.9179167,94.31527778,0.13375
11/1/2023 0:00,212.7604167,377.4211538,30.83197917,66.14559028,58.87548611,88.77420139,11.02777778,1.18375,58.4975,4.039340278,5.728715278,3.450243056,3.024236111,66.01378472,0.176493056,92.59809028,95.36527778,0.134409722
