Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2)
10/16/2023 6:00,76.175,182.725,36.25,70.1,106.35,93.2925,14.685,0.9575,11.0425,8.24,9.6725,2.0025,2.89,28.225,99.515,0.1525,208.9,0.0,111.875
10/16/2023 7:00,87.125,183.875,8.825,45.475,54.3,50.1975,15.035,0.6175,47.6425,6.535,8.29,1.095,1.9625,31.22,82.7875,0.345,214.62,0.0,213.1
10/16/2023 8:00,78.6,174.2,6.45,34.8,41.225,41.0525,15.825,0.45,79.7125,6.305,7.59,1.065,2.0125,32.5425,60.5775,0.7975,131.4825,0.0,283.625
10/16/2023 9:00,74.875,165.8,5.325,24.5,29.8,33.3225,16.6875,0.4275,95.0725,3.9,4.68,0.9975,1.74,34.0425,54.9175,0.3375,258.01,0.0,314.3
10/16/2023 10:00,64.725,167.1,4.9,22.4,27.325,31.84,17.95,0.4025,105.0575,3.9125,4.4675,0.9775,1.83,34.435,54.175,0.495,198.685,0.0,341.675
10/16/2023 11:00,64.25,157.975,5.5,25.8,31.3,34.3925,18.035,0.4175,102.4675,3.945,4.6225,1.01,1.77,34.3725,53.295,0.4525,207.135,0.0,362.1
10/16/2023 12:00,62.63333333,158.1,5.55,25.725,31.2,34.2925,19.71333333,0.385,99.15,4.67,4.74,0.9175,1.7975,34.5175,50.3875,0.595,299.6,0.0,375.55
10/16/2023 13:00,67.13210180640394,148.7730416665,5.4,33.5,38.925,39.0075,15.460398009950248,0.435,93.015,3.7425,4.3725,0.9825,1.94,34.1225,51.8975,0.3375,252.405,0.0,255.275
10/16/2023 14:00,67.17533003316832,148.864614740201,5.2,37.95,43.125,41.7475,15.5082375,0.453333333,100.175,3.6375,4.7525,0.94,1.8025,34.02,53.5225,0.5575,304.975,0.0,196.8
10/16/2023 15:00,67.22470978457712,148.972769360101,5.25,41.175,46.4,43.885,6.555,0.6461276948507463,102.46,4.05,4.5025,1.0025,1.8125,33.41,54.42,0.855,317.2325,0.0,191.525
10/16/2023 16:00,67.3160833335,149.0827834177665,5.25,41.15,46.4,44.01,8.615,0.555,87.2975,3.895,5.03,1.01,1.685,32.7575,55.99,0.98,343.6,0.0,67.875
10/16/2023 17:00,96.4,192.8,5.266666667,61.86666667,70.25,57.21333333,10.08333333,0.716666667,56.05,4.468040429049505,5.386241749173268,1.07143333333,1.829629166665,31.63333333,58.99666667,0.613333333,318.005,0.0,31.66666667
10/16/2023 18:00,96.075,206.8,5.4,71.85,77.25,63.655,11.595,0.8225,46.85,4.469684908796021,5.39119817578607,1.0716038525929648,1.8300921273015076,29.61,71.2925,0.445,222.505,0.0,33.5
10/16/2023 19:00,95.9,213.9,6.175,58.275,64.45,55.935,12.4425,0.7675,42.7575,16.2,2.42,0.355,0.845,28.4475,83.2275,0.235,227.41,0.0,33.925
10/16/2023 20:00,85.9,190.25,10.13333333,75.1,85.26666667,59.51333333,12.9425,0.985,26.3475,10.0325,1.94,0.295,0.5825,27.8625,92.14,0.1725,208.7475,0.0,34.575
10/16/2023 21:00,127.425,252.0,7.45,44.15,51.625,45.0,12.85,1.1275,11.1925,4.4225,4.49,0.8875,1.4775,26.87,98.0725,0.12,192.9,0.0,34.9
10/16/2023 22:00,110.85,216.4,12.8,22.725,35.525,39.2875,12.44,1.135,8.9925,5.655,6.6125,1.04,1.8675,26.59,99.3225,0.1275,236.78,0.0,35.075
10/16/2023 23:00,108.3,202.7,16.85,16.15,33.93333333,39.045,13.175,1.395,6.415,5.175,7.555,1.08,2.175,26.475,99.52,0.225,173.7366667,0.0,35.35
10/17/2023 0:00,115.25,230.3,30.6,14.5,45.05,51.495,12.935,1.7025,7.0575,8.3025,9.475,2.09,2.6875,26.225,99.52,0.2025,156.61,0.0,35.3
10/17/2023 1:00,125.7,279.425,44.075,13.95,57.975,64.555,12.6025,1.6525,6.8275,7.645,10.015,1.8775,2.6825,25.9975,99.52,0.2225,136.9775,0.0,35.4
10/17/2023 2:00,126.075,280.8,53.075,14.675,67.75,73.7675,12.775,1.6425,7.01,8.7,10.155,1.9875,2.48,25.7675,99.52,0.2675,117.3025,0.0,35.425
10/17/2023 3:00,129.4,285.4,57.675,13.975,71.625,78.0475,12.06,1.615,7.055,7.7425,9.535,1.8675,2.8025,25.7025,99.52,0.1725,165.53,0.0,35.475
10/17/2023 4:00,129.275,273.3,59.275,13.25,72.525,79.2475,11.7625,1.2125,6.875,7.65,8.635,1.93,2.7325,25.9125,99.52,0.27,149.765,0.0,35.6
10/17/2023 5:00,119.7,233.8,54.9,12.7,67.575,74.585,10.975,0.9875,7.9225,8.125,10.435,2.0675,2.7725,25.9875,99.52,0.175,207.5325,0.0,41.275
10/17/2023 6:00,124.375,247.0,49.45,11.825,61.3,68.485,10.8425,1.06,8.9375,8.44,10.185,1.995,2.7575,27.205,99.5175,0.4075,213.2775,0.0,100.05
10/17/2023 7:00,118.35,233.95,43.25,12.325,55.6,62.79,10.85,0.995,23.505,6.5625,8.3425,1.0625,1.8925,28.55,99.475,1.04,169.07,0.0,185.55
10/17/2023 8:00,111.65,222.575,35.0,12.4,47.425,54.565,12.0225,0.6725,58.08,6.5425,8.015,1.0775,1.955,30.0275,84.92,0.755,205.1,0.0,276.175
10/17/2023 9:00,86.575,198.95,25.675,13.3,38.975,46.03,13.305,0.5925,80.4725,3.6025,5.0125,0.9925,1.7675,31.1475,70.7,0.87,121.965,0.0,312.8
10/17/2023 10:00,84.925,170.25,17.75,13.375,31.175,38.2,14.0775,0.57,93.2825,3.84,4.9725,1.0125,1.5975,32.0175,65.47,0.9275,133.37,0.0,388.525
10/17/2023 11:00,68.225,180.475,11.85,12.975,24.825,32.1325,14.935,0.5775,96.59,4.095,4.985,0.96,1.675,31.4875,67.5775,0.71,148.06,0.0,223.575
10/17/2023 12:00,94.375,187.625,9.2,11.525,20.725,28.5425,16.2675,0.5575,84.8975,3.7675,5.2,0.9525,1.73,31.5725,69.255,0.4575,175.38,0.0,295.775
10/17/2023 13:00,66.575,166.675,5.75,15.85,21.6,27.95,17.8075,0.49,94.595,3.9975,4.6675,0.9725,1.7,31.56,64.6525,0.59,171.425,0.0,192.125
10/17/2023 14:00,65.475,165.75,13.50160891091089,42.60396039599011,56.124009900990096,53.010990099059406,18.2225,0.5175,79.5575,3.445,4.99,1.0175,1.6325,30.7475,67.285,0.395,190.1325,0.0,100.3
10/17/2023 15:00,68.275,167.95,6.8,36.2,43.05,21.53,18.6375,0.545,61.4025,3.786666667,4.986666667,1.013333333,1.56,29.6025,77.2025,0.435,209.9675,0.0,61.475
10/17/2023 16:00,77.125,160.15,6.075,31.325,37.4,21.715,18.985,0.57,67.1175,4.744179166675,5.593425,1.1006060606010102,1.8547895622878787,28.825,81.2525,0.1425,222.6525,0.0,51.65
10/17/2023 17:00,69.05,146.775,6.825,56.45,63.275,23.2025,19.7475,0.845,31.2875,4.747881072035176,5.597135678391959,1.101205583751269,1.8560448392538071,27.765,96.7475,0.18,274.5,0.0,33.35
10/17/2023 18:00,71.725,151.425,16.65,90.225,106.85,25.9525,19.8,1.3325,13.84,4.133333333,4.58,1.006666667,1.78,27.5725,99.0275,0.2575,279.715,0.0,34.375
10/17/2023 19:00,95.425,189.0,10.3,84.3,94.6,25.0375,19.065,1.44,19.6775,3.9125,4.9125,1.0075,1.525,28.16,98.85,0.32,304.56,0.0,35.05
10/17/2023 20:00,123.5,228.875,17.675,92.875,110.525,26.165,18.7225,1.495,11.105,3.84,5.11,0.955,1.9025,27.57,99.06,0.1325,289.95,0.0,35.05
10/17/2023 21:00,153.75,254.425,16.4,84.175,100.55,25.64,17.4075,1.68,9.3275,4.23,4.67,0.9625,1.7675,26.97,99.52,0.1225,258.3625,0.0,35.125
10/17/2023 22:00,142.925,251.425,9.625,61.65,71.275,23.7175,16.7775,1.1675,15.815,5.47,7.0125,1.015,1.89,26.885,99.52,0.1875,273.335,0.0,35.275
10/17/2023 23:00,127.2,226.4,8.9,59.5,68.36666667,23.54,17.10333333,1.04,15.39,5.48,6.26,1.013333333,2.0,26.72666667,99.52,0.153333333,242.3266667,0.0,35.33333333
10/18/2023 0:00,116.5,210.6666667,7.775,48.125,55.925,22.8975,16.8375,0.955,18.8375,8.4125,9.99,2.14,2.5025,26.5225,99.52,0.1325,236.06,0.0,35.45
10/18/2023 1:00,119.65,212.575,7.375,35.075,42.425,22.08,17.415,0.795,33.605,7.4525,10.0975,1.9025,2.785,27.09,99.52,0.1725,281.135,0.0,35.7
10/18/2023 2:00,100.125,194.475,7.075,31.25,38.35,21.875,17.7625,0.7075,33.79,7.5925,11.2625,1.97,2.5775,26.71,99.52,0.1725,234.885,0.0,35.375
10/18/2023 3:00,97.325,192.65,6.925,29.175,36.15,21.715,17.4675,0.695,26.04,7.89,10.875,2.08,2.6875,26.04,99.52,0.1725,162.1225,0.0,35.2
10/18/2023 4:00,102.65,178.05,6.975,27.775,34.75,21.5825,18.2625,0.635,21.3775,7.8075,10.05,2.105,2.64,25.67,99.5125,0.1625,209.255,0.0,35.125
10/18/2023 5:00,95.4,166.7,7.075,34.375,41.45,22.0775,18.38,0.645,21.06,7.525,11.0875,2.0475,2.7225,25.8925,99.475,0.205,210.895,0.0,40.4
10/18/2023 6:00,86.625,162.825,8.05,41.0,49.05,22.5125,17.655,0.7425,21.5775,8.5925,9.5925,2.155,2.74,26.895,99.475,0.425,221.6425,0.0,102.825
10/18/2023 7:00,82.925,163.875,7.175,25.05,32.25,21.4875,18.47,0.645,43.615,6.3875,7.795,1.135,2.0625,29.0025,99.4775,0.2975,297.71,0.0,197.025
10/18/2023 8:00,74.5,153.775,6.85,21.6,28.425,21.2775,18.8675,0.5775,61.645,6.745,7.935,1.1075,2.04,30.27,93.735,0.555,245.4075,0.0,284.0
10/18/2023 9:00,78.475,134.575,6.55,22.8,29.325,21.345,19.76,0.5725,74.385,4.63,4.5475,0.98,1.975,31.7725,70.4,0.465,275.37,0.0,331.725
10/18/2023 10:00,60.375,124.925,6.15,20.025,26.2,21.1525,20.3175,0.575,80.63,2.815,4.465,1.03,2.155,32.0925,66.2575,0.575,274.63,0.0,356.975
10/18/2023 11:00,59.95,138.975,6.4,20.65,27.075,21.3325,21.8075,0.5325,85.325,4.936388888893939,5.849659090909091,1.1425892857091835,1.8961777210867345,32.4325,61.8,0.63,243.305,0.0,399.375
10/18/2023 12:00,62.425,128.525,6.125,21.675,27.775,21.225,22.235,0.605,87.255,4.938197969548224,5.854035532994923,1.1432948717897435,1.8969658119641024,32.245,63.575,1.125,341.9625,0.0,322.5
10/18/2023 13:00,63.75,133.725,6.225,23.375,29.6,21.315,22.935,0.5825,82.1075,3.95,4.645,0.975,1.45,32.925,59.9525,1.08,343.3525,0.0,339.025
10/18/2023 14:00,57.625,134.7,6.45,26.35,32.775,21.52,23.1275,0.6025,72.7075,3.4325,5.0375,1.0,1.7925,33.045,57.565,1.32,337.7875,0.0,230.95
10/18/2023 15:00,63.6,135.275,6.175,27.725,33.875,21.5075,23.93,0.58,67.1425,12.81333333,20.95666667,2.766666667,5.566666667,32.175,60.285,1.2475,332.9375,0.4,142.25
10/18/2023 16:00,63.775,129.425,5.825,33.025,38.85,21.7975,24.2975,0.6,61.3825,3.87,6.525,1.7325,8.2825,31.585,63.975,1.0675,333.36,0.0,62.85
10/18/2023 17:00,71.85,130.425,5.925,35.025,40.95,21.9825,24.945,0.6725,60.19,75.6925,33.6525,0.8975,84.735,30.6325,70.0175,1.005,338.9925,0.0,32.85
10/18/2023 18:00,65.525,154.05,9.575,44.95,54.55,22.8775,24.7575,0.8225,50.8625,0.6275,0.4875,0.6125,0.5325,30.3075,74.3125,1.0425,338.16,0.0,33.975
10/18/2023 19:00,71.525,160.775,6.825,44.275,51.1,22.59,24.4375,0.8675,41.88,0.3125,0.2725,0.2125,0.15,29.9775,80.4625,1.0075,334.8925,0.0,34.375
10/18/2023 20:00,76.675,167.975,7.0,46.1,53.1,22.6825,24.395,0.87,38.5575,0.31,0.27,0.21,0.15,29.5475,86.83,0.91,328.595,0.0,34.6
10/18/2023 21:00,75.15,163.125,6.825,41.85,48.7,22.42,24.805,0.825,42.0325,11.14,11.8675,0.52,3.9425,29.3025,89.0825,1.1525,336.32,0.0,34.825
10/18/2023 22:00,68.025,160.4,6.625,38.875,45.525,22.22,25.0775,0.8125,40.045,9.795,19.275,0.4925,3.525,28.9125,88.22,0.9175,330.23,0.0,34.6
10/18/2023 23:00,68.4,156.6,6.533333333,37.2,43.73333333,22.12,24.70333333,0.783333333,40.16333333,21.06666667,29.99666667,0.773333333,7.133333333,28.63333333,93.04333333,0.696666667,326.4733333,0.0,34.7
10/19/2023 0:00,68.1,152.3,6.45,35.9,42.375,21.995,24.6475,0.75,42.865,0.7,0.575,0.92,6.675,28.47,93.28,0.775,333.0975,0.0,34.95
10/19/2023 1:00,72.25,156.3,6.175,31.1,37.3,21.795,24.36,0.61,48.445,3.485,7.23,0.95,0.31,27.7625,98.7375,0.375,280.005,0.0,34.9
10/19/2023 2:00,70.25,148.125,6.1,26.65,32.75,21.535,25.01,0.535,44.9875,0.7825,0.5725,0.6625,0.9375,27.4375,99.145,0.3825,297.1075,0.0,34.925
10/19/2023 3:00,67.975,144.325,6.225,27.05,33.25,21.5375,24.6575,0.5325,37.375,1.7975,0.8975,0.43,1.6725,27.0425,99.505,0.3325,268.4075,0.0,35.025
10/19/2023 4:00,71.2,136.05,6.275,23.4,29.675,21.3225,24.2925,0.5125,37.535,8.4025,8.545,0.615,3.095,26.78,99.52,0.305,285.6025,0.0,35.05
10/19/2023 5:00,62.175,116.0,6.175,22.075,28.25,21.2575,24.79,0.5375,37.63,7.0975,8.0175,0.8625,2.4475,26.72,99.52,0.4575,289.245,0.0,40.6
10/19/2023 6:00,60.875,121.05,6.575,24.875,31.45,21.45,25.5225,0.5925,38.63,2.17,2.355,0.2725,0.5775,27.5125,99.515,0.39,221.615,0.0,117.9
10/19/2023 7:00,60.7,119.125,6.7,24.15,30.85,21.38,25.645,0.56,49.63,5.06,5.475,0.415,1.23,29.24,99.46,0.4175,307.1475,0.0,216.05
10/19/2023 8:00,64.95,120.65,6.4,18.2,24.625,20.9925,25.615,0.465,64.82,3.495,3.9,1.205,0.525,30.565,79.7375,0.8225,333.22,0.0,301.825
10/19/2023 9:00,63.3,113.575,6.15,15.65,21.8,20.87,26.315,0.425,70.975,9.7425,10.3125,0.895,2.035,31.7175,65.4625,0.94,259.65,0.0,313.625
10/19/2023 10:00,54.425,96.05,6.025,16.95,22.975,20.9375,27.0125,0.4075,86.0525,3.675,5.2225,0.995,1.6525,32.1425,60.64,1.45,330.0875,0.0,398.95
10/19/2023 11:00,51.5,102.4,5.85,18.625,24.45,21.045,27.54,0.385,93.86,3.7075,4.61,0.97,1.8475,31.8425,57.055,0.8975,337.6725,0.0,502.3
10/19/2023 12:00,43.1,93.65,5.9,17.45,23.35,20.95,27.4675,0.385,84.5775,3.805,4.53,0.97,1.635,32.3575,52.6925,1.38,330.5675,0.0,662.275
10/19/2023 13:00,39.125,90.95,5.825,14.75,20.55,20.785,28.085,0.405,84.0125,4.235,5.26,1.07,1.61,32.2625,51.3875,0.945,255.8175,0.0,385.0
10/19/2023 14:00,36.2,83.425,5.95,17.8,23.775,21.0175,28.0825,0.4825,87.8125,4.6375,4.8025,1.0125,1.7175,31.7275,56.82,1.1525,334.755,0.0,286.55
10/19/2023 15:00,40.525,88.175,6.7,20.325,27.025,31.3275,28.78,0.5075,82.12,4.1925,4.3175,1.01,1.8125,31.5225,58.15,1.3675,339.4375,0.0,244.875
10/19/2023 16:00,40.85,87.175,6.525,31.625,38.15,21.855,28.5425,0.4325,65.12,3.52,5.24,0.97,1.925,30.555,58.42,1.205,329.3525,0.0,66.7
10/19/2023 17:00,47.6,95.8,6.075,38.375,44.425,22.1925,28.765,0.545,46.49,3.575,4.7775,0.99,1.5175,29.415,62.3975,1.1675,330.5775,0.0,32.95
10/19/2023 18:00,43.175,96.35,7.4,48.1,55.45,22.87,29.105,0.7475,39.6575,3.595,5.105,1.0125,1.84,28.685,69.05,1.035,321.805,0.0,34.8
10/19/2023 19:00,43.375,107.55,9.15,68.975,78.15,24.31,28.3275,0.855,23.665,4.035,5.12,0.99,1.6275,28.155,75.49,0.72,311.9275,0.0,35.675
10/19/2023 20:00,64.0,131.6,8.225,69.35,77.55,24.15,28.1925,0.86,25.815,3.97,4.52,0.925,1.7925,27.97,80.115,0.965,312.9275,0.0,36.4
10/19/2023 21:00,71.825,144.15,7.1,53.55,60.625,23.0875,27.305,0.7725,39.2725,4.1975,4.805,1.015,1.8375,27.8225,80.2975,1.0425,318.98,0.0,36.475
10/19/2023 22:00,63.625,133.425,7.325,60.85,68.15,23.5875,27.5825,0.8475,23.5275,10.8825,12.0325,3.18,3.515,27.425,83.785,0.605,319.6,0.0,36.2
10/19/2023 23:00,55.6,139.4,7.5,59.96666667,67.46666667,23.55333333,26.19666667,0.756666667,22.14,9.886666667,11.94666667,3.27,3.556666667,27.18333333,86.97666667,0.61,313.16,0.0,36.4
10/20/2023 0:00,65.025,129.525,6.75,39.875,46.625,22.29,26.3175,0.59,31.645,15.9875,13.2825,5.48,5.355,27.055,86.175,0.405,342.6825,0.0,36.6
10/20/2023 1:00,56.3,121.575,6.925,44.4,51.3,22.5925,26.5375,0.62,22.1275,15.47,13.3175,5.005,5.5325,26.1175,96.8825,0.24,254.3075,0.0,36.475
10/20/2023 2:00,51.825,112.575,6.875,40.875,47.725,22.34,26.37,0.495,31.35,14.26,14.755,5.1875,5.5,26.68,94.4575,0.77,260.955,0.0,37.1
10/20/2023 3:00,48.5,115.225,6.65,31.075,37.725,21.8375,26.5875,0.41,43.1775,14.475,14.2475,5.19,5.515,26.165,96.47,0.5075,302.9575,0.0,36.825
10/20/2023 4:00,47.925,111.925,6.45,25.65,32.125,21.4625,26.67,0.385,48.925,14.71,14.3525,5.37,5.34,25.93,98.195,0.9225,337.3875,0.0,36.6
10/20/2023 5:00,44.775,108.425,6.25,24.425,30.65,21.345,26.8075,0.4025,45.0925,14.8175,13.7075,5.1675,5.1325,25.205,99.1575,0.3725,274.8325,0.0,42.525
10/20/2023 6:00,43.425,96.225,6.675,27.8,34.475,21.65,27.4775,0.4825,36.1775,14.19,13.955,4.8475,5.7,26.185,99.235,0.3575,288.1225,0.0,135.025
10/20/2023 7:00,44.325,106.775,7.025,26.625,33.675,21.5975,27.84,0.4925,47.43,6.6725,8.1975,1.1575,2.2125,28.9425,93.5375,0.5975,325.3825,0.0,229.7
10/20/2023 8:00,49.975,114.5,6.55,20.225,26.775,21.16,28.28,0.36,65.175,6.415,8.13,1.1325,1.8925,30.615,75.09,0.66,246.9025,0.0,311.05
10/20/2023 9:00,43.875,96.475,6.05,16.875,22.95,20.9,28.4525,0.3375,79.9325,4.045,4.5925,1.0625,1.685,31.3175,67.3125,0.9875,216.89,0.0,302.475
10/20/2023 10:00,34.225,83.05,5.85,17.225,23.075,20.9175,29.0475,0.32,83.76,3.905,4.6175,0.9925,1.8175,32.4,58.655,0.8525,245.865,0.0,390.675
10/20/2023 11:00,39.3,89.275,5.65,16.475,22.1,20.825,29.115,0.315,88.3975,3.5225,5.2125,0.9525,1.615,33.0275,55.0475,0.8025,302.1125,0.0,568.575
10/20/2023 12:00,34.6,97.15,5.625,16.05,21.7,20.8,30.48,0.33,99.8325,4.4025,4.9325,0.985,1.7425,33.22,52.025,1.51,339.17,0.0,640.25
10/20/2023 13:00,39.075,94.975,5.7,17.9,23.625,20.9475,30.505,0.3625,92.0375,3.9625,5.15,1.0375,1.7425,33.43,49.7775,1.455,336.0525,0.0,387.925
10/20/2023 14:00,34.55,93.775,5.85,17.325,23.2,20.935,30.65,0.345,81.4475,3.7325,5.6825,1.0575,1.845,32.2375,49.66,1.335,342.8675,0.0,304.025
10/20/2023 15:00,35.9,96.95,5.75,22.35,28.1,21.2625,30.6525,0.31,65.86,3.885,5.155,1.025,1.9075,31.55,47.3525,1.23,331.96,0.0,271.3
10/20/2023 16:00,32.175,95.325,5.675,30.1,35.725,21.6425,30.55,0.3625,62.3475,4.2575,4.2475,1.025,1.79,30.3825,52.7575,1.1875,328.7475,0.0,63.2
10/20/2023 17:00,35.925,104.475,5.4,34.95,40.375,21.925,30.65,0.4225,70.9025,4.0475,5.2725,0.9925,1.89,29.075,66.5075,1.315,321.725,0.0,33.425
10/20/2023 18:00,37.25,99.325,5.45,43.95,49.425,22.4025,31.0875,0.5625,64.765,4.14,5.0525,0.9675,1.64,28.46,69.975,1.035,314.745,0.0,35.175
10/20/2023 19:00,48.725,109.425,5.65,51.95,57.575,22.8875,32.05,0.6125,55.79,3.8425,4.92,0.885,1.7125,28.065,72.2275,0.9525,322.6225,0.0,36.0
10/20/2023 20:00,49.9,119.925,6.1,57.975,64.05,23.2725,31.9675,0.655,47.4275,4.1225,4.745,1.02,1.805,27.445,73.76,0.935,318.8775,0.0,36.325
10/20/2023 21:00,59.6,121.325,6.3,56.275,62.575,23.235,31.8875,0.685,44.405,3.805,5.26,0.98,1.7675,27.15,75.29,0.8575,329.1725,0.0,36.55
10/20/2023 22:00,60.2,118.425,6.25,60.425,66.675,23.395,31.315,0.855,34.9925,10.9325,11.8825,3.045,3.845,26.8475,76.8625,0.85,318.8775,0.0,36.65
10/20/2023 23:00,60.4,130.9,6.2,56.66666667,62.86666667,23.15333333,31.78333333,0.8,35.31,11.10333333,12.27666667,3.143333333,3.14,26.81,77.92,0.846666667,324.79,0.0,36.76666667
10/21/2023 0:00,61.45,130.55,6.25,45.075,51.3,22.4775,32.1625,0.695,37.415,14.5925,14.1825,4.9425,5.5325,26.5775,83.96,0.57,331.0275,0.0,36.675
10/21/2023 1:00,60.2,124.025,6.275,38.375,44.7,22.1525,31.7,0.675,34.9525,15.3375,14.355,5.5175,5.2675,25.995,87.705,0.435,249.2025,0.0,36.5
10/21/2023 2:00,63.925,125.3,6.7,47.175,53.875,22.685,31.5425,0.7025,22.545,14.9925,14.7375,5.0525,5.4725,25.22,99.345,0.28,287.9175,0.0,36.675
10/21/2023 3:00,56.525,125.1,6.575,45.325,51.9,22.605,31.4625,0.6,21.8325,14.395,14.2375,5.395,5.5325,25.4375,99.14,0.535,258.575,0.0,37.025
10/21/2023 4:00,53.525,125.175,10.925,55.575,66.525,23.4775,30.9225,0.6875,8.835,14.9425,13.6925,5.2975,5.195,25.0,99.465,0.9075,172.305,0.0,36.975
10/21/2023 5:00,58.85,123.925,7.35,45.85,53.2,22.6125,29.97,0.645,21.2975,14.4625,13.085,5.2625,5.5725,25.4875,99.52,0.945,346.3875,0.0,42.825
10/21/2023 6:00,51.85,129.575,7.125,31.325,38.45,21.89,29.7775,0.64,38.21,15.1,11.54,5.3375,5.6925,26.045,99.495,1.0025,343.6725,0.0,133.325
10/21/2023 7:00,44.625,123.95,7.2,28.625,35.825,21.68,30.09,0.4925,53.4475,6.65,7.785,1.145,1.89,27.92,89.32,0.7625,318.19,0.0,227.375
10/21/2023 8:00,51.0,130.225,6.275,17.075,23.375,20.925,30.9625,0.4175,68.01,6.56,7.545,1.1125,1.8225,29.48,67.915,0.765,239.87,0.0,318.825
10/21/2023 9:00,55.275,109.4,5.55,14.55,20.05,20.77,30.605,0.36,71.8425,3.7975,4.8275,0.97,1.7575,30.6625,59.7975,0.63,258.6325,0.0,292.925
10/21/2023 10:00,49.625,109.025,5.55,14.775,20.325,20.7575,28.175,0.3375,79.71,4.005,4.7975,0.95,1.69,31.73,52.0375,0.47,258.63,0.0,380.55
10/21/2023 11:00,37.275,97.025,5.725,14.575,20.275,20.78,31.6125,0.3325,72.48,3.945,4.1925,0.9525,1.565,32.6325,48.5475,1.1875,265.86,0.0,573.4
10/21/2023 12:00,32.225,98.475,5.625,12.95,18.525,20.65,32.18,0.335,72.65,3.52,4.7825,0.9475,1.5575,32.2825,47.99,0.5975,349.5375,0.0,648.55
10/21/2023 13:00,37.5,97.55,5.65,15.05,20.675,20.7425,32.025,0.3825,76.685,3.7525,4.84,0.97,1.8625,32.4125,48.4275,1.2925,341.875,0.0,385.025
10/21/2023 14:00,37.0,86.95,5.7,16.2,21.9,20.81,33.14,0.39,74.365,3.8925,4.7125,1.01,1.8,32.1325,51.935,1.0875,327.185,0.0,294.475
10/21/2023 15:00,32.925,97.65,5.975,19.375,25.35,21.06,33.6475,0.4025,81.5775,4.0325,4.795,0.9325,1.64,31.295,54.97,1.3225,256.3925,0.0,247.475
10/21/2023 16:00,39.15,94.9,6.075,21.975,28.075,21.24,34.08,0.395,77.5525,3.9825,4.13,0.97,1.71,29.6075,60.12,1.36,328.7075,0.0,62.85
10/21/2023 17:00,49.375,90.175,6.55,30.5,37.025,21.7075,34.1925,0.475,73.5275,3.9175,4.8225,0.9825,1.855,28.5375,63.275,1.22,323.1775,0.0,40.8
10/21/2023 18:00,43.275,93.875,6.2,38.275,44.425,22.0825,30.0475,0.575,75.96,3.7175,4.555,0.9975,1.5275,28.0975,66.845,1.2275,256.17,0.0,42.75
10/21/2023 19:00,42.2,92.825,6.2,45.6,51.75,22.6,33.3725,0.63,67.8725,3.6125,4.9,0.9425,1.6675,27.61,72.3925,1.1225,318.1825,0.0,43.45
10/21/2023 20:00,51.075,102.825,6.1,41.625,47.725,22.405,34.13,0.61,53.31,3.5225,4.8,0.955,1.775,27.3125,74.58,1.2275,321.1125,0.0,43.75
10/21/2023 21:00,54.4,109.025,6.275,47.4,53.65,22.6775,34.1325,0.755,48.1025,4.0075,4.8775,1.0225,1.7875,27.1075,76.0775,1.0225,327.705,0.0,43.625
10/21/2023 22:00,49.65,114.2,6.0,34.2,40.175,21.8275,34.2875,0.625,36.55,10.4375,11.45,3.07,3.695,27.1675,74.0675,1.425,348.3425,0.0,44.225
10/21/2023 23:00,43.0,110.1,5.966666667,33.03333333,39.0,21.82333333,34.12666667,0.653333333,34.32333333,11.20666667,11.40666667,3.466666667,3.956666667,26.84666667,77.92,1.173333333,348.0833333,0.0,43.73333333
10/22/2023 0:00,49.425,119.425,5.925,33.9,39.85,21.91,33.74,0.6475,26.095,14.57,13.3425,5.225,5.2175,26.6725,82.2175,1.0375,339.8275,0.0,43.675
10/22/2023 1:00,50.85,112.3,5.875,29.875,35.75,21.6825,34.06,0.6225,26.75,16.2075,14.81,5.0475,5.2875,26.3925,88.3725,1.1325,345.8675,0.0,43.7
10/22/2023 2:00,48.95,108.625,5.975,30.45,36.45,21.6825,34.4325,0.64,19.2925,13.475,13.96,5.0025,5.01,26.2925,92.19,1.1425,343.03,0.0,44.5
10/22/2023 3:00,51.25,114.6,6.175,32.3,38.45,21.8675,34.14,0.57,18.9,14.27,14.745,5.0075,5.5175,26.1625,96.7825,0.8675,340.15,0.0,43.75
10/22/2023 4:00,48.625,114.65,6.275,31.975,38.25,21.7975,33.485,0.5075,18.0425,15.6,14.0775,5.22,5.14,25.9525,98.87,0.7425,305.31,0.0,44.125
10/22/2023 5:00,44.825,116.95,6.175,28.575,34.775,21.6775,34.0,0.51,19.6425,14.8425,14.485,5.3125,5.935,25.7375,99.0275,0.5175,315.6325,0.0,46.825
10/22/2023 6:00,37.25,110.525,6.425,25.075,31.475,21.4125,34.32,0.5075,40.8325,14.9725,14.0725,5.115,5.6575,25.945,98.95,0.8475,327.2525,0.0,96.1
