Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2)
1/1/2021 0:00,152.6,402.9,20.1,73.05,93.15,39.78,12.53,1.25,17.5,16.13,16.09,4.38,18.76,17.42,58.2,0.24,174.0,0.0,21.88
1/1/2021 1:00,151.15,328.4,16.27,52.22,68.5,37.27,10.36,0.93,27.89,10.23,12.51,4.14,16.55,17.1,57.15,0.33,186.64,0.0,22.18
1/1/2021 2:00,140.72,199.8,17.45,38.3,55.78,37.41,10.88,0.6,44.81,6.99,9.79,3.19,12.14,16.96,58.13,0.43,180.65,0.0,21.6
1/1/2021 3:00,124.57,178.05,16.1,35.47,51.58,37.64,9.85,0.53,45.98,5.78,7.67,1.98,8.48,16.39,63.17,0.29,353.84,0.0,21.65
1/1/2021 4:00,104.65,181.55,15.45,32.8,48.28,35.49,8.43,0.49,51.55,5.45,6.6,1.61,7.15,16.01,64.16,0.34,179.03,0.0,22.25
1/1/2021 5:00,109.57,182.75,15.1,39.33,54.45,35.17,20.26,0.53,49.06,5.31,5.54,1.37,6.17,15.88,62.42,0.67,177.35,0.0,22.12
1/1/2021 6:00,120.0,207.48,19.33,39.08,58.38,38.01,18.77,0.68,56.61,5.51,5.2,1.3,5.78,15.69,63.26,0.64,342.2,0.0,25.42
1/1/2021 7:00,126.0,233.73,20.2,44.45,64.65,39.31,24.8,0.89,55.15,6.32,5.44,1.23,5.52,16.48,60.55,0.72,178.33,0.0,41.82
1/1/2021 8:00,131.05,271.68,20.35,39.88,60.2,37.55,20.48,0.79,69.44,6.27,6.81,1.43,5.52,18.09,54.3,0.77,94.54,0.0,88.4
1/1/2021 9:00,131.43,245.18,19.82,35.85,55.65,36.54,13.5,0.77,82.26,6.27,6.28,1.14,5.01,19.96,47.68,0.9,267.79,0.0,79.95
1/1/2021 10:00,130.72,233.23,19.1,31.65,50.8,36.97,10.8,0.67,95.59,7.44,6.41,1.22,5.35,21.6,43.68,0.81,182.71,0.0,63.32
1/1/2021 11:00,127.85,252.82,18.88,30.45,49.35,38.06,12.98,0.64,100.21,6.49,6.46,1.69,5.74,22.81,42.34,0.6,184.57,0.0,89.43
1/1/2021 12:00,112.78,227.82,18.65,25.5,44.18,35.99,12.6,0.54,106.02,10.01,9.8,2.12,6.88,23.42,41.57,0.66,178.53,0.0,186.12
1/1/2021 13:00,101.18,171.65,18.55,24.4,42.92,34.82,13.54,0.57,109.76,8.27,8.56,3.23,9.0,23.88,38.83,0.91,262.73,0.0,163.1
1/1/2021 14:00,95.1,170.35,19.18,25.58,44.72,36.55,9.39,0.56,108.44,11.78,7.94,6.37,23.56,23.98,37.89,0.77,355.52,0.0,110.28
1/1/2021 15:00,90.08,168.58,19.42,29.12,48.58,38.18,10.2,0.57,103.26,14.43,10.99,11.06,56.16,23.33,39.69,0.8,344.99,0.0,51.82
1/1/2021 16:00,82.3,162.43,19.4,41.1,60.48,37.56,14.02,0.72,85.41,13.5,11.08,5.05,24.5,22.22,43.83,0.52,338.22,0.0,30.07
1/1/2021 17:00,83.12,177.72,19.73,66.12,85.82,39.05,17.15,1.08,47.68,16.21,14.25,5.15,21.44,20.68,50.12,0.2,308.62,0.0,22.25
1/1/2021 18:00,97.22,216.28,28.68,92.25,121.0,41.21,12.61,1.65,15.94,27.82,25.38,7.57,28.52,18.42,62.9,0.14,190.2,0.0,21.8
1/1/2021 19:00,112.45,249.9,66.28,102.82,169.08,44.91,10.66,2.2,12.74,34.03,33.52,7.56,34.11,17.55,69.99,0.18,184.94,0.0,22.42
1/1/2021 20:00,131.65,274.62,140.78,113.1,253.85,47.18,6.71,3.22,14.23,63.36,52.32,8.52,41.84,16.96,74.84,0.16,186.31,0.0,22.38
1/1/2021 21:00,151.52,306.1,156.6,107.28,263.9,48.82,5.84,3.44,12.91,86.82,67.41,9.41,51.21,16.44,79.16,0.16,193.04,0.0,22.4
1/1/2021 22:00,169.08,329.28,160.15,102.25,262.42,47.67,4.14,3.62,12.55,73.74,62.58,9.22,51.04,15.79,84.78,0.14,193.2,0.0,21.92
1/1/2021 23:00,193.3,357.9,226.7,103.7,330.4,52.78,3.76,3.98,12.45,43.78,50.78,9.99,52.06,15.37,89.59,0.14,187.96,0.0,21.6
1/2/2021 0:00,219.58,377.88,153.62,90.82,244.48,48.55,4.74,2.19,11.24,28.3,40.62,12.68,53.28,15.46,86.66,0.16,222.46,0.0,20.02
1/2/2021 1:00,209.82,350.28,50.02,77.9,127.95,43.19,2.96,1.09,10.7,18.02,27.59,9.28,37.02,15.32,83.76,0.11,230.6,0.0,20.15
1/2/2021 2:00,178.45,305.3,23.82,73.32,97.2,40.35,5.34,0.99,10.74,15.62,23.82,5.68,24.79,15.22,83.89,0.06,256.55,0.0,20.2
1/2/2021 3:00,148.18,270.75,6.68,55.97,62.65,38.75,4.68,0.58,15.39,14.99,17.11,4.42,18.48,15.74,78.18,0.19,333.07,0.0,20.42
1/2/2021 4:00,133.8,227.2,4.0,22.18,26.18,34.82,6.41,0.39,31.64,11.84,12.04,2.98,11.9,15.78,75.12,0.26,177.7,0.0,19.95
1/2/2021 5:00,114.55,202.15,4.0,36.17,40.17,34.72,12.54,0.57,17.34,8.09,8.97,2.25,9.22,15.31,78.49,0.59,333.37,0.0,19.83
1/2/2021 6:00,116.05,208.12,23.4,59.82,83.28,40.16,10.88,0.79,13.74,7.99,9.18,2.14,9.51,14.58,78.56,0.57,334.72,0.0,23.15
1/2/2021 7:00,123.68,217.22,18.4,62.38,80.78,40.56,19.44,0.88,29.66,9.1,7.95,1.64,8.48,15.95,64.7,0.48,351.18,0.0,39.42
1/2/2021 8:00,135.1,229.45,13.65,59.8,73.45,38.62,27.05,0.83,43.35,8.06,8.06,1.5,7.84,18.67,52.38,0.44,347.7,0.0,88.72
1/2/2021 9:00,136.27,236.02,11.48,61.62,73.08,37.51,33.56,0.8,57.91,9.07,9.2,1.82,8.26,20.43,45.64,0.59,176.2,0.0,78.12
1/2/2021 10:00,132.78,250.45,17.68,53.92,71.62,38.82,27.85,0.72,78.37,9.72,10.85,1.9,8.24,22.14,41.64,0.57,259.3,0.0,58.22
1/2/2021 11:00,138.25,258.7,14.48,40.9,55.38,39.24,23.03,0.74,105.64,8.92,10.52,1.64,6.98,23.13,38.76,0.6,351.34,0.0,84.35
1/2/2021 12:00,124.52,239.72,12.7,35.35,48.05,36.94,19.33,0.92,120.32,38.48,11.25,3.53,8.88,24.1,35.33,0.51,259.24,0.0,188.45
1/2/2021 13:00,111.93,218.45,11.77,31.88,43.68,36.07,16.72,0.85,128.28,15.9,12.0,5.98,15.36,24.47,30.72,0.66,344.65,0.0,162.0
1/2/2021 14:00,110.78,209.23,18.85,33.6,52.47,38.86,15.12,0.86,129.42,11.94,9.33,6.22,16.5,24.62,30.38,0.53,346.15,0.0,110.75
1/2/2021 15:00,121.52,217.32,19.05,42.42,61.5,41.59,17.44,0.97,114.49,19.36,9.9,5.18,14.75,24.16,33.71,0.34,356.83,0.0,52.35
1/2/2021 16:00,144.8,251.12,19.08,54.75,73.85,40.32,15.53,1.25,75.39,59.75,20.44,7.8,20.44,22.21,39.47,0.17,315.2,0.0,29.6
1/2/2021 17:00,159.28,284.08,21.85,91.22,113.08,42.61,10.83,1.8,26.82,35.52,19.36,7.43,21.06,19.13,52.94,0.12,201.57,0.0,22.3
1/2/2021 18:00,391.88,659.6,37.8,114.05,151.93,46.18,9.41,2.39,17.24,42.7,20.2,6.13,22.17,17.78,58.84,0.14,191.18,0.0,23.05
1/2/2021 19:00,401.33,698.92,107.45,123.68,231.12,50.98,9.2,3.26,13.66,59.9,28.8,8.06,31.2,16.98,64.94,0.14,196.29,0.0,22.05
1/2/2021 20:00,428.05,724.28,141.3,122.82,264.15,51.36,7.63,3.33,14.33,60.75,35.73,8.64,37.44,16.42,65.82,0.16,185.33,0.0,21.08
1/2/2021 21:00,336.05,562.52,187.45,116.6,304.05,53.55,7.05,3.63,13.86,33.13,30.73,8.15,38.84,15.84,69.12,0.16,184.39,0.0,21.12
1/2/2021 22:00,371.5,619.95,285.8,123.18,408.98,62.27,8.07,5.79,15.76,40.44,38.94,10.17,50.35,15.64,74.0,0.16,181.13,0.0,21.3
1/2/2021 23:00,440.52,729.38,337.9,121.45,459.33,67.26,8.74,6.19,14.4,66.62,59.33,14.01,71.18,15.26,78.56,0.18,184.57,0.0,21.18
1/3/2021 0:00,432.95,696.08,347.22,114.1,461.35,66.28,5.42,5.4,14.23,81.45,74.23,16.06,77.16,14.99,80.63,0.17,181.06,0.0,21.1
1/3/2021 1:00,382.2,669.18,323.7,101.7,425.35,65.97,3.73,4.58,13.08,79.77,79.54,15.96,77.34,14.78,82.47,0.16,181.77,0.0,21.15
1/3/2021 2:00,354.65,586.2,280.08,87.58,367.62,63.86,2.91,3.67,11.24,67.06,71.92,13.68,67.7,14.36,87.2,0.16,190.49,0.0,21.58
1/3/2021 3:00,308.3,460.4,262.25,79.5,341.7,61.76,0.98,3.5,10.68,61.78,67.97,12.8,62.46,14.11,90.33,0.14,184.7,0.0,21.35
1/3/2021 4:00,255.78,405.15,225.5,76.92,302.45,57.84,2.6,2.63,10.58,53.74,61.84,12.18,57.71,14.64,88.76,0.1,208.08,0.0,21.42
1/3/2021 5:00,232.15,380.0,220.8,71.08,291.88,57.08,3.61,2.24,10.64,32.02,46.0,11.03,45.12,14.38,92.06,0.17,229.1,0.0,21.1
1/3/2021 6:00,244.32,371.95,220.68,66.4,287.08,57.94,2.32,1.98,10.33,28.18,39.04,12.03,42.9,13.9,94.96,0.16,193.14,0.0,24.15
1/3/2021 7:00,248.08,382.32,176.48,75.8,252.32,56.09,7.3,1.62,11.58,23.2,31.26,10.16,35.38,16.42,82.21,0.11,161.23,0.0,39.45
1/3/2021 8:00,227.77,355.82,92.65,69.8,162.48,51.45,9.7,0.75,16.57,17.43,20.12,6.26,23.22,19.79,62.12,0.1,149.52,0.0,84.2
1/3/2021 9:00,168.8,302.25,69.72,57.18,126.93,48.83,6.77,0.46,43.57,10.58,12.59,3.58,14.02,21.85,53.44,0.13,119.88,0.0,77.78
1/3/2021 10:00,129.5,256.3,11.18,49.32,60.52,42.03,10.39,0.31,74.31,8.52,9.58,2.61,11.27,23.38,47.77,0.23,240.64,0.0,61.8
1/3/2021 11:00,104.5,222.2,4.0,31.38,35.38,40.72,11.47,0.15,97.57,7.26,7.86,2.22,9.64,24.4,43.02,0.41,188.02,0.0,84.65
1/3/2021 12:00,95.42,187.75,4.0,14.38,18.38,37.5,12.84,0.56,121.04,8.41,6.77,2.38,9.94,24.96,39.3,0.55,168.03,0.0,188.8
1/3/2021 13:00,96.22,187.58,4.0,5.88,9.88,37.02,16.4,0.54,126.78,7.75,6.25,2.51,8.29,25.76,36.1,0.46,255.9,0.0,156.82
1/3/2021 14:00,89.45,215.2,20.42,31.08,51.5,44.27,14.48,0.55,129.32,8.24,9.11,5.02,13.9,25.49,38.04,0.49,93.42,0.0,104.65
1/3/2021 15:00,98.28,209.02,18.92,28.5,47.42,45.52,14.81,0.51,119.1,8.44,8.25,2.67,9.31,24.98,38.77,0.43,352.34,0.0,50.9
1/3/2021 16:00,103.25,207.8,18.12,39.67,57.85,43.75,12.98,0.68,84.97,9.72,13.16,3.06,11.88,23.26,43.41,0.26,239.82,0.0,29.45
1/3/2021 17:00,98.55,205.4,18.65,55.5,74.12,44.85,10.52,0.84,40.8,19.38,35.11,15.99,62.3,20.43,54.77,0.09,188.82,0.0,21.78
1/3/2021 18:00,112.78,226.92,33.58,91.7,125.32,48.26,11.6,1.64,13.91,18.35,17.4,6.71,29.65,19.06,60.07,0.11,202.02,0.0,22.3
1/3/2021 19:00,139.15,267.73,58.02,102.02,160.05,50.2,10.21,2.31,14.54,19.27,17.09,5.64,27.22,18.05,66.57,0.12,191.78,0.0,22.02
1/3/2021 20:00,171.12,308.05,151.1,112.12,263.2,52.15,6.92,3.75,15.06,19.36,20.86,5.94,31.91,17.47,71.84,0.12,174.08,0.0,21.6
1/3/2021 21:00,204.3,359.12,225.95,124.22,350.1,58.45,6.74,5.33,23.07,26.13,32.19,8.45,50.19,17.52,72.3,0.08,225.21,0.0,21.83
1/3/2021 22:00,256.8,420.85,126.25,98.08,224.4,50.67,5.19,4.23,16.51,33.66,38.83,9.46,56.16,17.06,76.1,0.1,162.93,0.0,21.52
1/3/2021 23:00,258.75,427.15,88.25,90.55,178.8,49.85,3.08,3.47,12.5,28.12,35.94,8.5,49.34,16.6,79.21,0.12,164.2,0.0,21.45
1/4/2021 0:00,234.23,394.62,99.72,87.4,187.12,47.58,2.86,2.84,11.67,26.47,34.42,8.18,45.51,16.3,82.27,0.12,185.04,0.0,21.55
1/4/2021 1:00,214.85,348.5,62.55,81.25,143.78,46.63,1.71,1.94,11.28,21.71,29.5,7.2,40.86,16.18,82.63,0.13,169.74,0.0,21.15
1/4/2021 2:00,191.85,309.08,29.75,68.72,98.52,44.42,3.42,1.45,10.58,16.62,21.86,5.65,30.61,16.01,84.26,0.15,176.41,0.0,21.5
1/4/2021 3:00,168.82,252.88,11.65,59.6,71.28,40.9,1.72,1.05,9.76,14.61,18.57,4.84,24.74,15.65,86.97,0.1,191.05,0.0,21.1
1/4/2021 4:00,147.0,236.08,4.88,46.05,50.92,38.09,3.36,0.69,10.73,11.76,14.32,4.21,20.5,15.62,87.56,0.16,183.76,0.0,20.95
1/4/2021 5:00,140.28,212.68,4.0,37.25,41.25,38.2,2.74,0.6,12.88,10.52,11.59,3.5,16.2,15.56,87.22,0.04,277.58,0.0,22.18
1/4/2021 6:00,140.82,197.8,23.83,48.32,72.18,40.96,5.34,0.84,13.37,8.99,9.93,2.69,12.52,15.66,86.76,0.06,145.54,0.0,25.9
1/4/2021 7:00,132.25,197.1,27.38,58.42,85.75,40.41,8.15,1.02,14.48,8.83,9.21,2.46,11.12,18.0,76.66,0.14,215.96,0.0,40.12
1/4/2021 8:00,145.77,236.6,32.55,72.9,105.5,41.36,12.8,1.18,17.99,11.62,10.4,3.0,12.51,21.21,64.0,0.18,105.2,0.0,84.7
1/4/2021 9:00,148.65,267.97,19.0,50.45,69.47,40.5,11.26,0.77,55.92,10.74,10.14,3.1,12.2,23.23,52.51,0.25,38.7,0.0,78.03
1/4/2021 10:00,138.82,246.22,21.9,41.62,63.55,40.58,10.43,0.66,78.4,8.41,8.6,1.88,8.32,24.6,47.34,0.64,8.85,0.0,57.8
1/4/2021 11:00,121.8,221.05,18.85,33.85,52.7,38.66,17.09,0.58,99.09,12.32,11.54,2.03,8.21,25.61,42.68,0.73,6.93,0.0,80.35
1/4/2021 12:00,107.72,206.98,16.4,28.6,45.0,36.72,20.01,0.6,116.2,16.99,10.75,4.36,11.59,26.62,35.42,0.7,7.96,0.0,199.02
1/4/2021 13:00,97.38,196.38,15.45,27.33,42.75,38.26,21.51,0.56,113.99,10.58,8.07,2.77,9.22,27.33,35.38,0.4,262.92,0.0,168.6
1/4/2021 14:00,88.7,180.25,24.5,25.68,50.2,40.82,16.23,0.56,120.85,18.66,9.13,9.96,19.96,27.02,36.72,0.56,90.46,0.0,114.0
1/4/2021 15:00,81.65,172.1,24.75,26.95,51.68,41.35,15.05,0.55,112.61,55.26,23.32,16.42,29.44,26.48,38.0,0.54,98.03,0.0,51.75
1/4/2021 16:00,81.5,167.78,24.58,44.5,69.12,40.84,12.58,0.88,66.56,69.81,24.88,12.81,26.62,24.9,43.24,0.24,257.86,0.0,30.92
1/4/2021 17:00,85.72,175.2,26.5,83.5,109.95,44.17,11.06,1.13,22.85,52.69,28.1,11.09,39.66,22.16,52.76,0.15,229.91,0.0,24.15
1/4/2021 18:00,89.72,196.6,100.3,110.8,211.15,48.38,12.47,2.45,14.37,27.6,22.24,9.32,38.43,20.26,62.8,0.11,204.1,0.0,23.65
1/4/2021 19:00,115.62,244.12,139.52,117.5,257.02,52.33,14.31,3.56,15.82,44.75,39.98,13.91,46.94,19.54,66.55,0.12,212.42,0.0,22.7
1/4/2021 20:00,152.38,303.1,236.98,124.35,361.32,55.72,11.07,4.34,13.7,48.1,51.03,17.34,58.36,18.76,72.66,0.11,192.53,0.0,22.8
1/4/2021 21:00,174.68,334.72,321.95,125.68,447.6,62.24,10.64,5.75,15.58,58.25,62.33,16.25,71.31,18.54,75.32,0.1,202.77,0.0,22.88
1/4/2021 22:00,186.02,369.35,206.7,104.78,311.5,50.87,7.92,4.89,12.28,116.29,90.78,17.9,86.31,18.3,77.41,0.13,163.12,0.0,22.85
1/4/2021 23:00,191.35,357.02,81.32,89.2,166.85,48.66,5.85,2.84,11.11,98.11,80.73,14.25,68.65,18.27,77.0,0.08,84.39,0.0,23.0
1/5/2021 0:00,170.28,297.73,10.68,66.25,76.92,40.8,9.12,1.01,10.71,37.54,40.13,7.68,36.51,18.58,75.3,0.06,231.64,0.0,22.8
1/5/2021 1:00,140.28,252.58,4.0,51.52,55.52,39.28,6.44,0.93,10.3,20.92,25.07,5.43,24.2,17.63,82.12,0.14,173.11,0.0,22.32
1/5/2021 2:00,135.48,232.15,20.18,53.18,73.35,40.96,7.94,0.76,11.42,24.75,24.48,4.99,22.08,17.67,81.59,0.06,185.86,0.0,22.75
1/5/2021 3:00,123.8,203.8,5.98,40.75,46.75,37.97,6.98,0.4,13.45,15.72,17.43,4.14,17.7,17.45,79.92,0.09,247.19,0.0,21.15
1/5/2021 4:00,109.45,171.7,4.03,32.62,36.62,35.79,7.64,0.28,14.91,14.21,13.97,3.11,13.4,17.04,81.42,0.14,182.74,0.0,21.0
1/5/2021 5:00,97.65,150.55,4.0,33.22,37.22,36.36,6.7,0.28,12.51,9.68,12.55,2.56,11.15,16.58,85.04,0.14,173.21,0.0,21.05
1/5/2021 6:00,94.22,153.9,25.72,48.78,74.48,39.38,7.07,0.8,16.87,10.71,14.41,2.76,11.98,17.4,80.9,0.23,343.47,0.0,24.83
1/5/2021 7:00,94.35,155.68,16.85,38.12,54.98,38.22,10.04,0.74,32.61,9.5,9.04,2.06,9.15,18.98,73.04,0.35,177.27,0.0,39.4
1/5/2021 8:00,90.93,157.02,14.65,36.17,50.8,37.22,12.48,0.74,44.34,11.24,8.64,1.72,7.61,21.84,61.4,0.41,13.29,0.0,95.68
1/5/2021 9:00,85.6,154.88,11.65,33.2,44.88,36.87,11.47,0.6,60.44,10.26,9.69,1.7,7.67,24.12,51.88,0.38,95.5,0.0,79.4
1/5/2021 10:00,76.88,156.68,22.88,36.33,59.2,38.73,12.74,0.59,76.31,8.58,8.75,1.75,7.59,25.55,45.98,0.58,180.86,0.0,54.12
1/5/2021 11:00,73.75,159.2,19.72,29.05,48.78,37.02,19.46,0.52,99.51,8.06,9.41,1.9,7.45,26.76,41.04,0.61,176.18,0.0,74.8
1/5/2021 12:00,75.47,158.07,17.7,28.02,45.7,36.01,18.54,0.62,106.64,8.52,9.55,2.21,7.46,28.07,37.32,0.48,340.52,0.0,196.85
1/5/2021 13:00,69.78,161.0,16.98,22.62,39.58,37.27,15.1,0.66,107.48,13.84,15.84,2.91,9.66,28.46,35.98,0.73,345.98,0.0,178.18
1/5/2021 14:00,69.8,156.98,24.17,21.55,45.72,39.43,14.33,0.63,107.7,11.92,10.66,2.71,9.35,28.29,35.47,0.68,92.01,0.0,122.7
1/5/2021 15:00,66.85,149.55,24.17,26.1,50.28,40.02,14.46,0.66,94.13,18.48,10.44,2.72,9.29,27.95,37.74,0.4,352.74,0.0,49.95
1/5/2021 16:00,66.78,151.48,24.22,40.4,64.62,41.8,14.68,0.82,70.54,35.1,17.07,14.86,45.0,26.2,43.26,0.26,135.31,0.0,28.92
1/5/2021 17:00,69.2,158.95,26.58,66.4,93.02,43.45,10.66,1.1,27.23,32.61,23.57,27.75,66.75,22.59,58.45,0.12,177.44,0.0,22.08
1/5/2021 18:00,75.4,182.95,82.12,102.08,184.23,46.08,9.24,2.18,12.4,78.46,47.04,25.66,67.97,21.15,65.96,0.12,167.03,0.0,21.12
1/5/2021 19:00,90.15,217.42,128.85,107.48,236.32,50.6,9.43,3.43,12.72,67.32,63.76,16.85,58.62,20.61,68.64,0.13,163.64,0.0,21.08
1/5/2021 20:00,123.52,267.62,192.35,106.25,298.6,52.03,7.12,3.73,12.11,59.6,62.5,13.54,57.76,19.6,77.02,0.15,188.5,0.0,21.02
1/5/2021 21:00,137.1,281.08,198.05,97.48,295.48,53.63,7.4,3.56,12.27,51.02,62.53,13.55,63.27,19.12,80.76,0.12,214.63,0.0,21.38
1/5/2021 22:00,142.57,291.9,164.98,88.3,253.3,48.76,5.8,3.7,11.78,50.19,57.95,15.24,69.43,18.64,84.42,0.14,185.15,0.0,22.52
1/5/2021 23:00,150.02,297.95,132.25,81.45,213.7,47.3,3.77,3.08,11.35,43.54,48.64,13.48,64.75,18.45,85.52,0.17,181.6,0.0,22.52
1/6/2021 0:00,149.57,286.52,160.72,78.22,238.9,47.18,5.57,3.55,11.32,37.81,42.68,11.09,56.12,17.95,89.59,0.12,188.52,0.0,22.4
1/6/2021 1:00,152.02,287.32,203.08,73.38,276.45,50.06,5.78,4.25,11.59,69.61,60.3,14.94,73.28,17.98,90.31,0.15,178.23,0.0,21.02
1/6/2021 2:00,167.5,301.88,155.12,65.88,221.08,46.04,2.36,3.92,11.21,104.82,78.77,19.98,90.72,17.64,92.32,0.13,185.19,0.0,21.0
1/6/2021 3:00,184.85,315.7,150.62,64.03,214.65,46.0,2.01,3.6,11.16,101.57,78.22,19.43,87.08,17.82,90.93,0.13,130.78,0.0,21.15
1/6/2021 4:00,179.52,313.68,105.12,62.47,167.62,43.8,5.01,2.45,10.59,71.52,70.44,16.67,73.09,17.44,91.69,0.12,190.32,0.0,20.8
1/6/2021 5:00,167.35,289.1,59.58,58.02,117.58,42.08,3.95,1.82,10.5,44.44,51.96,12.11,53.22,17.24,92.12,0.12,143.95,0.0,20.88
1/6/2021 6:00,155.62,275.65,40.4,62.72,103.15,41.45,2.82,1.27,10.33,29.07,38.62,8.62,38.28,17.17,91.46,0.12,202.33,0.0,23.88
1/6/2021 7:00,147.3,257.38,22.8,65.03,87.88,40.46,4.12,1.22,10.9,22.05,32.58,6.4,28.8,19.7,81.14,0.09,133.04,0.0,38.22
1/6/2021 8:00,142.78,233.3,4.75,52.45,57.2,38.98,13.95,0.87,25.66,19.72,26.61,5.58,24.98,23.56,59.78,0.11,132.78,0.0,87.02
1/6/2021 9:00,133.48,219.48,4.0,22.68,26.68,37.76,10.22,0.46,69.79,13.94,16.18,3.42,16.4,25.24,51.9,0.39,101.92,0.0,77.75
1/6/2021 10:00,117.18,210.58,11.2,45.82,57.05,40.56,14.28,0.36,93.42,9.8,12.01,2.11,10.47,26.64,46.89,0.26,98.7,0.0,55.88
1/6/2021 11:00,102.8,201.38,4.4,34.47,38.88,37.8,14.44,0.33,113.57,10.93,14.69,2.02,8.88,28.06,42.0,0.4,132.85,0.0,74.47
1/6/2021 12:00,153.92946969696968,276.70969696969695,4.0,9.65,13.65,37.56,17.43,0.78,129.22,11.21,12.73,2.19,9.14,29.02,37.48,0.42,352.56,0.0,192.28
1/6/2021 13:00,76.9,207.9,4.0,10.73,14.73,44.92,27.48,0.89,146.43,15.18,15.6,5.98,19.28,29.42,36.55,0.31,132.96,0.0,161.8
1/6/2021 14:00,79.75,206.85,25.1,26.05,51.2,50.78,17.04,0.84,142.74,12.66,16.85,5.48,22.97,29.21,37.02,0.36,95.42,0.0,103.7
1/6/2021 15:00,84.0,198.9,25.3,26.55,51.85,50.63,15.14,0.72,104.28,39.67,26.64,7.5,28.64,28.82,36.96,0.24,7.82,0.0,49.6
1/6/2021 16:00,80.18,186.75,25.48,45.15,70.6,52.06,11.83,0.93,63.07,29.11,24.24,8.41,30.11,26.52,46.56,0.11,175.62,0.0,29.83
1/6/2021 17:00,87.0,191.1,53.22,93.72,146.98,50.81,6.47,1.61,16.22,36.67,28.18,12.96,36.82,23.22,62.45,0.12,186.35,0.0,22.58
1/6/2021 18:00,100.28,209.2,174.58,124.75,299.4,52.59,6.38,2.64,10.98,32.77,32.72,8.83,38.06,21.88,69.41,0.12,178.92,0.0,21.38
1/6/2021 19:00,119.52,251.65,193.5,128.22,321.7,57.69,5.26,3.46,16.03,35.89,39.73,12.6,51.43,21.16,74.47,0.09,215.56,0.0,21.55
1/6/2021 20:00,151.02,294.23,208.12,121.1,329.22,58.22,6.52,3.13,10.35,37.24,43.64,12.64,57.82,20.56,78.95,0.11,194.12,0.0,21.58
1/6/2021 21:00,148.88,285.15,159.05,108.6,267.62,55.62,5.71,2.88,9.91,28.41,37.86,10.58,52.83,20.01,81.59,0.11,203.38,0.0,21.6
1/6/2021 22:00,145.38,277.58,128.78,100.28,229.1,50.0,4.82,3.25,9.98,26.48,34.71,9.58,49.22,19.89,83.92,0.15,214.31,0.0,21.62
1/6/2021 23:00,148.5,272.55,52.9,95.5,148.45,47.92,2.13,2.27,9.77,25.33,36.08,8.95,48.63,19.69,84.48,0.08,223.88,0.0,21.58
1/7/2021 0:00,147.25,259.75,9.73,67.32,77.08,43.77,4.51,1.19,15.28,15.86,23.61,5.38,29.26,19.73,82.98,0.09,162.34,0.0,21.82
1/7/2021 1:00,142.7,254.18,4.47,51.38,55.85,41.87,8.24,1.03,22.22,13.0,18.71,4.09,20.42,20.26,80.0,0.08,145.51,0.0,22.33
1/7/2021 2:00,130.9,255.45,11.45,41.32,52.75,42.56,11.22,0.89,34.24,10.97,15.04,3.99,17.34,20.52,76.9,0.1,226.96,0.0,22.0
1/7/2021 3:00,129.95,242.0,9.4,56.22,65.65,41.94,14.15,0.9,23.64,9.7,11.8,3.66,14.76,20.86,73.7,0.24,316.74,0.0,21.88
1/7/2021 4:00,134.02,241.68,9.28,64.25,73.53,40.66,30.75,0.93,17.21,9.48,9.74,4.48,14.82,20.57,75.2,0.24,292.17,0.0,21.48
1/7/2021 5:00,139.82,245.5,9.98,65.62,75.57,40.85,15.75,0.89,12.2,10.05,10.58,5.01,16.04,19.48,82.01,0.11,204.57,0.0,21.0
1/7/2021 6:00,142.57,245.82,23.85,61.7,85.58,41.86,12.38,1.05,11.59,9.84,10.92,4.53,15.13,18.82,85.92,0.15,178.35,0.0,23.92
1/7/2021 7:00,145.55,243.12,30.85,60.8,91.6,42.16,18.59,1.19,10.66,9.66,10.81,3.81,13.74,21.12,78.28,0.09,188.2,0.0,38.17
1/7/2021 8:00,149.1,241.18,23.9,62.53,86.42,41.86,30.46,1.22,26.97,10.71,11.81,3.81,15.42,25.36,57.63,0.07,121.23,0.0,69.25
1/7/2021 9:00,144.85,238.62,16.8,56.95,73.7,41.76,28.15,1.04,64.08,8.81,9.2,2.89,12.43,26.62,47.86,0.25,289.98,0.0,77.38
1/7/2021 10:00,136.25,225.2,18.4,34.7,53.15,41.7,18.62,0.88,96.18,7.58,7.58,1.93,8.68,27.46,44.33,0.33,225.0,0.0,72.97
1/7/2021 11:00,126.12,203.82,15.97,36.65,52.6,42.32,21.52,0.82,108.2,33.47,27.96,4.38,14.34,28.66,39.6,0.48,261.89,0.0,79.95
1/7/2021 12:00,115.48,197.45,14.12,34.5,48.65,42.39,31.4,0.79,120.59,9.62,9.79,2.88,11.21,29.76,37.4,0.3,302.62,0.0,158.12
1/7/2021 13:00,103.48,191.98,13.25,37.55,50.72,42.13,37.87,0.82,123.7,8.99,7.48,2.0,7.44,29.87,37.75,0.35,228.76,0.0,134.05
