Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),RH (%),WS (m/s),WD (deg),SR (W/mt2)
1/1/2021 0:00,182.67,573.41,308.85,92.4,296.22,89.74,13.7,4.29,16.5,8.52,87.99,22.47,39.15,79.05,0.24,197.45,46.58
1/1/2021 1:00,172.26,596.9,355.11,91.1,332.55,90.13,17.25,4.62,15.79,8.47,104.68,22.09,38.76,81.61,0.31,145.17,47.6
1/1/2021 2:00,168.35,571.58,458.04,96.05,417.52,90.2,23.02,5.0,18.45,8.9,101.63,24.68,40.86,83.26,0.27,160.06,47.78
1/1/2021 3:00,178.9,606.03,383.82,92.56,356.28,90.68,10.48,3.81,19.8,7.99,85.37,21.96,36.05,84.88,0.28,164.68,48.2
1/1/2021 4:00,175.545,586.98,376.45500000000004,93.0275,350.6425,90.1875,16.1125,4.43,17.634999999999998,8.47,94.9175,22.8,38.705,82.2,0.275,166.84,47.54
1/1/2021 5:00,175.545,586.98,376.45500000000004,93.0275,350.6425,90.1875,16.1125,4.43,17.634999999999998,8.47,94.9175,22.8,38.705,82.2,0.275,166.84,47.54
1/1/2021 6:00,175.545,586.98,376.45500000000004,93.0275,350.6425,90.1875,16.1125,4.43,17.634999999999998,8.47,94.9175,22.8,38.705,82.2,0.275,166.84,47.54
1/1/2021 7:00,180.95,540.63,376.45500000000004,94.06,422.34,90.41,9.15,4.68,12.64,11.32,91.6,16.76,30.38,88.44,0.76,32.44,75.85
1/1/2021 8:00,218.54,740.11,372.71,122.59,366.02,90.11,12.55,3.93,17.78,12.39,111.65,16.55,29.84,88.47,0.87,14.85,133.68
1/1/2021 9:00,261.78,944.86,357.61,180.72,382.22,89.76,17.52,4.67,21.22,12.54,121.16,18.2,31.62,89.11,0.86,10.89,268.38
1/1/2021 10:00,265.97,886.45,199.35,273.11,304.75,110.47,20.6,4.41,19.83,13.27,131.2,23.12,34.43,87.88,1.01,17.51,346.65
1/1/2021 11:00,322.8,682.49625,82.85,336.23,317.67,119.72,16.8,2.84,19.2,11.59,116.08,20.14,29.53,76.77,1.13,28.12,296.52
1/1/2021 12:00,318.38,993.29,30.48,375.88,224.32,119.76,13.08,1.43,18.6,8.96,98.16,14.41,23.78,64.91,1.23,30.11,252.38
1/1/2021 13:00,295.35,967.34,15.28,248.28,144.28,120.09,11.7,2.41,18.1,7.86,66.35,11.87,16.9,60.92,1.27,27.68,237.2
1/1/2021 14:00,264.48,596.08,14.3,219.92,128.42,120.28,15.7,1.91,15.64,6.44,53.5,9.64,13.99,58.43,1.33,27.35,212.0
1/1/2021 15:00,195.58,631.91,13.32,204.73,119.56,119.5,16.53,1.49,15.33,5.35,50.83,8.58,11.88,56.77,0.92,42.42,154.1
1/1/2021 16:00,189.3,553.85,8.28,167.13,95.52,119.92,18.8,0.84,16.59,7.18,60.4,9.49,13.96,45.09,0.86,120.19,115.07
1/1/2021 17:00,181.21,568.49,10.6,154.59,90.7,120.82,18.25,2.38,16.3,7.47,41.46,11.18,7.27,41.66,0.62,114.39,84.52
1/1/2021 18:00,174.55,450.72,40.4,173.6,124.66,119.86,18.1,3.63,17.52,12.79,48.59,11.26,20.48,47.99,0.4,134.35,79.45
1/1/2021 19:00,151.82,556.99,158.95,161.52,213.07,121.7,9.2,6.66,19.45,16.18,59.88,19.53,34.54,56.94,0.25,82.68,80.28
1/1/2021 20:00,190.57,803.6,266.93,173.08,305.6,130.34,11.92,7.0,15.45,19.42,98.45,27.12,49.6,61.54,0.19,109.04,81.22
1/1/2021 21:00,243.19,820.29,259.02,162.14,293.46,129.89,11.88,4.86,18.78,15.78,130.0,37.78,57.14,65.09,0.35,162.16,81.15
1/1/2021 22:00,201.44,600.9,242.2,174.92,286.8,130.3,8.45,2.87,17.62,8.98,61.54,13.94,29.55,65.44,0.58,69.46,80.62
1/1/2021 23:00,204.3,582.32,327.59,156.87,345.51,129.99,12.42,4.09,20.42,8.52,64.54,15.02,29.44,68.33,0.35,50.06,80.6
1/2/2021 0:00,192.1,685.27,198.52,140.67,233.64,129.93,13.75,2.18,18.64,8.54,86.18,17.19,30.66,71.46,0.48,78.5,80.53
1/2/2021 1:00,200.26,571.62,67.24,135.35,125.79,129.68,14.98,2.07,16.23,6.86,82.88,10.11,17.45,69.19,0.32,134.21,80.5
1/2/2021 2:00,188.86,425.27,49.62,111.82,99.18,130.26,17.45,1.89,18.81,5.99,67.4,7.54,13.01,69.43,0.31,159.0,80.68
1/2/2021 3:00,167.34,426.4,16.33,111.53,72.38,129.63,11.78,0.88,20.21,3.53,33.73,5.42,5.93,68.46,0.34,147.71,80.65
1/2/2021 4:00,121.07,331.95,51.98,112.64,101.5,130.04,13.55,0.88,14.39,3.19,25.23,5.3,2.16,68.76,0.36,42.4,80.82
1/2/2021 5:00,134.35,379.43,100.57,116.72,142.54,130.36,13.6,2.0,17.62,3.5,29.94,4.82,2.71,67.9,0.35,41.01,80.68
1/2/2021 6:00,160.28,376.36,74.97,114.75,121.02,129.56,12.73,2.22,17.0,3.94,41.71,6.53,2.22,69.28,0.68,72.46,80.6
1/2/2021 7:00,120.93,460.89,67.91,121.05,118.72,130.14,6.85,2.24,8.5,4.62,41.73,6.33,2.85,68.67,0.76,95.81,87.35
1/2/2021 8:00,118.0,481.63,39.81,127.53,99.68,149.02,0.97,1.65,13.56,4.24,38.36,5.18,21.6528,66.52,0.91,142.12,101.88
1/2/2021 9:00,128.71,449.91,28.36,130.02,91.85,150.12,0.15,2.08,14.94,3.29,20.78,2.89,21.289166666666667,67.31,0.4,112.83,141.93
1/2/2021 10:00,117.52,339.72,55.19,155.52,126.88,149.47,13.070400000000001,2.74,6.97,4.84,26.34,9.62,4.66,66.22,0.97,76.0,166.85
1/2/2021 11:00,128.3,422.21,28.75,158.81,107.48,150.4,8.8,2.28,6.3,5.24,37.71,11.96,11.6,61.66,0.64,143.99,148.18
1/2/2021 12:00,128.38,397.76,22.98,159.84,103.41,109.62,10.07,1.55,8.37,5.54,36.96,8.38,9.43,54.33,1.26,125.65,151.67
1/2/2021 13:00,138.54,419.86,14.33,151.4,92.0,100.16,11.9,2.02,8.75,4.93,31.3,6.96,7.82,46.04,1.43,107.03,213.98
1/2/2021 14:00,112.74,434.01,7.96,125.46,73.1,100.12,12.88,1.2,14.9,4.69,29.88,8.02,7.32,37.76,1.64,114.18,195.6
1/2/2021 15:00,133.85,425.22,6.17,110.98,63.96,100.21,7.7,2.5444,15.46,4.82,27.65,7.1,3.62,34.22,1.22,109.36,156.23
1/2/2021 16:00,123.18,385.98,5.63,128.46,72.83,100.16,5.6,2.5708333333333333,10.98,4.07,30.68,8.66,4.68,37.93,0.88,130.84,109.15
1/2/2021 17:00,153.92,422.43,13.2,157.67,94.42,100.17,4.98,2.66,2.4,3.7,30.6,8.63,10.14,44.78,0.85,120.96,86.75
1/2/2021 18:00,109.24,378.02,12.08,150.27,89.59,100.73,5.48,2.9,3.96,4.57,34.62,7.17,11.65,47.76,0.8,128.26,81.62
1/2/2021 19:00,165.18,385.45,31.44,146.43,103.04,105.35,9.22,2.98,2.82,5.05,29.68,9.24,10.66,50.42,0.51,132.15,82.5
1/2/2021 20:00,138.23,384.13,55.53,142.22,120.08,104.95,6.58,3.32,1.98,3.57,28.72,8.85,11.81,52.19,0.52,154.92,81.98
1/2/2021 21:00,137.74,406.82,51.84,129.7,110.46,95.29,3.52,2.12,1.46,3.39,27.8,9.98,6.74,49.58,0.38,157.76,81.9
1/2/2021 22:00,105.87,368.34,29.48,116.45,85.52,80.19,1.2,1.99,0.97,3.0,20.47,11.2,12.75,49.86,0.63,157.7,82.52
1/2/2021 23:00,96.02,339.06,20.9,109.69,75.06,79.94,3.5,1.56,7.54,2.44,13.79,6.6,10.732272727272727,50.39,0.24,152.42,80.97
1/3/2021 0:00,113.05,321.48,22.88,102.43,72.79,79.94,4.05,1.26,14.32,2.48,15.25,7.52,9.836190476190476,48.88,0.38,170.87,78.35
1/3/2021 1:00,83.72,304.12,10.1,95.83,59.06,80.13,4.22,1.62,15.44,2.18,13.02,6.8,8.856,48.31,0.45,115.52,78.35
1/3/2021 2:00,102.02,270.25,7.75,85.83,51.86,80.18,2.68,1.13,8.29,2.14,12.11,3.18,7.708421052631578,50.26,0.49,76.64,78.05
1/3/2021 3:00,73.52,263.61,42.93,89.96,82.2,79.8,8.57,1.04,4.76,2.6,15.6,3.11,0.64,52.6,0.64,46.87,77.95
1/3/2021 4:00,111.83,278.96,85.29,89.4,115.79,79.9,8.28,1.14,2.6,3.37,36.46,8.22,3.31,55.78,0.9,41.38,78.03
1/3/2021 5:00,88.93,349.99,36.47,86.4,75.13,79.86,6.72,1.4,2.05,3.11,29.26,5.49,1.48,55.77,0.74,80.7,77.72
1/3/2021 6:00,102.24,324.29,26.54,77.17,62.88,79.65,4.95,1.22,2.68,2.0,21.46,1.62,6.296666666666667,63.14,0.86,93.83,80.6
1/3/2021 7:00,116.18,321.66,24.25,67.61,55.36,79.81,12.5,1.27,0.96,1.94,26.98,7.169599999999999,6.50764705882353,76.65,0.89,89.32,83.92
1/3/2021 8:00,125.81,286.02,11.66,69.63,46.36,79.07,17.38,1.05,2.81,2.16,22.85,0.44,6.775625,84.58,1.03,110.49,123.08
1/3/2021 9:00,74.18,236.98,6.03,53.5,33.28,60.3,16.23,1.05,7.54,1.46,13.72,0.79,7.037333333333334,87.19,1.4,113.37,159.18
1/3/2021 10:00,87.75,189.63,14.06,70.74,48.87,59.96,16.98,1.34,11.99,1.38,14.26,6.767916666666667,7.037333333333334,86.72,0.76,113.59,124.38
1/3/2021 11:00,56.51,159.87,24.92,79.28,62.11,60.45,12.23,1.68,11.22,2.44,22.11,4.76,7.037333333333334,87.76,0.87,81.46,184.02
1/3/2021 12:00,77.58,183.91,19.48,77.1,56.6,59.85,11.42,1.07,8.72,2.33,17.94,4.67,7.207142857142856,88.96,1.04,128.69,207.42
1/3/2021 13:00,70.43,168.65,11.18,60.88,41.33,60.14,9.15,1.03,12.68,1.38,11.62,2.89,6.869230769230769,88.97,1.52,111.74,215.23
1/3/2021 14:00,66.84,140.86,11.45,64.89,43.68,60.23,6.85,1.46,16.42,1.82,11.68,1.31,6.655833333333334,88.62,1.32,106.57,186.38
1/3/2021 15:00,58.67,155.58,11.2,56.96,39.26,60.0,11.62,1.16,4.42,2.2,22.75,5.14,1.95,87.74,1.62,105.97,187.02
1/3/2021 16:00,53.34,129.9,7.34,44.08,29.31,59.76,10.38,1.11,3.57,1.57,17.47,2.99,6.061818181818182,85.15,1.54,105.64,125.15
1/3/2021 17:00,55.22,115.54,6.94,51.68,33.04,60.3,9.52,1.06,3.07,1.79,18.06,3.86,6.306,83.58,1.42,101.93,79.3
1/3/2021 18:00,45.22,99.6,8.36,55.03,35.9,55.83,9.75,1.36,1.94,2.07,20.69,5.83,1.46,83.9,1.15,114.06,71.38
1/3/2021 19:00,60.7,91.1,16.58,56.09,43.1,49.94,8.52,1.33,1.02,2.18,15.03,4.96,5.522222222222222,85.78,0.7,146.87,71.75
1/3/2021 20:00,49.9,90.01,16.12,48.21,38.54,49.82,7.4,1.7,2.2,0.92,11.16,6.24,4.75625,88.44,0.57,145.67,72.25
1/3/2021 21:00,35.77,93.2,35.81,42.82,51.42,50.12,6.62,1.37,4.14,1.27,9.92,7.19,3.912857142857143,90.18,0.41,173.38,72.47
1/3/2021 22:00,36.87,93.78,47.53,34.68,56.47,50.24,4.93,1.51,2.28,1.67,12.03,8.26,2.5966666666666662,91.4,0.3,176.18,72.88
1/3/2021 23:00,65.54,96.91,54.19,37.07,63.07,49.76,9.25,1.32,0.45,1.93,14.82,11.8,1.7679999999999996,92.56,0.54,163.65,73.15
1/4/2021 0:00,58.76,88.37,31.35,38.08,45.34,50.16,9.68,0.86,1.11,0.97,9.17,4.52,1.7679999999999996,93.46,0.45,175.68,73.03
1/4/2021 1:00,44.81,84.01,55.13,35.61,63.04,50.04,9.48,1.28,1.66,0.46,7.62,0.5,1.7679999999999996,94.0,0.29,112.57,73.05
1/4/2021 2:00,39.97,78.91,73.88,34.43,77.42,49.87,10.3,1.31,1.23,1.08,13.97,6.36,1.7679999999999996,94.44,0.41,52.91,72.97
1/4/2021 3:00,37.22,85.49,46.63,35.17,56.02,50.12,9.75,1.85,1.55,1.36,13.57,5.0,1.7679999999999996,94.62,0.84,45.81,72.88
1/4/2021 4:00,54.97,88.49,25.3,33.01,37.8,49.81,9.5,4.13,1.91,0.22,11.23,2.32,1.7679999999999996,94.8,0.58,59.36,72.9
1/4/2021 5:00,42.1,92.34,29.58,32.7,41.06,49.79,8.38,0.76,1.92,0.12,8.86,4.572173913043478,2.0499999999999994,95.16,0.66,59.49,72.93
1/4/2021 6:00,38.1,79.18,38.82,33.04,48.63,50.24,8.1,0.93,2.1,0.69,9.09,4.406363636363637,1.6299999999999992,95.33,0.68,57.04,73.05
1/4/2021 7:00,40.9,90.92,52.58,27.6,56.74,50.06,6.2,1.34,5.69,1.54,8.18,0.4,1.704999999999999,95.4,0.38,152.06,82.92
1/4/2021 8:00,31.85,97.13,103.64,33.9,100.94,49.8,11.12,1.81,13.41,1.84,14.99,8.37,1.704999999999999,96.2,0.31,188.9,115.12
1/4/2021 9:00,41.06,108.22,145.68,39.48,137.55,50.33,13.42,2.04,15.85,1.88,17.46,8.31,1.704999999999999,96.65,0.32,183.78,249.98
1/4/2021 10:00,49.09,115.64,82.66,41.18,88.03,50.03,14.52,1.69,16.73,1.32,18.39,11.1,1.704999999999999,96.74,0.46,70.8,380.08
1/4/2021 11:00,42.42,120.5,91.0,137.34,145.86,50.04,15.23,2.17,16.21,2.44,26.62,9.48,3.36,94.34,0.82,34.01,385.42
1/4/2021 12:00,46.4,143.83,18.83,128.42,83.38,64.94,12.0,1.86,15.15,2.26,25.14,7.42,2.2566666666666664,74.87,0.57,76.18,232.75
1/4/2021 13:00,51.21,156.64,12.1,124.16,75.72,65.04,10.92,1.61,12.41,3.35,35.7,10.13,4.06,68.42,0.94,24.61,204.2
1/4/2021 14:00,66.4,204.48,12.31,100.27,63.18,64.75,10.58,0.95,7.42,3.07,28.23,8.41,2.5,65.67,0.56,251.42,205.15
1/4/2021 15:00,62.1,206.19,15.19,112.52,72.0,64.95,12.5,1.07,2.08,1.99,64.63,7.19,7.05,65.31,0.42,54.54,106.7
1/4/2021 16:00,85.75,210.92,22.46,123.59,83.71,65.13,10.32,1.89,2.46,4.49,58.49,11.48,18.81,70.82,0.5,183.64,57.38
1/4/2021 17:00,92.47,219.31,101.7,127.02,148.92,87.58,15.22,2.73,3.43,5.6,98.56,20.43,32.3,80.34,0.81,112.92,70.68
1/4/2021 18:00,75.6,232.29,42.58,94.81,84.49,100.07,15.9,1.2,3.26,5.6,117.36,18.08,29.82,85.82,1.07,308.58,75.25
1/4/2021 19:00,93.25,196.92,13.56,66.32,46.12,99.94,12.42,0.51,2.65,1.39,40.23,7.05,5.68,89.35,1.23,336.84,73.88
1/4/2021 20:00,58.3,148.31,8.79,53.46,35.46,99.58,7.25,0.36,1.95,0.28,30.77,4.49,3.46,89.88,1.34,339.17,63.1
1/4/2021 21:00,40.16,114.82,10.84,53.93,37.36,100.24,6.85,0.73,0.99,0.0,28.1,8.02304347826087,11.893333333333333,91.68,1.55,267.33,52.3
1/4/2021 22:00,35.44,87.34,10.63,46.38,33.18,99.48,7.72,0.58,2.87,0.0,31.25,8.104090909090909,11.893333333333333,91.6,0.97,331.16,46.95
1/4/2021 23:00,51.4,75.15,4.06,41.84,25.5,100.1,7.58,0.72,2.46,0.0,13.4,8.147619047619047,11.893333333333333,91.1,0.34,162.22,48.88
1/5/2021 0:00,53.159230769230774,128.8924,15.38,71.54,50.36,99.5,8.32,0.45,2.51,0.52,16.81,8.142,11.893333333333333,91.91,0.51,19.03,46.03
1/5/2021 1:00,44.05,51.9,14.19,50.82,38.38,100.25,6.0,0.53,2.69,0.32,19.6,7.949473684210526,11.893333333333333,92.5,0.88,75.14,43.62
1/5/2021 2:00,41.69,46.28,6.34,24.11,17.9,99.92,2.28,0.58,3.11,0.0,8.42,0.42,11.893333333333333,92.72,0.36,151.72,42.1
1/5/2021 3:00,52.26839999999999,127.13333333333334,14.04,42.32,33.75,100.16,0.73,0.89,3.14,0.43,14.77,5.7,2.79,93.04,0.57,83.97,41.62
1/5/2021 4:00,40.38,53.82,4.72,38.82,24.43,99.74,8.48,0.76,2.8,0.92,9.14,8.098888888888888,10.983,92.23,1.23,80.15,41.78
1/5/2021 5:00,31.35,53.21,8.44,41.83,29.0,100.54,7.62,0.2,2.19,0.6,7.46,8.281176470588235,10.983,84.56,1.16,67.69,41.32
1/5/2021 6:00,30.34,64.56,10.06,42.29,30.54,100.52,6.52,0.22,2.47,0.27,7.94,8.65375,10.983,78.7,0.98,50.26,41.35
1/5/2021 7:00,25.8,69.04,12.99,48.93,36.42,99.94,7.72,0.36,1.62,0.38,5.78,8.65375,10.983,75.39,0.98,134.33,65.82
1/5/2021 8:00,41.34,72.41,20.78,47.5,41.9,100.27,6.12,0.44,17.99,0.74,7.86,8.65375,10.983,78.46,0.84,164.7,52.08
1/5/2021 9:00,35.9,77.73,40.24,49.08,58.3,100.44,8.12,1.34,4.36,1.35,9.68,1.71,10.983,86.83,0.84,39.62,82.72
1/5/2021 10:00,40.88,84.78,58.67,50.98,74.05,99.7,10.75,1.76,5.82,1.9,16.35,5.95,0.94,89.36,0.67,65.9,237.88
1/5/2021 11:00,61.84,107.44,28.44,81.32,66.0,100.35,12.98,1.41,4.3,2.58,27.78,8.98,8.41,85.84,0.83,60.72,398.92
1/5/2021 12:00,47.35,107.26,17.08,79.92,56.18,100.53,8.9,1.48,0.35,3.49,31.14,8.16,6.46,77.38,0.65,77.09,288.4
1/5/2021 13:00,46.39,137.64,17.55,74.82,53.84,99.74,7.95,0.91,4.4192,3.24,37.78,10.54,12.52,74.85,0.68,93.14,184.12
1/5/2021 14:00,65.18,141.05,38.44,76.71,71.55,93.48,10.4,1.29,3.3,2.43,33.66,10.26,7.17,78.12,1.27,26.77,203.12
1/5/2021 15:00,42.74,150.36,23.05,60.48,50.6,59.75,7.72,0.98,7.51,2.03,23.05,6.86,3.46,78.28,1.78,19.52,174.7
1/5/2021 16:00,37.76,138.71,19.77,50.16,42.5,59.16,7.3,0.77,1.83,0.3,15.22,2.75,10.682307692307692,79.61,1.43,32.8,101.57
1/5/2021 17:00,35.79,121.02,31.77,52.29,53.23,59.13,8.15,1.28,1.76,2.09,25.53,2.77,2.85,82.29,1.38,31.58,60.95
1/5/2021 18:00,29.42,125.59,41.44,60.68,65.43,59.07,9.18,1.82,5.11,3.1,23.96,7.47,11.3,83.88,0.68,59.13,56.85
1/5/2021 19:00,39.41,138.53,40.1,69.81,69.21,58.7,11.42,2.31,3.6,3.64,41.47,18.71,22.65,83.84,1.0,65.38,56.82
1/5/2021 20:00,37.63,145.1,39.88,80.74,74.85,59.63,9.75,2.62,1.06,4.09,48.32,24.07,27.87,81.17,0.89,59.47,57.12
1/5/2021 21:00,25.71,158.18,48.66,59.17,70.4,89.99680000000001,9.27,2.36,1.18,4.43,45.58,21.4,29.01,82.91,0.38,95.76,57.88
1/5/2021 22:00,52.39,150.42,73.29,57.44,89.19,89.59750000000001,10.15,2.66,4.47,7.41,62.23,19.56,27.38,84.04,0.3,119.88,57.5
1/5/2021 23:00,34.7,150.0,110.42,45.58,112.58,89.13478260869567,9.8,3.2,4.03,12.7,66.12,11.26,22.94,85.32,0.32,118.71,55.0
1/6/2021 0:00,50.85,147.56,82.02,43.4,88.7,88.66454545454546,9.68,1.66,9.44,7.36,52.12,9.45,18.52,86.78,0.25,136.33,49.95
1/6/2021 1:00,43.68,140.38,69.94,44.0,79.36,88.12,10.6,1.01,6.48,2.61,35.54,6.2,3.44,87.49,0.58,91.48,48.45
1/6/2021 2:00,37.44,128.63,55.43,52.04,72.02,87.55100000000002,12.58,1.01,13.95,2.53,31.29,7.96,3.36,90.09,0.44,111.06,48.25
1/6/2021 3:00,50.12,126.48,117.86,44.04,117.72,86.88263157894738,16.38,1.24,13.42,3.09,40.94,7.69,11.42,91.65,0.42,66.38,48.68
1/6/2021 4:00,29.54,126.4,114.31,33.15,109.08,86.15833333333335,10.5,1.1,20.07,3.01,43.36,6.33,10.76,92.52,0.16,144.04,47.75
1/6/2021 5:00,43.7,157.88,165.96,34.56,151.16,85.33470588235295,13.45,0.97,14.5,3.2,45.11,7.74,8.56,93.43,0.64,39.45,43.7
1/6/2021 6:00,40.61,152.77,141.57,34.36,131.53,84.43437500000002,14.6,0.85,12.09,2.47,40.47,5.82,8.61,94.97,0.55,46.41,41.42
1/6/2021 7:00,56.5,152.12,115.15,39.56,113.17,83.36066666666667,15.0,0.97,17.73,2.05,26.56,8.04,12.381499999999999,95.29,0.86,78.48,45.42
1/6/2021 8:00,43.8,146.32,83.11,44.96,90.4,82.135,7.8,0.87,5.93,2.0,18.66,3.28,12.381499999999999,95.47,0.86,42.3,88.22
1/6/2021 9:00,53.33,147.56,87.07,35.74,88.66,80.76538461538463,8.07,1.53,10.86,2.24,18.31,7.24,12.381499999999999,95.91,0.7,145.84,237.85
1/6/2021 10:00,72.11,155.59,49.58,83.83,84.25,79.14000000000001,8.57,1.68,16.17,2.43,19.09,8.74,12.381499999999999,95.6,0.74,65.14,308.0
1/6/2021 11:00,41.58,137.5108,30.47,111.24,83.54,77.20363636363639,8.8,2.01,2.06,3.4568,34.7856,9.4892,12.381499999999999,94.85,0.5,122.38,202.8
1/6/2021 12:00,44.63269230769231,139.70791666666668,23.49,86.85,65.0,74.95400000000002,8.2,2.18,3.37,3.521666666666667,35.55375,9.636666666666665,12.983684210526315,93.78,0.21,195.61,194.02
1/6/2021 13:00,75.02,266.04,44.25,103.65,90.54,72.13222222222224,8.1,1.78,5.26,3.5626086956521736,35.89173913043478,9.665217391304347,13.237777777777778,87.46,0.42,129.9,332.65
1/6/2021 14:00,45.77,241.54,16.79,75.6,53.64,68.58250000000002,10.1368,1.21,1.11,12.54,28.0,12.18,15.27,73.42,0.52,111.73,176.48
1/6/2021 15:00,67.42,200.54,66.55279999999999,59.2016,84.7324,64.1314285714286,8.38,1.5744,7.451600000000001,8.48,33.68,10.32,4.03,71.52,0.82,220.22,171.4
1/6/2021 16:00,56.83,202.54,27.46,76.48,62.65,59.24000000000003,9.05,1.11,13.28,14.21,86.68,13.71,18.5,81.46,1.54,262.79,92.52
1/6/2021 17:00,72.51,231.18,28.26,68.28,58.92,59.138000000000034,9.57,1.51,7.38,13.78,91.71,14.87,18.67,87.49,1.5,259.99,58.7
1/6/2021 18:00,93.4,246.72,20.32,61.08,48.74,59.13250000000005,10.2,1.87,2.68,12.21,80.46,13.42,17.08,91.46,1.62,263.04,53.88
1/6/2021 19:00,70.06,247.57,16.74,57.32,43.88,59.13333333333339,8.98,1.81,2.27,10.88,54.78,8.75,13.29,92.99,1.49,272.47,54.42
1/6/2021 20:00,77.15,243.19,20.2,56.86,46.4,59.16500000000009,7.78,1.42,1.74,9.57,40.19,10.69,10.4,93.5,1.28,270.68,56.45
1/6/2021 21:00,75.64,253.21,29.71,52.21,51.54,59.63,7.22,0.97,3.06,8.34,40.53,7.12,2.41,93.35,0.77,277.06,56.62
1/6/2021 22:00,62.92,230.45,27.23,44.9,45.67,76.54873382522189,6.8,1.02,1.13,12.07,38.2,6.28,0.18,93.24,0.48,298.62,57.55
1/6/2021 23:00,75.38,224.41,34.44,38.51,48.04,75.98839773460612,6.48,0.5,1.55,6.76,21.63,0.12,11.934444444444445,93.22,0.28,310.13,57.92
1/7/2021 0:00,47.86,204.39,21.94,35.9,36.65,75.39669763611074,4.03,0.33,9.32,2.44,13.24,8.509545454545453,11.025882352941176,93.22,0.28,309.62,58.28
1/7/2021 1:00,29.31,188.85,8.78,29.49,22.71,74.77223922826597,3.68,0.78,5.18,0.0,11.84,8.378571428571428,10.28125,93.33,0.29,293.22,58.5
1/7/2021 2:00,32.14,168.45,10.78,30.02,24.59,74.11070083653837,2.7,0.71,3.14,0.0,13.52,8.325,9.732000000000001,93.53,0.24,278.69,58.75
1/7/2021 3:00,49.86,164.59,13.64,30.98,27.39,73.4102358783653,1.9,0.7,14.49,0.0,11.93,8.436842105263157,10.181428571428572,94.04,0.21,262.05,58.8
1/7/2021 4:00,46.53,150.21,7.61,29.42,21.74,72.66598513512137,8.7,0.62,17.28,0.0,7.76,8.463333333333333,10.706153846153846,94.01,0.45,277.05,58.78
1/7/2021 5:00,36.74,142.14,6.15,26.14,18.82,71.8761714437977,7.85,0.6,11.61,2.32,7.52,8.508823529411766,10.646666666666667,93.76,0.55,276.79,58.78
1/7/2021 6:00,54.77,131.54,7.48,29.43,21.64,71.03604427382503,7.1,0.71,9.78,1.25,7.29,8.645,10.636363636363638,93.18,0.47,265.71,58.68
1/7/2021 7:00,44.78,135.9,7.1,35.4,24.51,70.14237792329202,5.52,0.86,5.13,3.94,6.73,8.705333333333332,10.844000000000001,92.64,0.28,284.03,61.32
1/7/2021 8:00,44.66,130.62,14.01,43.94,34.58,69.18957811817815,6.98,0.78,11.54,0.0,7.82,8.911428571428571,11.092222222222224,91.81,0.24,315.88,75.0
1/7/2021 9:00,44.94,131.05,16.01,42.5,35.42,68.17735750757183,5.08,0.83,2.59,0.0,12.03,8.978461538461538,11.092222222222224,88.94,0.47,324.59,153.8
1/7/2021 10:00,30.58,124.34,19.06,36.28,34.54,67.10369270046198,3.35,0.72,1.31,0.0,16.41,9.453333333333333,11.092222222222224,81.82,0.44,296.18,154.88
1/7/2021 11:00,39.42,126.49,8.5,29.31,22.39,65.96521837421842,2.58,0.49,19.56,0.0,16.68,1.41,11.092222222222224,75.22,0.52,315.29,288.3
1/7/2021 12:00,33.04,131.71,7.57,30.8,22.44,64.7675109536928,7.22,0.69,5.23,0.0,24.38,3.56,11.092222222222224,68.74,0.45,305.24,286.08
1/7/2021 13:00,27.51,132.22,7.41,32.26,23.08,63.523898412698465,7.2,0.67,8.71,0.0,23.25,1.71,11.092222222222224,65.82,1.16,179.35,282.62
1/7/2021 14:00,31.21,133.81,6.05,37.25,24.65,62.25388712522051,7.62,0.75,7.5,0.0,44.06,1.7,11.092222222222224,67.44,1.01,353.09,177.7
1/7/2021 15:00,41.42,153.59,15.71,51.88,40.16,61.01909523809529,6.72,0.61,4.3,0.0,44.89,5.22,1.66,67.47,0.81,169.25,131.55
1/7/2021 16:00,30.9,143.78,10.32,40.72,29.92,59.938608843537466,4.5,0.69,6.63,2.7,42.13,8.3,3.2,63.08,0.56,287.11,121.3
1/7/2021 17:00,46.16,146.94,16.53,48.83,39.2,59.23980555555562,4.05,0.79,3.21,0.0,36.12,9.02,9.5,70.93,0.52,258.89,60.9
1/7/2021 18:00,36.56,152.15,14.41,45.56,35.76,59.23976666666673,4.1,1.17,2.98,4.05,54.34,10.82,9.28,77.17,0.33,226.26,38.62
1/7/2021 19:00,44.68,180.39,21.7,56.63,47.48,59.265208333333405,4.45,1.53,9.8,5.44,55.34,12.68,14.8,82.6,0.24,263.98,32.85
1/7/2021 20:00,53.74,181.36,22.28,57.68,48.51,59.30944444444452,5.15,1.8,16.67,5.51,30.6,6.31,12.66,86.58,0.23,267.07,34.6
1/7/2021 21:00,41.55,184.28,21.87,54.46,46.46,59.39750000000009,5.0,1.15,15.57,5.72,23.8,10.2,2.67,89.08,0.18,184.85,42.32
1/7/2021 22:00,50.03,174.57,35.35,53.34,56.65,59.63,5.22,1.26,15.35,4.06,26.79,8.81,6.262222222222223,90.7,0.22,153.65,45.75
