Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),RH (%),WS (m/s),WD (deg),SR (W/mt2)
8/4/2021 13:00,17.19,67.03,2.82,23.82,14.5,34.0,5.095200000000001,1.1972,41.5,1.7999999999999998,3.49952380952381,1.6000000000000003,1.092380952380955,58.44,1.09,104.81,394.48
8/4/2021 14:00,14.01,71.15,4.562799999999999,22.6444,15.254000000000001,34.01,9.85,0.71,36.71,1.85,2.92,1.83,1.3,57.15,0.98,82.93,241.92
8/4/2021 15:00,37.56,69.15,4.373333333333333,22.55666666666667,15.039583333333333,31.73333333333333,8.78,0.77,16.450400000000002,1.87,2.89,1.8,1.3,56.86,1.12,113.89,250.68
8/4/2021 16:00,26.43,59.38,3.53,14.96,9.58,38.02,3.75,0.84,34.31,1.89,2.88,1.81,1.33,54.44,0.8,111.36,125.8
8/4/2021 17:00,20.32,67.89,3.5,14.17,9.14,37.98,3.4,0.85,47.67,1.87,2.9,1.81,1.32,57.35,0.8,119.56,20.35
8/4/2021 18:00,15.61,70.02,13.92,17.52,20.37,38.0,1.95,0.59,36.7,1.89,2.9,1.81,1.34,59.47,0.65,153.36,14.82
8/4/2021 19:00,35.02,64.77,9.1,20.05,15.37,38.05,0.6,1.64,26.61,2.29,7.16,2.23,3.06,63.32,0.47,123.78,6.58
8/4/2021 20:00,27.15,94.25,1.52,16.72,5.47,42.11,6.38,2.65,28.53,2.88,12.86,2.9,5.57,64.59,0.37,129.44,7.02
8/4/2021 21:00,42.17,127.66,5.73,15.68,12.01,46.02,12.02,4.35,32.75,2.96,12.92,2.91,5.61,69.29,0.26,118.87,6.4
8/4/2021 22:00,72.88,164.98,5.02,16.14,11.38,46.01,15.02,3.08,36.14,2.88,12.95,2.88,5.58,69.8,0.3,97.78,6.65
8/4/2021 23:00,53.92,167.31,5.3,14.31,11.17,46.01,16.05,3.37,56.37,2.86,12.92,2.81,5.59,72.35,0.28,97.23,6.68
8/5/2021 0:00,61.74,196.32,3.56,16.61,11.19,45.99,5.25,2.63,24.4,2.92,12.91,2.84,5.59,74.4,0.22,96.4,6.98
8/5/2021 1:00,69.66,186.97,2.52,16.65,9.44,46.0,5.98,1.71,27.02,2.89,12.94,2.94,5.63,76.43,0.31,97.31,6.88
8/5/2021 2:00,59.44,165.3,4.38,11.96,8.63,45.99,5.95,1.7,21.77,2.9,12.87,2.9,5.59,78.23,0.56,46.69,6.82
8/5/2021 3:00,37.39,154.73,6.12,15.72,12.62,46.02,5.88,1.46,19.72,2.92,12.91,2.91,5.61,80.44,0.54,76.54,6.88
8/5/2021 4:00,57.79,133.58,7.4,14.18,13.45,46.02,6.55,1.21,22.64,2.92,12.93,2.9,5.6,82.24,0.45,76.84,7.1
8/5/2021 5:00,38.35,132.74,5.76,15.57,12.5,46.03,6.85,1.34,24.97,2.91,12.9,2.88,5.57,83.8,0.34,117.13,8.3
8/5/2021 6:00,28.84,131.94,4.05,16.27,11.46,45.39,7.25,1.01,25.42,2.8,12.73,2.99,5.47,82.84,0.62,134.11,32.17
8/5/2021 7:00,41.22,112.01,2.34,16.15,9.46,40.02,7.0,0.96,20.96,1.87,10.97,3.95,3.09,79.39,0.72,153.24,61.18
8/5/2021 8:00,28.7,96.58,3.98,16.79,11.36,40.0,4.47,1.14,19.29,1.89,10.98,4.01,3.09,78.34,0.72,169.14,113.3
8/5/2021 9:00,27.64,89.84,4.85,16.33,11.11,40.02,4.38,0.99,26.99,1.95,9.22,3.7,2.59,72.44,0.51,139.18,261.45
8/5/2021 10:00,18.78,91.52,9.08,17.98,14.72,40.02,2.5,2.49,34.92,2.09,4.6,2.81,1.09,67.94,0.84,113.32,272.05
8/5/2021 11:00,39.71,98.72,2.17,15.58,8.09,40.02,2.72,3.34,31.99,2.11,4.59,2.81,1.11,74.66,0.96,57.17,307.5
8/5/2021 12:00,31.74,88.3,5.29,13.23,10.45,40.0,6.22,3.11,24.4,2.1,4.61,2.8,1.1,72.94,1.58,45.13,605.1
8/5/2021 13:00,21.74,77.68,2.05,13.16,5.4,39.97,5.7,3.18,33.94,2.12,4.57,2.8,1.1,64.2,0.85,62.59,751.6
8/5/2021 14:00,21.74,80.97,3.44,15.46,9.99,39.98,6.52,1.22,21.86,2.08,4.56,2.81,1.11,59.64,0.54,68.34,484.22
8/5/2021 15:00,42.3,80.1,6.78,13.42,12.47,39.97,6.95,1.22,27.78,2.12,4.64,2.81,1.11,56.04,0.61,45.62,354.83
8/5/2021 16:00,32.16,79.17,8.64,15.33,14.64,40.0,4.25,0.74,34.65,2.12,4.62,2.79,1.12,53.8,0.49,46.46,152.8
8/5/2021 17:00,24.58,68.84,2.24,16.89,9.43,39.99,4.65,0.91,29.24,2.1,4.59,2.8,1.1,55.37,0.94,54.68,58.05
8/5/2021 18:00,43.12,67.52,10.55,15.2,15.98,39.98,3.82,0.62,39.66,2.1,4.63,2.84,1.08,56.28,0.81,45.12,21.6
8/5/2021 19:00,30.14,63.86,4.42,17.69,12.0,40.01,4.03,1.03,32.25,2.09,4.6,2.81,1.11,64.42,0.72,98.1,6.85
8/5/2021 20:00,36.36,70.06,4.15,13.91,9.97,40.0,4.2,1.09,25.67,2.1,4.6,2.8,1.12,70.8,0.87,22.42,7.78
8/5/2021 21:00,27.39,72.17,3.06,13.89,8.32,43.22,3.62,1.15,27.36,3.3,9.42,4.98,2.26,71.88,0.88,37.43,7.85
8/5/2021 22:00,18.98,75.98,2.36,13.27,7.39,44.98,4.18,0.95,5.72,3.9,11.66,6.17,2.9,73.63,0.59,43.03,7.95
8/5/2021 23:00,21.74,79.63,3.64,13.7,9.74,44.95,4.28,1.28,7.5,3.9,11.74,6.03,2.9,75.83,0.7,44.45,8.07
8/6/2021 0:00,16.21,76.95,2.88,13.85,9.23,44.99,5.42,0.93,8.39,3.91,11.67,6.0,2.92,75.65,0.8,36.08,8.07
8/6/2021 1:00,34.62,74.62,3.77,12.32,9.34,44.98,5.6,0.69,11.08,3.88,11.67,6.11,2.93,77.61,0.48,149.37,8.12
8/6/2021 2:00,26.96,79.07,4.8,13.3,10.88,45.01,5.42,1.47,7.53,3.88,11.69,6.02,2.89,80.23,0.28,65.58,8.22
8/6/2021 3:00,51.11,86.93,5.03,12.34,10.57,44.98,5.6,1.77,10.54,3.91,11.72,5.96,2.85,82.72,0.36,72.33,8.4
8/6/2021 4:00,42.3,105.2,5.8,12.21,11.13,44.97,4.7,1.82,22.9788,3.92,11.68,6.16,2.94,84.92,0.34,75.88,8.4
8/6/2021 5:00,39.11,108.95,6.8,13.57,12.65,44.99,5.25,1.22,4.92,3.9,11.75,6.08,2.88,86.96,0.3,47.97,9.75
8/6/2021 6:00,75.51,116.88,5.56,13.6,11.46,45.0,5.32,1.49,11.1,3.9,11.77,6.02,2.88,88.37,0.53,42.45,36.3
8/6/2021 7:00,42.25,118.76,3.78,13.6,9.23,41.48,5.0,1.85,5.96,3.9,11.69,6.09,2.89,87.72,0.52,48.4,59.68
8/6/2021 8:00,27.52,124.19,3.61,14.8,10.3,40.02,4.57,1.85,8.65,3.9,11.7,6.06,2.94,84.98,0.6,84.89,125.45
8/6/2021 9:00,20.88,145.45,2.87,15.49,9.72,40.03,4.18,1.05,9.17,3.89,11.59,6.04,2.9,74.77,0.67,124.0,159.85
8/6/2021 10:00,16.23,147.65,4.9,11.46,9.57,37.94,4.22,1.42,13.01,2.36,6.47,2.97,1.84,65.26,0.33,137.57,263.5
8/6/2021 11:00,33.75,151.45,8.47,14.15,14.21,37.01,3.92,1.36,19.79,2.12,4.58,1.81,1.52,59.46,0.58,121.76,620.45
8/6/2021 12:00,41.29,141.9,2.74,15.0,7.23,38.29,4.03,1.64,36.76,2.07,4.59,1.8,1.48,53.48,0.53,260.22,762.3
8/6/2021 13:00,25.61,128.68,4.3,14.53,10.1,39.02,5.58,1.77,17.8,2.05,4.6,1.79,1.49,50.7,0.71,190.74,603.0
8/6/2021 14:00,22.8,117.84,7.93,15.66,14.05,39.0,6.05,1.0,20.63,2.12,4.6,1.79,1.52,50.45,1.08,76.55,449.9
8/6/2021 15:00,44.56,114.26,4.05,14.56,10.78,39.02,5.9,0.91,20.09,2.09,4.61,1.8,1.51,53.08,0.86,39.29,221.4
8/6/2021 16:00,60.41,108.29,6.58,14.89,12.51,39.02,4.25,0.72,16.52,2.08,4.61,1.78,1.49,54.07,0.95,31.31,169.88
8/6/2021 17:00,41.7,95.85,10.52,14.09,15.39,39.01,3.6,0.71,16.53,2.07,4.57,1.82,1.48,58.76,0.99,62.06,64.42
8/6/2021 18:00,29.5,96.13,3.1,14.41,9.45,39.01,2.38,1.51,24.7,2.11,4.58,1.78,1.54,64.44,0.9,77.6,23.5
8/6/2021 19:00,41.61,88.72,16.61,18.56,22.8,38.99,2.4,0.81,41.43,2.12,4.58,1.8,1.48,65.24,0.61,55.14,5.0
8/6/2021 20:00,33.48,94.99,13.32,20.17,19.8,39.08,2.22,0.47,21.2,2.1,4.62,1.81,1.51,67.71,0.33,143.87,12.6
8/6/2021 21:00,28.26,107.19,8.86,24.99,17.97,39.12,0.62,0.12,20.99,2.7,8.83,2.45,2.03,69.3,0.42,150.53,13.72
8/6/2021 22:00,25.2,105.2,2.0,20.78,5.33,39.13,0.6,2.48,14.68,3.06,11.82,2.9,2.43,69.35,0.43,164.14,13.8
8/6/2021 23:00,29.46,103.23,11.34,14.72,14.41,39.07,2.05,3.07,25.43,3.1,11.77,2.93,2.46,71.47,0.38,146.5,13.85
8/7/2021 0:00,40.8,102.88,5.31,14.17,11.3,38.94,5.32,2.7,3.28,3.12,11.82,2.86,2.36,71.99,0.55,104.84,13.9
8/7/2021 1:00,57.62,100.33,4.13,15.3,11.1,38.97,6.2,2.87,3.65,3.14,11.78,2.9,2.37,72.97,0.34,128.49,13.92
8/7/2021 2:00,36.1,105.17,5.82,13.71,11.42,38.98,6.25,1.18,2.95,3.08,11.84,2.92,2.43,75.43,0.22,179.44,14.0
8/7/2021 3:00,30.07,99.06,7.23,13.78,12.5,38.98,6.25,1.07,2.84,3.12,11.82,2.92,2.46,76.18,0.57,153.49,14.0
8/7/2021 4:00,31.14,101.82,4.83,14.74,11.12,38.96,4.85,0.96,2.1,3.1,11.75,2.92,2.41,76.37,0.35,165.53,14.0
8/7/2021 5:00,40.09,94.92,4.42,14.39,10.72,38.98,4.88,0.95,1.44,3.08,11.86,2.93,2.38,79.86,0.22,143.8,15.02
8/7/2021 6:00,49.58,100.25,5.35,15.22,12.19,38.96,5.07,1.38,1.74,3.11,11.78,2.94,2.39,81.72,0.66,80.7,33.9
8/7/2021 7:00,55.23,106.87,2.26,12.45,5.03,38.94,5.0,1.45,1.33,3.08,11.8,2.86,2.4,79.77,0.28,105.42,90.8
8/7/2021 8:00,45.36,128.3,1.44,7.22,2.06,38.95,4.97,1.09,6.3,3.09,11.79,2.93,2.4,71.59,0.45,131.18,229.38
8/7/2021 9:00,45.75,135.77,6.68,14.98,12.3,34.97,4.72,1.14,10.91,2.73,9.16,2.38,1.98,67.39,0.73,200.72,295.27
8/7/2021 10:00,32.76,138.5,10.26,16.71,16.34,34.96,4.97,0.67,13.01,1.8,3.48,1.31,1.09,68.87,0.5,153.99,64.68
8/7/2021 11:00,41.78,111.03,6.79,14.68,11.11,35.0,2.88,1.41,24.15,1.81,3.5,1.3,1.1,79.53,1.85,107.7,64.25
8/7/2021 12:00,31.88,67.42,3.14,14.72,9.32,34.99,6.78,1.15,8.91,1.78,3.48,1.29,1.09,87.18,1.26,64.35,232.02
8/7/2021 13:00,21.36,55.97,4.22,12.96,8.87,30.62,7.25,1.29,9.66,1.8,3.48,1.29,1.1,85.58,1.05,14.88,373.15
8/7/2021 14:00,16.94,65.4,7.2,14.87,11.95,29.96,6.52,1.56,12.45,1.83,3.49,1.26,1.13,77.49,0.64,59.88,299.92
8/7/2021 15:00,14.65,57.83,4.01,12.16,8.66,29.95,6.88,1.82,12.55,1.82,3.51,1.28,1.11,75.59,0.32,155.24,60.5
8/7/2021 16:00,18.31,61.66,11.23,12.64,14.93,29.95,4.12,1.97,8.32,1.8,3.5,1.35,1.11,78.74,0.31,117.25,115.3
8/7/2021 17:00,23.69,64.74,5.76,15.09,10.43,29.98,3.95,2.43,10.46,1.81,3.54,1.29,1.08,78.18,0.4,112.68,69.9
8/7/2021 18:00,21.07,77.36,4.76,12.72,9.73,29.96,4.75,2.45,9.94,1.82,3.48,1.31,1.12,77.54,0.62,111.99,38.4
8/7/2021 19:00,33.97653846153846,94.82959999999999,6.402800000000001,15.0456,11.633600000000001,36.216,4.475200000000001,1.52,11.776800000000001,2.4844000000000004,7.7224,2.1564,1.7984000000000022,74.7792,0.5756,121.17399999999999,85.39120000000001
8/7/2021 20:00,33.6676,94.77541666666667,6.540416666666666,15.072083333333333,11.724583333333333,36.099583333333335,4.562500000000001,1.5204166666666665,11.238333333333335,2.5000000000000004,7.853333333333333,2.1720833333333336,1.809166666666669,75.21,0.5620833333333334,122.98958333333333,87.97000000000001
8/7/2021 21:00,33.841249999999995,95.03869565217391,6.102608695652174,14.920434782608696,11.243043478260871,35.97391304347826,4.656521739130436,1.5513043478260868,9.925652173913045,2.516521739130435,7.995652173913044,2.1882608695652177,1.8234782608695677,75.64347826086956,0.5599999999999999,125.93956521739129,91.57739130434784
8/7/2021 22:00,33.503478260869564,95.0409090909091,5.774545454545454,14.681818181818182,10.85409090909091,35.832727272727276,4.767272727272728,1.6004545454545451,9.413181818181819,2.5354545454545456,8.149090909090908,2.2054545454545456,1.8377272727272753,76.00409090909092,0.5704545454545454,125.12454545454544,95.16727272727272
8/7/2021 23:00,33.50454545454545,94.46238095238095,5.6276190476190475,14.19095238095238,10.515238095238097,35.67619047619048,4.964761904761906,1.6709523809523807,8.861904761904762,2.527619047619048,8.116666666666665,2.1938095238095237,1.8285714285714312,76.32333333333334,0.5776190476190476,123.9147619047619,99.04571428571428
8/8/2021 0:00,33.75428571428571,93.9255,5.809,13.861500000000001,10.7745,35.5035,5.183000000000002,1.6305,8.571000000000002,2.5010000000000003,7.9315,2.1585,1.7985000000000029,76.672,0.585,121.90349999999998,103.30799999999999
8/8/2021 1:00,34.182,93.43578947368421,5.517894736842106,13.816315789473684,10.583157894736843,35.31578947368421,5.347894736842107,1.5547368421052632,7.683684210526316,2.4694736842105267,7.729473684210525,2.1178947368421053,1.7636842105263186,76.94578947368421,0.5957894736842105,120.60894736842104,108.01631578947368
8/8/2021 2:00,34.43052631578947,92.91111111111111,5.5294444444444455,13.796666666666667,10.543333333333333,35.114444444444445,5.349444444444446,1.4911111111111108,7.928333333333334,2.4333333333333336,7.502222222222222,2.0766666666666667,1.7305555555555587,77.22111111111111,0.5983333333333333,121.485,113.245
8/8/2021 3:00,34.07666666666667,92.47470588235294,5.611764705882353,13.708235294117648,10.510588235294119,34.88764705882353,5.2994117647058845,1.41,8.18,2.3917647058823532,7.250588235294117,2.028235294117647,1.6929411764705917,77.47117647058823,0.6135294117647059,121.07294117647058,119.08764705882353
8/8/2021 4:00,32.69176470588235,91.68125,5.598750000000001,13.708125,10.453750000000001,34.631875,5.240000000000002,1.4243749999999997,8.506875,2.3487500000000003,6.96375,1.9725000000000001,1.6468750000000034,77.59875000000001,0.6381249999999999,117.425,125.655625
8/8/2021 5:00,34.27,113.43,2.93,10.15,7.63,35.98,5.1,0.98,10.49,3.57,7.47,1.9093333333333335,1.59,90.17,0.27,46.14,18.1
8/8/2021 6:00,27.86,118.08,3.98,12.13,9.42,35.97,5.08,1.38,11.6,3.6,7.48,2.76,1.5,89.76,0.22,93.7,29.05
8/8/2021 7:00,42.7,121.21,4.04,11.24,9.2,35.97,5.45,1.67,20.16,3.6,7.53,1.8250000000000004,1.48,86.62,0.23,212.85,116.2
8/8/2021 8:00,75.98,130.49,9.69,13.43,14.82,35.98,5.0,0.58,9.09,2.94,6.54,1.63,1.82,84.17,0.21,201.03,121.3
8/8/2021 9:00,66.35,144.39,6.96,16.98,13.83,34.17,3.88,0.22,10.34,2.02,4.97,1.21,2.38,80.46,0.23,95.79,328.92
8/8/2021 10:00,42.3,164.29,5.48,13.7,10.71,33.0,3.35,1.5,7.87,2.03,4.98,1.2,2.42,75.73,0.28,230.01,239.08
8/8/2021 11:00,26.03,208.35,7.57,15.22,12.07,33.01,3.62,1.46,5.65,2.01,4.99,1.2,2.4,76.74,1.25,306.66,80.9
8/8/2021 12:00,19.14,133.68,3.84,13.73,9.32,33.06,0.6,0.84,7.96,1.97,5.04,1.2,2.38,89.8,1.05,145.82,40.08
8/8/2021 13:00,20.1,81.1,5.01,14.3,11.01,38.01,0.6,1.0,7.34,1.98,5.01,1.19,2.37,93.58,0.46,154.69,37.03
8/8/2021 14:00,15.06,47.01,5.37,14.18,11.49,38.0,0.6,1.59,1.1,1.97,5.0,1.18,2.43,94.82,0.52,272.0,31.8
8/8/2021 15:00,19.46,48.42,4.59,13.8,10.75,38.01,0.6,1.14,7.4,1.99,4.98,1.2,2.39,95.5,0.32,153.39,34.28
8/8/2021 16:00,18.57,39.05,5.43,14.81,11.92,38.01,4.95,0.99,7.16,2.0,5.0,1.2,2.4,95.95,0.23,238.68,38.15
8/8/2021 17:00,18.8,41.7,5.81,13.45,11.29,37.98,5.28,1.1,5.75,2.0,4.98,1.22,2.41,96.24,0.12,97.43,36.35
8/8/2021 18:00,15.78,34.34,3.19,12.24,9.0,37.99,5.1,1.3,3.92,1.98,5.0,1.19,2.4,96.1,0.46,74.67,24.72
8/8/2021 19:00,15.48,29.8,7.89,14.5,13.3,34.99,4.45,1.65,4.98,3.04,6.65,1.61,2.68,95.92,0.18,132.73,15.0
8/8/2021 20:00,17.34,33.52,4.83,12.77,10.07,33.01,4.42,2.81,2.17,3.72,7.83,1.86,2.99,96.04,0.34,88.14,14.1
8/8/2021 21:00,16.01,62.66,6.02,13.55,11.93,33.01,5.12,2.67,3.66,3.69,7.84,1.9,2.98,96.11,0.46,88.37,14.1
8/8/2021 22:00,36.42,70.35,6.93,15.11,12.8,33.01,5.18,2.29,4.74,3.68,7.81,1.87,2.96,96.08,0.41,113.78,14.1
8/8/2021 23:00,24.93,71.47,1.84,12.26,7.45,33.01,5.1,2.1,14.71,3.65,7.78,1.86,2.98,95.71,0.31,181.19,14.1
8/9/2021 0:00,29.63,78.82,6.84,14.64,11.48,32.95,5.22,1.81,6.26,3.71,7.81,1.93,3.01,95.81,0.58,138.12,14.1
8/9/2021 1:00,26.44,77.17,3.53,14.5,9.97,32.99,5.15,1.32,4.82,3.69,7.82,1.88,2.96,95.48,0.32,142.55,14.1
8/9/2021 2:00,21.44,70.3,5.83,13.44,11.47,33.0,5.07,1.03,4.23,3.74,7.8,1.89,2.99,95.36,0.47,165.33,14.1
8/9/2021 3:00,20.5,74.62,3.62,14.78,10.4,33.02,5.3,1.2,4.85,3.69,7.76,1.88,2.99,95.42,0.35,204.44,14.1
8/9/2021 4:00,16.8,69.55,5.29,12.85,10.46,33.0,4.53,1.53,5.01,3.69,7.76,1.9,2.97,95.96,0.21,177.05,14.1
8/9/2021 5:00,12.02,69.87,4.99,13.1,10.76,33.02,5.07,1.35,4.96,3.72,7.77,1.92,2.99,96.26,0.21,81.33,14.98
8/9/2021 6:00,11.38,73.54,4.54,14.2,11.1,33.01,5.25,1.44,5.17,3.69,7.82,1.9,2.95,96.26,0.36,109.8,34.05
8/9/2021 7:00,49.2,74.35,21.35,14.21,19.3,33.0,5.48,1.4,6.68,3.72,7.79,1.92,2.99,95.96,0.22,93.37,75.62
8/9/2021 8:00,28.78,73.0,6.59,15.58,13.01,33.0,4.75,1.45,8.38,3.69,7.72,1.92,2.97,94.98,0.57,60.37,112.95
8/9/2021 9:00,26.04,76.08,9.68,16.54,16.39,34.82,5.03,1.03,8.67,2.88,6.04,1.86,1.96,92.47,0.46,138.93,190.25
8/9/2021 10:00,38.72,81.95,9.7,12.07,13.19,36.01,3.12,1.88,27.74,2.42,5.08,1.88,1.33,85.04,0.52,205.63,279.15
8/9/2021 11:00,26.06,92.13,5.98,15.74,12.8,36.02,3.62,2.32,26.46,2.41,5.09,1.88,1.36,76.44,0.38,234.57,465.15
8/9/2021 12:00,42.41,131.85,6.82,13.88,12.26,36.02,4.7,2.02,25.68,2.39,5.13,1.87,1.37,68.98,0.7,101.75,339.2
8/9/2021 13:00,32.0,144.87,6.2204,14.009199999999998,11.7168,36.02,6.15,1.92,11.53,2.39,5.12,1.88,1.36,68.53,0.48,179.06,302.65
8/9/2021 14:00,32.32,140.62,6.319583333333333,14.020833333333334,11.816666666666665,35.82,5.08,1.27,16.53,2.41,5.13,1.9,1.36,67.06,0.7,65.82,244.02
8/9/2021 15:00,22.93,144.67,3.14,25.94,15.98,35.53,3.65,1.47,19.68,2.41,5.08,1.88,1.35,70.02,0.9,82.09,193.25
8/9/2021 16:00,43.7,130.25,4.66,17.62,12.96,37.89,5.15,1.61,20.73,1.68,4.46,1.62,1.15,72.63,1.1,108.06,152.62
8/9/2021 17:00,39.04,119.58,3.03,17.79,11.59,38.52,5.12,1.57,12.4,1.54,4.33,1.52,1.1,74.48,0.87,128.8,88.4
8/9/2021 18:00,52.84,112.67,7.44,18.12,15.5,38.48,4.08,0.99,29.43,1.51,4.32,1.51,1.13,78.63,0.98,161.05,29.98
8/9/2021 19:00,57.73,106.21,5.49,29.23,18.86,34.6856,1.12,1.14,19.05,1.53,4.3,1.53,1.08,82.72,1.01,175.79,14.32
8/9/2021 20:00,36.58,84.6,2.09,21.12,11.46,38.98,5.65,1.93,21.66,1.53,4.32,1.51,1.09,85.34,0.94,182.93,14.02
8/9/2021 21:00,26.95,77.51,5.79,19.63,14.9,44.42,10.18,1.84,23.86,3.46,7.78,2.07,3.31,87.15,0.88,186.34,14.08
8/9/2021 22:00,31.78,73.82,3.34,18.48,12.44,45.98,11.68,1.22,2.76,4.58,9.57,2.43,4.64,88.1,0.72,179.0,14.1
8/9/2021 23:00,45.64,64.23,3.48,17.05,11.84,45.95,11.6,1.12,4.42,4.56,9.59,2.41,4.69,88.81,0.78,183.26,14.1
8/10/2021 0:00,29.01,65.59,8.17,19.36,16.09,45.98,5.52,1.37,5.05,4.57,9.6,2.42,4.73,90.0,0.5,187.95,14.1
8/10/2021 1:00,25.43,62.12,7.24,17.38,15.01,46.0,5.78,1.37,2.88,4.58,9.6,2.45,4.72,90.59,0.36,196.33,14.1
8/10/2021 2:00,17.49,69.45,4.2,20.81,14.42,45.99,5.58,0.98,4.46,4.56,9.54,2.43,4.72,89.16,0.32,202.39,14.12
8/10/2021 3:00,16.62,70.37,4.37,15.02,11.19,45.98,5.55,0.92,4.18,4.56,9.6,2.37,4.74,86.16,0.45,206.44,14.2
8/10/2021 4:00,16.89,69.02,4.15,15.83,11.84,46.0,5.82,0.78,2.39,4.56,9.58,2.4,4.69,85.14,0.4,218.23,14.18
8/10/2021 5:00,34.4,70.17,4.05,16.59,12.06,46.0,5.98,0.88,2.55,4.56,9.62,2.46,4.69,84.38,0.52,222.77,13.82
8/10/2021 6:00,22.11,81.74,6.76,17.77,14.79,44.15,6.12,0.7,1.98,4.52,9.6,2.39,4.69,83.97,0.64,231.61,42.52
8/10/2021 7:00,19.66,80.0,5.94,16.21,13.36,39.98,6.25,0.68,3.91,4.54,9.6,2.36,4.73,80.29,0.87,250.32,87.22
8/10/2021 8:00,50.66,79.4,5.28,16.72,12.61,39.98,4.35,0.51,5.24,4.57,9.59,2.4,4.65,73.76,1.35,256.24,250.05
8/10/2021 9:00,42.62,83.18,10.7,16.73,17.13,39.97,4.07,0.45,6.55,4.56,9.62,2.34,4.68,66.82,1.87,267.37,404.45
8/10/2021 10:00,30.22,93.06,10.57,15.5,14.61,39.99,4.35,0.93,8.8,4.56,9.6,2.4,4.76,61.56,1.5,277.28,541.38
8/10/2021 11:00,38.44,115.65,4.24,16.05,11.92,39.98,4.5,0.59,11.99,4.6,9.6,2.43,4.7,60.44,1.1,287.25,439.55
8/10/2021 12:00,46.8,130.89,4.13,18.28,12.7,39.99,3.52,0.24,28.37,4.59,9.58,2.42,4.67,58.48,1.37,274.05,696.65
8/10/2021 13:00,29.03,142.86,3.24,16.51,11.1,39.98,2.35,1.03,27.73,1.86,6.9,1.44,2.71,56.25,1.05,294.68,673.5
8/10/2021 14:00,24.44,162.54,3.23,15.42,10.6,40.0,4.35,1.02,20.59,1.81,6.8,1.39,2.58,55.47,0.96,292.32,488.22
8/10/2021 15:00,36.59,166.19,2.81,15.56,10.18,39.97,4.97,1.1,16.41,1.83,6.82,1.39,2.59,55.07,1.02,297.63,317.1
8/10/2021 16:00,49.09,165.86,3.65,17.23,11.93,39.99,5.18,0.44,31.52,1.82,6.8,1.4,2.62,54.34,0.77,311.4,142.88
8/10/2021 17:00,81.06,171.13,2.83,15.9,9.25,40.02,4.22,0.37,22.53,1.81,6.8,1.34,2.62,55.62,0.44,317.02,59.35
8/10/2021 18:00,50.08,163.05,4.84,18.72,13.5,40.0,5.65,0.48,25.7,2.22,7.78,1.52,2.78,59.36,0.21,319.05,29.05
8/10/2021 19:00,72.68,165.11,4.84,24.78,16.64,42.24,2.02,0.14,24.38,2.99,10.0,1.92,3.2,62.6,0.1,218.96,14.28
8/10/2021 20:00,80.25,160.45,2.88,29.04,15.83,42.40347826086956,2.62,1.29,19.17,3.01,10.02,1.9,3.17,65.69,0.14,201.63,13.88
8/10/2021 21:00,60.98,191.98,5.61,22.51,16.23,44.02,4.7,2.93,19.16,3.73,12.14,2.66,4.18,70.0,0.39,207.95,13.88
8/10/2021 22:00,83.05,229.51,4.92,17.24,13.1,43.96,11.52,1.58,4.26,4.62,14.66,3.5,5.3,67.19,0.98,248.71,13.9
8/10/2021 23:00,73.21,213.41,4.38,15.58,11.73,43.98,12.9,1.23,22.78,4.6,14.67,3.46,5.3,65.37,1.06,258.9,13.9
8/11/2021 0:00,70.75,183.6,3.75,14.43,10.6,43.99,5.22,1.15,14.1,4.62,14.6,3.47,5.32,65.7,1.3,262.0,13.92
8/11/2021 1:00,43.49,152.36,3.69,13.74,10.26,43.99,5.22,0.95,7.58,4.57,14.65,3.48,5.3,66.51,1.38,261.46,14.0
8/11/2021 2:00,57.54,114.34,1.9,13.52,8.56,43.99,5.52,0.7,12.78,4.57,14.62,3.55,5.24,68.66,1.92,259.82,14.1
8/11/2021 3:00,39.1,95.1,2.31,13.72,8.92,44.0,5.57,0.75,17.5,4.61,14.59,3.48,5.32,70.36,1.29,257.64,14.08
8/11/2021 4:00,29.7,89.79,2.93,14.5,10.02,43.98,4.93,1.1,8.39,4.66,14.6,3.53,5.36,72.13,0.81,258.09,14.1
8/11/2021 5:00,21.75,75.99,4.92,17.16,13.06,43.98,4.9,1.96,7.14,4.68,14.54,3.5,5.32,73.2,1.04,252.1,14.8
8/11/2021 6:00,18.27,90.62,6.52,14.59,12.98,43.97,5.1,1.1,2.89,4.57,14.61,3.54,5.26,71.68,1.22,252.93,36.08
8/11/2021 7:00,25.93,100.01,4.99,13.44,11.13,43.97,5.1,0.82,8.25,4.64,14.6,3.51,5.33,65.31,2.14,260.91,82.55
8/11/2021 8:00,30.58,91.57,5.76,13.0,10.66,41.95,4.62,0.66,9.54,3.66,11.46,3.1,4.24,60.65,2.31,268.66,251.58
8/11/2021 9:00,26.54,98.74,5.4,13.7,11.6,38.0,4.3,0.13,4.39,1.61,4.8,2.18,1.89,56.16,2.5,269.05,437.25
