Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2),VWS (m/s)
1/1/2021 0:00,122.91,237.36,44.34,54.73,99.08,39.6,12.35,1.26,56.18,20.27,18.4,4.52,20.6,18.89,57.5,0.48,226.47,0.0,50.99,0.05
1/2/2021 0:00,202.91,352.27,61.3,70.56,131.88,43.22,13.53,1.7,46.58,25.95,19.63,5.71,22.48,18.55,59.87,0.33,264.16,0.0,49.79,0.04
1/3/2021 0:00,201.11,346.93,126.6,69.79,196.39,51.45,8.11,2.16,43.68,28.37,31.63,8.0,36.37,19.07,65.9,0.21,193.85,0.0,49.87,0.04
1/4/2021 0:00,140.19,250.07,65.66,65.96,131.8,44.01,10.03,1.73,41.24,31.91,26.23,8.08,30.92,20.51,64.64,0.25,155.85,0.0,51.5,0.05
1/5/2021 0:00,100.69,195.65,48.95,53.36,102.31,41.4,10.43,1.31,41.56,27.0,25.75,7.92,29.06,21.65,64.37,0.28,197.01,0.0,51.45,0.05
1/6/2021 0:00,133.03,252.27,82.03,65.18,147.23,46.7,8.88,1.96,40.71,36.21,36.32,9.52,41.9,22.35,68.58,0.18,166.16,0.0,49.47,0.04
1/7/2021 0:00,126.6,224.91,49.24,65.89,115.54,44.37,18.76,1.45,44.04,18.74,21.48,9.21,30.68,23.73,63.2,0.17,223.16,0.0,46.7,0.04
1/8/2021 0:00,90.71,123.13,28.23,53.29,81.52,39.64,14.16,0.99,38.77,19.55,18.72,5.29,20.45,23.97,55.83,0.36,213.24,0.0,50.03,0.05
1/9/2021 0:00,89.35,127.65,24.69,35.94,60.64,38.02,10.78,0.84,56.53,11.59,11.99,3.07,11.76,23.48,59.5,0.22,223.27,0.0,49.29,0.03
1/10/2021 0:00,83.83,210.11,24.71,30.77,55.44,38.17,10.38,0.85,48.33,9.63,7.27,2.79,9.38,24.08,65.63,0.35,258.21,0.0,51.36,0.04
1/11/2021 0:00,90.98,144.49,24.13,33.43,57.57,37.97,14.64,0.9,39.84,13.68,13.06,5.36,16.19,23.84,71.67,0.4,210.52,0.0,47.29,0.05
1/12/2021 0:00,90.01,132.41,24.29,21.71,46.12,37.12,8.98,0.71,64.42,11.4,10.28,2.74,10.44,22.02,66.03,0.39,216.89,0.0,50.95,0.03
1/13/2021 0:00,100.14,144.77,24.83,16.44,41.28,35.0,4.98,0.64,73.85,7.65,7.28,1.45,6.09,19.26,65.17,0.38,206.4,0.0,50.27,0.0
1/14/2021 0:00,118.47,158.21,25.0,23.65,48.65,35.57,7.13,0.76,67.11,8.32,8.2,1.34,5.84,19.45,61.07,0.38,215.03,0.0,48.74,0.01
1/15/2021 0:00,127.06,240.18,24.64,34.94,59.58,34.98,10.0,0.87,67.41,12.49,11.09,2.46,11.31,18.97,58.34,0.25,242.08,0.0,48.85,0.03
1/16/2021 0:00,150.08,233.53,24.19,28.36,52.58,34.72,9.18,0.98,60.53,14.4,11.72,3.1,11.32,18.21,69.35,0.37,209.44,0.0,46.87,0.03
1/17/2021 0:00,178.07,281.36,24.19,34.13,58.32,36.13,8.98,1.13,51.67,13.25,8.94,2.33,9.71,17.98,70.77,0.35,224.63,0.0,47.98,0.04
1/18/2021 0:00,166.83,256.61,34.83,48.91,83.74,37.8,10.35,1.3,45.7,12.82,12.52,3.1,12.98,16.75,76.61,0.24,257.5,0.0,49.75,0.04
1/19/2021 0:00,143.33,210.59,19.38,35.95,55.32,34.16,8.44,0.91,53.13,7.39,7.45,1.57,7.91,18.948571428571427,80.97,0.24,168.94,0.0,45.96,0.03
1/20/2021 0:00,100.26,158.78,26.44,53.86,80.3,28.99,13.17,0.96,39.42,16.55,11.56,4.15,16.48,18.436666666666664,83.38,0.4,230.4,0.0,42.75,0.04
1/21/2021 0:00,133.27,196.0,47.12,67.5,114.62,27.77,13.83,1.08,53.78,22.55,18.14,5.05,18.11,22.18,55.65,0.34,236.9,0.0,54.63,0.04
1/22/2021 0:00,118.4,186.14,31.84,61.77,93.61,25.69,8.82,0.9,62.92,16.99,12.48,3.47,12.68,19.85,57.38,0.33,243.11,0.0,51.85,0.03
1/23/2021 0:00,132.64,220.18,25.29,67.63,92.92,29.26,12.17,1.1,45.91,15.23,12.06,3.85,13.13,18.44,72.91,0.37,275.98,0.0,55.7,0.04
1/24/2021 0:00,133.56,220.01,17.66,52.53,70.08,31.31,14.73,0.89,69.87,10.1,7.06,1.85,7.54,21.46,65.26,0.46,180.32,0.0,59.8,0.01
1/25/2021 0:00,143.58,234.66,18.39,60.46,79.01,31.27,17.66,0.99,43.46,14.27,11.66,2.89,11.85,20.93,71.07,0.33,172.83,0.0,44.49,0.04
1/26/2021 0:00,125.65,213.15,21.97,58.61,80.82,30.32,12.65,0.98,35.0,12.4,8.54,2.5,8.92,18.75,77.06,0.54,191.72,0.0,53.07,0.06
1/27/2021 0:00,122.12,217.75,21.13,67.7,88.3,28.85,16.57,0.88,44.18,12.02,10.34,2.3,9.57,18.17,62.06,0.56,235.88,0.0,52.45,0.06
1/28/2021 0:00,108.97,208.03,25.75,61.12,83.26,30.17,13.1,0.88,46.13,14.18,12.8,3.05,11.66,17.74,61.17,0.54,190.82,0.0,56.94,0.05
1/29/2021 0:00,120.54,208.4,13.85,64.27,79.42,31.33,11.66,0.95,40.69,12.65,11.48,2.82,10.28,18.84,63.36,0.39,272.88,0.0,56.87,0.04
1/30/2021 0:00,146.57,266.42,24.24,72.84,97.92,31.75,17.73,1.25,35.7,16.35,15.72,2.92,11.63,17.93,58.9,0.46,240.56,0.0,52.64,0.05
1/31/2021 0:00,139.16,236.41,9.17,57.17,66.8,30.73,11.18,0.93,63.84,12.71,8.1,2.96,9.97,17.11,56.49,0.53,210.95,0.0,55.32,0.05
2/1/2021 0:00,134.54,217.44,19.61,65.61,86.85,30.03,10.59,1.14,54.88,19.01,13.84,3.75,13.17,16.97,56.51,0.42,272.7,0.0,59.92,0.04
2/2/2021 0:00,137.62,239.69,67.95,91.04,158.98,29.05,11.02,1.42,48.65,28.09,26.02,6.46,22.2,18.08,52.5,0.37,215.29,0.0,60.41,0.04
2/3/2021 0:00,156.4,267.83,88.7,99.78,173.45,25.58,15.39,1.64,45.04,31.52,29.99,6.48,26.37,18.24,53.15,0.36,224.5,0.0,54.67,0.05
2/4/2021 0:00,151.52,262.53,51.68,93.09,143.77,28.41,13.99,1.3,40.41,30.26,29.12,11.56,30.28,19.38,51.49,0.3,215.52,0.0,54.36,0.05
2/5/2021 0:00,140.08,229.08,74.91,90.33,165.31,30.18,13.36,1.65,39.57,21.68,21.24,6.63,23.22,20.48,53.42,0.21,181.98,0.0,56.18,0.04
2/6/2021 0:00,119.32,222.96,64.2,73.51,138.67,34.68,21.4,1.14,46.88,19.86,19.96,5.55,20.26,21.32,54.81,0.54,202.05,0.0,54.83,0.05
2/7/2021 0:00,58.0,120.06,21.13,56.76,77.48,32.63,12.52,0.77,52.06,7.57,8.56,2.76,10.48,20.14,58.8,0.6,231.39,0.0,58.93,0.05
2/8/2021 0:00,82.37,173.46,36.21,66.04,106.31,33.08,14.6,1.01,50.67,17.72,15.62,3.56,13.97,20.13,52.47,0.59,264.31,0.0,66.8,0.05
2/9/2021 0:00,120.25,206.46,112.43,83.86,191.04,34.36,14.35,1.68,46.53,31.21,31.9,7.8,31.03,20.59,51.65,0.29,197.25,0.0,69.97,0.04
2/10/2021 0:00,153.07,273.72,103.91,87.88,192.61,38.12,13.77,1.42,56.92,28.89,33.73,8.77,32.99,21.21,56.11,0.23,187.77,0.0,61.45,0.04
2/11/2021 0:00,88.36,164.76,18.35,72.89,91.24,37.11,13.27,0.95,45.96,15.0,12.9,4.41,14.78,21.86,66.12,0.29,225.07,0.0,64.56,0.04
2/12/2021 0:00,88.23,137.45,22.33,68.3,89.51,36.5,11.71,0.94,48.78,19.92,14.96,5.04,15.41,22.75,63.63,0.32,238.23,0.0,61.44,0.04
2/13/2021 0:00,96.13,160.66,14.3,63.92,79.16,36.76,12.28,0.84,50.65,14.63,12.97,4.28,15.69,23.39,69.97,0.25,201.89,0.0,62.63,0.03
2/14/2021 0:00,80.1,121.74,9.24,41.47,50.66,33.88,8.44,0.63,51.1,5.93,5.11,1.34,5.52,23.14,79.35,0.34,207.63,0.0,57.93,0.04
2/15/2021 0:00,68.19,124.8,32.33,56.55,87.42,35.27,10.05,0.92,40.05,13.27,13.26,3.16,12.2,24.03,70.01,0.29,208.08,0.0,63.47,0.04
2/16/2021 0:00,83.41,153.71,11.85,49.95,61.55,33.02,13.66,0.75,57.39,8.9,8.43,3.12,10.61,24.45,66.12,0.25,242.09,0.0,62.4,0.04
2/17/2021 0:00,114.31,241.77,15.32,61.48,74.94,32.72,17.09,1.19,35.14,13.35,10.37,3.43,11.96,22.54,71.46,0.48,273.99,0.0,53.44,0.05
2/18/2021 0:00,106.31,192.88,54.32,66.53,120.85,35.46,11.82,1.49,51.91,20.92,23.97,7.17,25.16,23.61,57.04,0.28,245.54,0.0,62.85,0.03
2/19/2021 0:00,112.87,225.92,62.3,63.61,127.73,35.77,11.79,1.22,42.45,17.77,21.87,7.67,24.91,24.74,54.07,0.32,204.11,0.0,62.27,0.03
2/20/2021 0:00,134.67,247.2,15.94,68.05,84.31,39.03,11.63,1.09,34.25,14.34,12.1,3.97,13.81,23.26,57.71,0.32,233.71,0.0,44.48,0.04
2/21/2021 0:00,101.95,193.28,42.09,69.88,112.95,37.46,15.45,1.05,47.26,9.13,11.69,3.94,12.94,23.62,50.23,0.31,201.52,0.0,60.69,0.04
2/22/2021 0:00,114.31,216.23,29.77,69.7,99.69,35.33,16.38,1.11,55.48,15.24,16.4,4.59,17.05,24.52,50.18,0.3,218.47,0.0,63.52,0.03
2/23/2021 0:00,81.61,170.84,7.18,37.71,42.34,32.47,16.5,0.71,60.84,8.33,8.35,3.18,10.3,24.83,58.55,0.25,226.69,0.0,60.64,0.04
2/24/2021 0:00,89.96,175.15,38.7,65.46,105.18,28.84,12.74,1.21,51.87,13.53,12.46,4.27,16.17,25.05,67.19,0.39,270.06,0.0,65.89,0.04
2/25/2021 0:00,87.42,164.54,13.05,55.95,69.5,28.67,16.29,0.7,68.39,7.39,8.25,2.67,9.72,26.83,52.57,0.39,248.56,0.0,68.47,0.04
2/26/2021 0:00,72.03,140.48,19.78,49.86,65.17,26.4,12.64,0.83,67.27,6.8,6.81,2.05,7.3,26.79,60.48,0.26,204.67,0.0,67.64,0.04
2/27/2021 0:00,71.51,152.48,21.27,54.91,76.8,24.81,14.64,0.69,60.75,13.6,9.57,3.47,10.88,28.9,44.33,0.46,243.23,0.0,81.25,0.04
2/28/2021 0:00,59.3,120.88,7.73,31.81,39.68,25.9,11.67,0.54,68.15,3.99,3.9,1.25,4.29,28.17,59.81,0.36,226.72,0.0,68.63,0.03
3/1/2021 0:00,53.68,109.31,6.79,26.72,33.12,24.47,9.93,0.55,51.42,11.74,6.51,2.51,8.34,28.0,66.04,0.46,210.84,0.0,73.42,0.02
3/2/2021 0:00,62.73,123.08,7.0,19.74,26.6,19.53,10.19,0.54,44.77,5.54,4.96,1.38,5.24,27.0,76.25,0.51,188.62,0.0,68.9,0.02
3/3/2021 0:00,51.65,114.14,12.68,36.15,48.17,22.05,12.89,0.76,64.86,8.27,7.82,2.73,9.56,26.65,48.54,0.56,196.47,0.0,71.3,0.05
3/4/2021 0:00,73.77,149.42,7.95,34.12,41.01,23.1,20.49,0.68,85.24,7.38,7.81,2.18,7.76,26.83,51.42,0.33,224.53,0.0,69.18,0.03
3/5/2021 0:00,55.62,111.48,6.06,15.83,21.81,21.05,10.56,0.49,61.34,2.94,2.87,0.7,2.52,27.01,75.01,0.5,203.3,0.0,66.55,0.0
3/6/2021 0:00,62.98,141.09,7.54,31.09,38.15,20.87,13.66,0.7,68.83,2.1,3.27,1.04,3.69,28.03,50.59,0.41,242.25,0.0,66.1,0.03
3/7/2021 0:00,70.37,149.62,6.26,21.31,27.89,19.86,10.5,0.62,65.23,5.994285714285714,5.305714285714286,1.6842857142857142,5.914285714285714,27.7,62.69,0.5,177.89,0.0,73.22,0.01
3/8/2021 0:00,47.07,106.38,5.92,16.89,23.15,21.38,13.59,0.47,67.05,2.59,3.2,0.58,2.41,27.14,76.8,0.48,178.12,0.0,74.1,0.0
3/9/2021 0:00,27.51,68.12,6.92,19.73,26.92,17.42,7.88,0.43,30.8,2.4,2.93,0.71,2.5,26.66,82.52,0.52,189.66,0.0,68.14,0.0
3/10/2021 0:00,18.35,51.33,7.68,21.29,28.88,15.85,8.01,0.42,22.02,2.99,3.67,1.12,3.79,26.56,84.07,0.57,176.82,0.0,60.49,0.0
3/11/2021 0:00,26.4,65.5,7.31,20.32,27.66,15.28,7.42,0.43,25.88,3.49,4.05,0.97,3.7,27.01,85.2,0.47,195.0,0.0,67.25,0.03
3/12/2021 0:00,31.63,75.14,10.76,27.8,40.37,15.01,7.29,0.61,27.46,4.75,5.71,1.74,5.7,26.93,80.83,0.36,223.75,0.0,67.92,0.04
3/13/2021 0:00,51.72,146.41,11.5,36.15,47.31,17.93,10.94,0.66,42.68,8.05,8.59,2.35,8.11,25.92,72.15,0.8,276.75,0.0,69.74,0.04
3/14/2021 0:00,53.48,107.02,10.84,42.47,53.24,18.65,11.18,0.76,64.34,7.93,6.78,2.58,7.98,26.59,54.08,0.36,237.65,0.0,85.13,0.04
3/15/2021 0:00,60.82,115.33,8.36,33.74,42.1,19.31,24.83,0.59,81.87,4.95,4.18,2.28,6.52,27.85,55.32,0.33,277.98,0.0,81.46,0.03
3/16/2021 0:00,66.3,141.84,27.78,44.02,70.11,17.3,10.63,0.89,55.64,13.01,13.36,4.47,14.41,27.89,58.09,0.42,269.85,0.0,77.64,0.04
3/17/2021 0:00,83.18,186.56,13.39,45.67,58.51,18.81,16.88,0.62,57.89,9.33,9.19,4.25,13.27,29.13,50.93,0.3,239.28,0.0,77.95,0.04
3/18/2021 0:00,87.38,179.31,21.08,53.0,74.71,17.42,12.29,0.86,51.08,13.45,9.32,4.38,12.65,29.12,49.23,0.43,244.96,0.0,84.88,0.04
3/19/2021 0:00,99.33,213.65,31.11,67.07,100.03,16.8,12.18,0.93,55.02,12.43,13.41,4.62,14.9,29.58,46.08,0.3,235.42,0.0,92.3,0.04
3/20/2021 0:00,127.01,265.04,11.59,58.08,70.68,19.85,15.94,0.97,60.0,12.94,11.41,3.41,13.1,30.37,48.62,0.31,225.04,0.0,75.56,0.04
3/21/2021 0:00,111.99,221.01,6.99,39.43,46.4,24.17,14.0,0.85,54.58,5.81,4.56,1.31,5.45,30.15,60.58,0.33,190.56,0.0,79.38,0.03
3/22/2021 0:00,93.48,193.02,7.93,49.75,57.15,24.84,11.3,0.96,48.78,8.82,9.56,2.33,9.25,30.71,56.67,0.31,214.96,0.0,79.46,0.03
3/23/2021 0:00,94.98,189.11,9.58,38.52,48.08,23.16,16.87,0.72,58.71,5.72,5.31,1.78,6.3,30.77,51.99,0.25,199.14,0.0,81.71,0.03
3/24/2021 0:00,78.08,159.75,7.14,32.1,41.81,22.07,10.8,0.79,56.77,4.56,4.71,2.62,8.49,30.4,58.14,0.35,235.26,0.0,88.67,0.03
3/25/2021 0:00,98.88,187.51,12.17,39.92,52.52,24.97,13.57,0.83,52.16,10.01,9.48,2.98,9.68,31.27,37.05,0.45,213.04,0.0,94.79,0.05
3/26/2021 0:00,81.68,169.98,9.07,36.39,44.3,27.07,17.08,0.71,62.38,8.47,7.39,2.44,8.28,30.79,34.0,0.3,211.7,0.0,78.84,0.03
3/27/2021 0:00,90.42,191.87,7.05,36.28,43.28,31.07,14.25,0.73,79.34,10.41,7.91,3.12,9.58,30.42,38.82,0.37,210.92,0.0,93.63,0.03
3/28/2021 0:00,74.58,146.88,6.53,22.84,28.61,20.77,10.35,0.59,54.7,7.685714285714285,6.988571428571428,2.3685714285714283,8.147142857142857,29.15,65.72,0.46,199.96,0.0,86.56,0.01
3/29/2021 0:00,52.55,104.68,7.72,18.43,24.0,18.06,11.56,0.52,31.25,3.25,3.34,0.77,3.05,29.35,76.53,0.42,169.21,0.0,102.47,-0.01
3/30/2021 0:00,50.87,114.91,10.04,20.33,30.38,13.41,20.38,0.64,32.51,2.69,2.59,0.58,2.52,31.35,74.12,0.43,165.24,0.0,116.28,-0.02
3/31/2021 0:00,62.01,130.5,10.48,22.4,32.96,18.59,16.42,0.69,55.5,2.21,2.41,0.47,2.53,31.36,66.55,0.35,219.34,0.0,90.47,0.02
4/1/2021 0:00,60.45,141.99,7.18,20.87,28.05,3.37,8.5,0.55,60.16,6.173333333333333,5.52,1.7266666666666663,5.94,30.8,63.71,0.45,178.83,0.0,95.09,0.0
4/2/2021 0:00,48.79,126.4,7.02,18.53,25.55,7.21,6.7,0.43,47.69,3.05,3.45,0.73,3.2,29.71,70.9,0.58,165.69,0.0,96.17,-0.01
4/3/2021 0:00,70.58,147.69,7.47,19.5,26.9,17.71,3.28,0.54,33.8,7.83,7.15,1.92,6.64,30.07,70.48,0.54,220.91,0.0,98.24,0.01
4/4/2021 0:00,40.49,116.21,8.43,19.29,27.72,17.59,5.51,0.44,49.89,2.66,2.62,0.56,2.4,29.45,62.53,0.59,219.9,0.0,92.32,0.01
4/5/2021 0:00,39.44,86.25,8.23,30.53,38.6,16.88,7.31,0.49,53.05,3.63,4.3,1.25,4.43,27.88,60.6,0.36,218.59,0.0,94.27,0.02
4/6/2021 0:00,35.97,79.16,7.9,18.45,26.36,17.66,6.08,0.46,46.65,2.45,2.58,0.56,2.56,28.68,69.0,0.43,192.41,0.0,103.57,-0.01
4/7/2021 0:00,31.41,89.63,10.82,15.44,26.25,22.21,4.62,0.37,37.24,1.95,1.97,0.39,1.59,28.56,76.32,0.84,154.95,0.0,99.38,-0.06
4/8/2021 0:00,32.67,86.15,11.76,14.6,26.37,22.67,3.15,0.38,32.64,1.81,1.77,0.33,1.36,28.65,79.86,0.71,154.13,0.0,91.16,-0.05
4/9/2021 0:00,38.23,75.86,8.26,15.47,23.45,23.18,4.01,0.4,35.43,2.39,2.29,0.42,1.91,28.98,76.25,0.53,192.76,0.0,84.98,-0.01
4/10/2021 0:00,51.83,104.09,7.43,14.99,22.39,23.24,4.59,0.54,38.36,3.91,3.11,0.87,2.7,29.35,77.67,0.35,200.87,0.0,84.69,0.02
4/11/2021 0:00,30.39,73.56,7.19,15.63,22.86,25.16,7.88,0.43,44.2,2.05,2.22,0.56,2.27,29.86,64.23,0.36,206.06,0.0,99.53,0.01
4/12/2021 0:00,37.06,77.31,7.71,18.26,26.01,22.18,7.59,0.43,37.08,2.55,2.34,0.61,2.24,30.28,67.73,0.37,225.02,0.0,97.55,0.02
4/13/2021 0:00,26.83,59.02,8.26,14.99,23.25,18.7,5.09,0.4,30.2,2.11,2.2,0.45,1.7,30.08,73.91,0.36,183.25,0.0,94.98,-0.01
4/14/2021 0:00,24.95,59.32,8.79,13.8,22.59,20.59,5.8,0.37,16.33,2.16,3.53,0.38,1.5,30.32,73.55,0.39,185.62,0.0,101.05,-0.02
4/15/2021 0:00,30.09,61.64,8.96,14.77,23.72,21.68,5.29,0.38,12.06,2.08,1.86,0.41,1.63,30.09,73.55,0.43,168.44,0.0,83.05,-0.02
4/16/2021 0:00,33.05,72.58,8.34,18.5,26.83,20.51,5.64,0.43,39.57,2.48,2.32,0.55,2.17,29.84,70.1,0.4,183.83,0.0,71.81,0.0
4/17/2021 0:00,31.11,74.38,7.91,16.6,24.51,18.32,4.61,0.35,44.37,2.63,2.58,0.68,2.52,28.65,70.13,0.8,177.05,0.0,100.32,-0.02
4/18/2021 0:00,22.85,54.91,7.12,15.09,22.21,17.6,6.49,0.31,46.37,1.66,1.91,0.39,1.54,28.51,71.93,0.41,181.69,0.0,93.81,0.0
4/19/2021 0:00,32.81,76.06,7.06,18.61,25.67,18.03,9.15,0.36,66.45,4.16,3.25,0.75,2.64,30.48,58.09,0.38,251.62,0.0,103.8,0.02
4/20/2021 0:00,27.78,62.77,7.85,12.68,20.53,15.4,3.94,0.36,43.25,1.57,2.08,0.49,1.7,30.5,77.19,0.39,165.93,0.0,101.12,-0.02
4/21/2021 0:00,29.73,70.08,7.81,16.07,23.88,14.57,4.72,0.33,45.62,1.77,1.83,0.33,1.45,30.15,77.22,0.61,175.81,0.0,99.23,-0.03
4/22/2021 0:00,41.02,82.23,7.6,32.81,40.4,19.57,9.25,0.6,55.6,8.31,6.84,1.7,5.92,27.28,78.85,0.38,259.84,0.0,70.53,0.03
4/23/2021 0:00,74.36,145.62,18.1,61.42,79.53,17.05,11.04,0.92,20.91,13.3,15.73,4.93,14.48,30.02,55.47,0.49,279.72,0.0,100.33,0.05
4/24/2021 0:00,65.71,122.6,7.42,24.93,32.35,20.85,7.79,0.51,62.49,7.79,4.54,1.72,5.51,31.88,53.08,0.29,210.78,0.0,102.82,0.02
4/25/2021 0:00,81.16,143.26,8.15,24.88,33.03,20.58,6.69,0.47,43.43,4.45,2.92,0.95,2.46,31.95,60.94,0.42,160.5,0.0,96.42,-0.02
4/26/2021 0:00,43.55,92.75,7.39,15.77,23.15,20.48,7.34,0.33,51.7,1.73,1.76,0.36,1.46,31.54,63.93,0.4,165.88,0.0,94.27,-0.02
4/27/2021 0:00,52.48,105.39,8.05,17.87,25.89,17.38,4.16,0.38,39.77,4.27,3.03,0.95,2.71,30.99,75.8,0.4,187.84,0.0,97.39,-0.01
4/28/2021 0:00,36.53,81.27,7.98,13.61,21.73,18.61,2.28,0.34,35.69,1.58,1.75,0.41,1.55,30.92,77.83,0.52,163.79,0.0,117.55,-0.02
4/29/2021 0:00,59.55,109.85,7.89,20.65,27.53,17.39,4.55,0.48,40.88,4.32,3.81,0.81,2.75,31.97,52.2,0.49,188.21,0.0,130.47,-0.02
4/30/2021 0:00,36.33,88.73,7.77,14.48,22.26,15.88,4.91,0.29,38.94,2.61,2.81,0.51,1.99,30.18,64.11,0.58,198.88,0.0,101.22,-0.01
5/1/2021 0:00,35.2,80.51,7.38,16.6,23.97,17.2,9.84,0.33,77.41,2.75,2.97,0.52,2.01,30.16,52.78,0.42,191.07,0.0,98.99,0.0
5/2/2021 0:00,14.56,102.73,10.56,21.23,31.77,13.92,6.25,0.46,41.2,2.75,2.92,0.66,2.62,28.51,75.56,0.62,189.91,0.0,89.94,-0.01
5/3/2021 0:00,23.08,50.42,6.2,20.75,26.87,17.69,8.47,0.37,68.56,2.62,2.77,0.56,2.57,28.12,65.06,0.54,227.63,0.0,100.69,0.01
5/4/2021 0:00,30.06,56.59,4.75,24.57,29.33,15.5,4.66,0.52,50.86,5.19,5.2,0.96,3.87,25.31,84.82,0.42,215.99,0.0,82.53,0.02
5/5/2021 0:00,27.19,51.91,4.45,18.4,22.85,13.11,6.61,0.36,47.7,3.86,3.8,0.81,3.41,26.71,79.69,0.62,199.79,0.0,84.94,0.01
5/6/2021 0:00,20.58,40.9,4.52,18.09,22.63,16.42,6.72,0.37,44.41,2.51,2.7,0.49,2.37,28.07,72.24,0.4,188.8,0.0,95.95,0.02
5/7/2021 0:00,19.99,47.22,4.8,17.88,22.69,15.66,7.3,0.34,36.96,2.73,2.61,0.37,2.12,28.26,73.32,0.5,177.44,0.0,98.08,0.02
5/8/2021 0:00,30.19,57.43,5.17,19.81,24.84,15.73,7.0,0.37,42.7,3.88,3.67,0.51,2.77,29.64,70.27,0.41,206.66,0.0,98.75,0.03
5/9/2021 0:00,19.07,36.77,4.78,14.93,19.71,14.93,6.07,0.35,26.71,2.65,2.45,0.37,2.16,27.53,85.9,0.44,230.21,0.0,100.76,0.01
5/10/2021 0:00,24.7,44.21,5.84,17.94,23.77,16.37,4.91,0.37,28.59,2.35,2.45,0.38,2.16,27.76,83.2,0.59,196.59,0.0,136.55,0.0
5/11/2021 0:00,19.56,42.3,6.43,15.09,21.52,13.73,4.58,0.34,29.91,2.91,3.26,0.37,2.11,26.26,92.15,0.75,167.99,0.0,145.33,-0.02
5/12/2021 0:00,26.3,41.42,6.37,21.97,28.34,15.34,5.46,0.46,35.11,3.72,4.96,1.01,4.68,26.37,87.44,0.45,214.3,0.0,221.36,0.02
5/13/2021 0:00,26.23,54.44,7.3,24.92,32.22,14.09,4.27,0.47,34.18,3.72,5.16,1.43,6.38,26.85,85.04,0.34,235.24,0.0,128.11142857142858,0.03
5/14/2021 0:00,31.74,61.38,5.91,17.36,23.28,15.44,4.73,0.38,44.78,2.8,5.28,2.73,10.96,29.45,77.12,0.32,200.86,0.0,133.47166666666666,0.02
5/15/2021 0:00,26.06,170.58,6.09,13.19,19.28,14.38,5.44,0.28,30.53,1.55,2.06,0.42,2.2,30.78,83.22,0.39,168.56,0.0,102.57,-0.01
5/16/2021 0:00,13.79,31.7,6.33,10.61,16.95,11.17,5.74,0.21,17.85,0.82,1.12,0.1,0.78,30.9,82.83,0.46,160.79,0.0,157.42,-0.02
5/17/2021 0:00,15.49,33.65,6.27,9.74,16.01,10.27,6.29,0.26,19.21,0.9,1.2,0.15,0.86,31.51,79.45,0.37,189.57,0.0,331.13,-0.01
5/18/2021 0:00,16.12,39.02,6.22,9.74,15.91,11.56,6.01,0.28,21.81,0.96,1.22,0.13,0.77,31.42,79.67,0.39,199.73,0.0,425.46,0.0
5/19/2021 0:00,18.87,38.04,6.17,11.28,17.53,12.1,6.59,0.28,19.98,1.11,1.38,0.23,1.1,30.98,80.47,0.27,198.37,0.0,285.11,0.01
5/20/2021 0:00,15.65,39.47,6.14,8.24,14.37,13.41,6.13,0.24,15.91,0.73,1.1,0.08,0.58,31.47,77.65,0.42,172.74,0.0,131.42,0.0
5/21/2021 0:00,17.44,35.94,7.02,9.03,16.08,16.76,4.99,0.25,15.27,0.83,1.15,0.07,0.59,31.61,74.13,0.4,183.39,0.0,320.51,0.01
5/22/2021 0:00,42.39,65.96,7.85,11.99,19.86,16.03,2.25,0.39,14.95,2.63,2.59,0.5,1.75,31.3,78.79,0.36,194.39,0.0,207.52,0.01
5/23/2021 0:00,30.13,57.99,7.74,17.18,24.94,12.84,3.26,0.48,26.14,2.71,3.57,1.75,6.0,32.56,71.66,0.43,277.29,0.0,265.51000000000005,0.04
5/24/2021 0:00,27.08,50.74,7.44,17.58,24.96,13.03,3.24,0.43,19.17,3.18,5.09,1.01,4.63,28.05,91.58,1.15,251.05,0.0,114.14,0.04
5/25/2021 0:00,14.97,34.2,6.95,16.4,23.35,15.37,5.21,0.32,16.15,1.5,2.38,0.43,2.2,27.22,97.54,0.98,238.11,0.0,90.45,-0.04
5/26/2021 0:00,17.21,36.47,6.39,8.08,14.46,19.4,5.34,0.31,33.28,1.42,1.83,0.13,0.97,26.71,97.94,3.61,144.03,0.0,103.04,-0.09
5/27/2021 0:00,19.96,47.56,6.48,8.6,15.09,16.06,5.01,0.31,30.82,0.98,1.2,0.08,0.82,26.93,98.01,2.2,136.79,0.0,67.15,-0.06
5/28/2021 0:00,22.83,53.76,6.89,8.71,15.61,19.74,5.41,0.27,22.76,0.81,1.04,0.09,0.72,29.64,89.89,2.22,128.23,0.0,168.39,-0.07
5/29/2021 0:00,27.05,55.53,7.61,8.81,16.42,58.04,5.09,0.26,22.26,0.96,2.64,0.48,1.8,29.96,87.5,1.05,143.57,0.0,172.7,-0.01
5/30/2021 0:00,28.87,52.78,7.91,8.66,16.57,71.39,4.96,0.27,22.01,0.87,1.07,0.08,0.66,30.26,90.47,1.04,133.37,0.0,171.8,-0.02
