Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2),VWS (m/s)
11/29/2022 0:00,86.09,175.28,12.14,64.73,76.86,28.99,18.17,0.84,46.27,23.12,26.57,5.22,7.11,24.5,62.9,0.74,307.91,0.0,106.57,0.07
11/30/2022 0:00,95.0,191.11,16.95,56.62,72.76,29.0,25.55,1.06,46.61,29.85,35.12,5.25,7.25,25.55,58.53,0.77,308.0,0.0,137.48,0.07
12/1/2022 0:00,97.62,197.38,12.02,57.17,69.18,28.61,22.25,1.0,44.71,22.28,27.26,5.74,7.8,24.65,59.35,0.86,315.29,0.0,146.81,0.07
12/2/2022 0:00,130.51,227.62,46.78,92.07,138.83,32.64,22.88,1.54,43.81,37.96,38.47,8.04,9.82,23.36,55.38,0.76,287.6,0.0,80.79,0.06
12/3/2022 0:00,135.04,236.27,11.28,80.8,92.07,29.18,30.22,1.03,61.12,24.28,27.44,4.52,6.09,22.32,53.43,0.73,293.8,0.0,165.83,0.06
12/4/2022 0:00,121.64,217.11,21.06,83.18,104.25,30.16,21.98,1.03,58.1,16.26,18.27,3.79,5.25,21.75,59.23,0.78,297.96,0.0,186.85,0.06
12/5/2022 0:00,124.86,217.23,12.22,59.48,71.7,31.16,22.28,0.96,48.14,13.79,15.74,3.49,4.91,21.91,63.95,0.85,307.16,0.0,209.28,0.06
12/6/2022 0:00,102.02,198.87,10.86,18.47,29.32,32.96,23.76,0.91,46.51,13.43,15.65,5.14,5.95,21.96,66.12,0.95,317.14,0.0,163.96,0.07
12/7/2022 0:00,143.09,247.74,10.61,20.08,30.57,36.42,24.35,1.2,49.14,17.25,17.09,4.13,5.42,20.91,64.35,0.79,287.65,0.0,145.57,0.06
12/8/2022 0:00,133.89,235.11,15.23,20.26,35.49,34.12,24.15,1.16,42.88,20.66,20.02,5.07,6.92,20.99,66.58,0.8,305.63,0.0,110.43,0.07
12/9/2022 0:00,124.77,233.62,18.9,21.02,39.91,35.03,16.55,1.2,35.94,26.79,24.09,5.6,6.6,21.3,79.02,0.68,287.1,0.0,129.03,0.06
12/10/2022 0:00,117.56,223.79,26.51,20.53,47.04,36.12,15.24,1.34,34.45,33.22,28.31,7.47,8.87,22.54,77.59,0.58,280.34,0.0,116.56,0.06
12/11/2022 0:00,134.09,252.79,17.17,20.32,37.5,34.95,27.25,1.28,43.99,18.55,15.94,5.78,6.86,22.84,71.84,0.61,276.06,0.0,143.44,0.05
12/12/2022 0:00,145.42,256.36,25.2,24.07,49.28,43.92,11.91,1.68,37.01,28.51,22.27,6.03,8.55,22.11,78.59,0.4,223.08,0.0,155.07,0.05
12/13/2022 0:00,170.59,292.8,54.87,23.27,78.14,37.7,14.69,1.63,44.1,31.17,37.88,8.7,13.19,23.19,71.71,0.45,247.6,0.0,140.7,0.04
12/14/2022 0:00,137.51,273.88,30.55,32.36,62.86,36.4,18.94,1.24,40.07,17.26,19.85,4.84,7.18,22.44,70.14,0.67,273.5,0.0,131.75,0.06
12/15/2022 0:00,125.02,240.29,31.12,23.45,47.33,34.74,19.62,0.88,46.12,21.29,20.51,6.36,8.49,21.94,54.31,0.77,295.47,0.0,157.34,0.05
12/16/2022 0:00,113.67,220.26,22.17,34.6,56.76,37.94,9.59,1.01,49.76,21.33,18.23,6.36,8.1,21.01,42.39,0.91,287.6,0.0,107.35,0.06
12/17/2022 0:00,150.19,274.19,15.58,17.71,26.41,34.96,22.23,1.13,43.36,24.04,19.61,4.25,6.29,19.28,61.62,0.7,273.02,0.0,124.22,0.05
12/18/2022 0:00,173.08,291.84,23.7,19.68,43.38,32.8,15.58,1.23,30.34,17.72,18.36,3.62,5.79,20.11,85.47,0.7,290.29,0.0,90.2,0.05
12/19/2022 0:00,156.18,279.88,22.32,22.41,44.47,29.1,14.58,1.04,32.43,18.55,17.12,5.31,6.82,21.2,84.92,0.79,288.87,0.0,95.44,0.04
12/20/2022 0:00,154.09,281.0,37.76,25.3,62.85,33.9,13.35,1.35,32.75,24.48,24.33,7.11,9.62,20.88,80.9,0.6,269.83,0.0,132.81,0.04
12/21/2022 0:00,150.71,267.82,32.36,18.97,50.42,25.88,5.22,1.35,33.54,24.4,31.26,7.0,8.52,20.62,78.84,0.47,265.1,0.0,163.37,0.05
12/22/2022 0:00,142.41,247.57,13.9,7.63,16.07,80.87,7.0,1.52,29.72,27.93,28.74,6.37,8.71,20.04,81.36,0.61,276.2,0.0,187.07,0.05
12/23/2022 0:00,132.09,242.1,53.35,21.11,74.46,47.4,5.78,2.22,31.81,50.55,49.48,8.57,14.1,20.41,71.32,0.53,243.32,0.0,225.07,0.05
12/24/2022 0:00,133.86,250.67,51.79,22.09,73.88,42.7,4.74,1.73,38.98,31.95,39.42,9.05,13.56,21.44,69.8,0.49,242.67,0.0,167.42,0.04
12/25/2022 0:00,73.56,132.19,5.15,11.2,16.35,10.62,6.61,0.55,53.25,8.2,7.48,1.25,2.74,22.53,83.64,0.43,151.4,0.0,147.07,0.01
12/26/2022 0:00,42.3,88.18,6.49,8.57,15.11,10.61,6.89,0.42,40.26,6.74,6.71,1.14,2.18,23.31,89.83,0.49,207.76,0.0,151.53,0.01
12/27/2022 0:00,51.05,111.2,8.11,8.04,16.16,12.22,6.36,0.55,34.58,12.01,13.09,2.15,3.51,23.66,90.41,0.87,275.19,0.0,114.21,0.02
12/28/2022 0:00,97.11,182.62,6.95,7.9,14.86,13.13,5.69,0.83,46.23,18.08,15.88,4.13,5.42,22.28,78.57,0.81,279.31,0.0,78.47,0.05
12/29/2022 0:00,94.7,162.69,4.93,12.34,17.35,15.77,4.9,0.74,51.51,16.68,12.56,2.71,3.94,19.84,48.94,0.69,244.6,0.0,133.19,0.03
12/30/2022 0:00,124.45,227.5,6.82,13.43,20.11,18.89,6.68,1.04,42.4,24.31,20.8,4.58,6.64,19.56,61.27,0.51,237.36,0.0,92.81,0.04
12/31/2022 0:00,122.71,215.15,3.93,11.0,14.92,10.55,6.09,0.85,63.07,20.47,14.58,2.35,4.25,20.81,77.62,0.89,174.75,0.0,95.15,0.03
1/1/2023 0:00,109.7965278,197.0729167,4.125,10.5125,14.65034722,10.57197917,5.828576389,0.872222222,47.25493056,12.01621528,8.014513889,1.161354167,2.579479167,20.77118056,92.53534722,1.234236111,174.0155903,0.0,92.91423611,0.014270833
1/2/2023 0:00,89.90625,166.1229167,5.515625,11.20104167,16.71388889,13.73677083,6.545173611,0.881701389,35.42513889,16.18954861,11.91642361,1.914236111,3.446215278,20.51118056,79.0090625,0.5734375,241.4879861,0.0,151.9166667,0.041701389
1/3/2023 0:00,109.9738636,196.4765152,6.359057971,23.03514493,29.4057971,17.49369565,5.267222222,1.089275362,28.31739583,21.13388889,13.98805556,2.429027778,3.453611111,18.00482639,95.67895833,1.025590278,264.8925,0.0,132.0326389,0.050590278
1/4/2023 0:00,92.25243056,173.7361111,8.20326087,38.68333333,46.89384058,32.51166667,4.768090278,0.792673611,28.49368056,16.6644697,11.89125,2.014659091,3.19375,17.07416667,93.51131944,1.0621875,268.4068403,0.0,112.2381944,0.058194444
1/5/2023 0:00,108.0159722,194.7194444,8.815277778,40.76944444,49.62951389,34.68614583,4.8790625,0.880625,31.33590278,13.37135417,14.52645833,2.405138889,3.896736111,17.05767361,86.98920139,1.301979167,309.0898264,0.0,105.8104167,0.063645833
1/6/2023 0:00,109.2131944,202.09375,16.50034722,51.70972222,68.21180556,34.86472222,4.063007246,0.861076389,30.29034722,22.14722222,14.423125,3.242256944,4.669791667,16.91694444,79.6690625,1.326215278,327.9304861,0.0,117.0934028,0.047986111
1/7/2023 0:00,136.3538194,242.3489583,9.220138889,36.77013889,45.98715278,36.42611111,3.797291667,1.050798611,33.5803125,19.02677083,12.45982639,3.271875,4.2425,16.58020833,84.74708333,1.305277778,308.4004167,0.0,115.9256944,0.049097222
1/8/2023 0:00,139.725,239.5666667,10.51284722,38.63020833,49.14826389,36.63149306,4.472395833,1.098854167,38.98805556,26.28128472,11.73697917,2.330381944,4.396840278,17.7284375,79.30989583,1.005833333,320.7321181,0.0,110.5902778,0.052743056
1/9/2023 0:00,119.1858696,219.8844203,16.61439394,34.48712121,51.09431818,34.15386364,5.447644928,1.215833333,33.46246528,36.54767361,18.63708333,3.432152778,5.026354167,18.86397727,76.84954545,0.841325758,302.7588258,0.0,102.7371212,0.04905303
1/10/2023 0:00,104.41875,201.7197917,74.73295455,25.74035088,87.66287879,40.21977273,5.272604167,1.631423611,37.5109058,38.8465942,25.47336957,7.546884058,12.66789855,19.27427083,55.79729167,0.761215278,277.5771528,0.0,124.2715278,0.049583333
1/11/2023 0:00,129.5128472,246.7875,89.44128788,34.15441176,130.2885417,20.07483333,3.784484127,1.5225,40.59050725,36.72746377,38.30065972,7.9675,14.37069444,19.40232639,56.40246528,0.977395833,310.3201389,0.0,120.7798611,0.048958333
1/12/2023 0:00,105.1694444,207.5875,37.89311594,29.35362319,67.24202899,34.98253623,5.076269841,1.242971014,36.42989583,21.68951389,21.11368056,4.921458333,8.738472222,18.95024306,65.28739583,0.630034722,285.7753819,0.0,121.7711806,0.039965278
1/13/2023 0:00,104.0131944,200.0055556,17.53298611,16.71944444,34.24756944,36.46982639,7.128958333,0.806111111,42.11645833,22.63065972,17.06642361,3.220520833,6.192395833,21.321875,90.80097222,0.594166667,160.4935069,0.0,109.0378472,0.027222222
1/14/2023 0:00,57.425,107.7642361,10.97048611,13.77083333,24.73541667,28.46701389,8.819097222,0.811875,35.39597222,18.02815972,17.01190972,3.433090278,5.678611111,22.55597222,94.09201389,0.443993056,265.8491319,0.0,148.6982639,0.032881944
1/15/2023 0:00,80.35520833,149.6826389,15.47256944,12.86736111,28.34305556,32.06763889,7.486006944,1.001458333,37.32989583,16.58510417,15.45319444,3.696354167,5.629236111,21.89947917,82.70430556,0.826944444,181.8279861,0.0,161.2815972,0.018229167
1/16/2023 0:00,75.74618056,155.2163194,4.703623188,20.41630435,25.12101449,27.18181159,4.759057971,0.744891304,45.28579861,13.43607639,12.50506944,1.712013889,3.127048611,19.66069444,72.62538194,0.791319444,254.9061111,0.0,124.2430556,0.02875
1/17/2023 0:00,84.83159722,165.4836806,5.108680556,21.58472222,26.69756944,26.06638889,4.197777778,0.719340278,48.99784722,14.53034722,10.67017361,1.548819444,2.697881944,19.03173611,72.29378472,0.884444444,191.2343403,0.0,112.7631944,0.002986111
1/18/2023 0:00,94.71006944,180.9413194,4.827430556,20.03263889,24.86319444,25.53649306,2.556631944,0.728541667,57.3915625,13.38461806,10.68878472,1.264513889,2.476909722,19.45548611,67.48211806,0.933576389,204.2895486,0.0,88.53159722,-0.000173611
1/19/2023 0:00,108.8604167,203.234375,7.098958333,23.95347222,31.05868056,24.17194444,4.246805556,0.952326389,56.91690972,20.79520833,17.63638889,2.692430556,4.18375,19.12052083,66.01822917,0.708229167,266.0888542,0.0,105.7440972,0.043472222
1/20/2023 0:00,133.0069444,236.665625,17.26909722,31.13368056,48.41111111,25.03208333,5.682986111,1.412673611,46.3534375,38.31149306,30.63413194,4.001597222,6.126701389,18.97923611,68.14503472,0.558611111,245.1988889,0.0,115.4420139,0.040798611
1/21/2023 0:00,155.00625,270.5708333,35.50277778,32.46736111,67.96041667,29.07840278,5.147638889,1.902395833,40.41520833,40.27993056,41.10788194,6.107222222,9.585486111,20.10916667,73.5275,0.428506944,209.6327083,0.0,107.3128472,0.040590278
1/22/2023 0:00,140.0875,239.5024306,7.015277778,25.753125,32.76736111,25.8834375,10.60940972,1.27875,49.8009375,19.93736111,17.31847222,2.746493056,4.934548611,21.53201389,78.84392361,0.557152778,197.3571875,0.0,103.9704861,0.035104167
1/23/2023 0:00,94.50381944,171.3659722,13.06268116,27.11449275,40.17681159,26.33336957,5.603297101,1.061458333,44.24083333,22.64931159,19.05583333,4.423007246,6.799782609,22.65364583,85.40364583,0.373298611,251.3023264,0.0,116.3645833,0.041284722
1/24/2023 0:00,101.3618056,177.7532609,15.71076389,19.73888889,35.45381944,28.86850694,3.547916667,0.885833333,30.26541667,28.0390625,21.30979167,4.493541667,7.141423611,23.11430556,91.22395833,0.819131944,187.7235764,0.0,114.0246528,0.032083333
1/25/2023 0:00,99.36145833,217.9125,17.453125,23.28506944,40.73333333,27.08232639,3.451701389,0.918194444,34.37427083,34.4025,18.85388889,4.282708333,6.778993056,23.54753472,84.67118056,0.326180556,226.2107986,0.0,138.5381944,0.043645833
1/26/2023 0:00,77.0,144.69375,10.32361111,21.34166667,31.66180556,27.20378472,3.905798611,0.623125,42.69958333,19.99013889,14.40513889,3.825694444,5.778298611,24.56416667,68.58663194,0.639097222,260.7981597,0.0,155.5229167,0.0396875
1/27/2023 0:00,76.69583333,149.7145833,14.49201389,23.45416667,37.94861111,25.44753472,2.891875,0.862152778,32.91197917,27.45149306,19.76798611,4.013645833,6.4853125,24.08038194,77.97017361,0.728784722,261.4538889,0.0,137.5684028,0.049131944
1/28/2023 0:00,70.49583333,140.146875,27.79791667,20.82326389,48.62777778,29.19503472,4.095208333,0.756041667,32.75177083,27.33777778,23.11916667,5.353159722,8.095451389,23.23194444,70.83614583,0.8753125,263.8656944,0.0,134.6420139,0.049895833
1/29/2023 0:00,68.44375,130.4142361,9.814583333,20.65069444,30.44618056,25.74114583,3.789270833,0.489652778,47.34881944,15.70694444,13.43802083,2.771006944,4.472916667,21.72854167,54.33354167,0.959861111,279.0568056,0.0,148.6923611,0.043506944
1/30/2023 0:00,77.39895833,151.6739583,14.96076389,22.18958333,37.159375,25.43697917,3.206805556,0.751319444,43.34479167,15.85243056,15.36833333,3.660868056,6.058645833,22.05934028,75.45565972,0.655798611,252.7108681,0.0,175.5947917,0.0409375
1/31/2023 0:00,97.24166667,190.753125,40.81319444,25.58715278,66.38194444,28.5865625,6.320972222,1.318298611,29.03979167,29.98611111,25.79416667,6.990173611,10.77930556,22.73722222,76.21881944,0.6428125,276.4148264,0.0,130.8878472,0.043298611
2/1/2023 0:00,60.70625,135.478125,19.43576389,23.765625,43.20798611,27.62190972,4.843715278,0.687534722,32.11277778,29.89951389,25.71677083,5.238368056,8.274236111,23.02458333,61.64909722,1.203333333,295.4835417,0.0,130.9159722,0.054513889
2/2/2023 0:00,50.97083333,118.5041667,6.050347222,18.36979167,24.409375,27.21184028,2.049444444,0.280340909,48.52267361,17.91913194,15.1753125,2.979548611,4.780729167,21.10868056,58.17864583,1.547256944,221.8655208,0.0,176.7201389,0.065381944
2/3/2023 0:00,66.60606061,136.3988636,9.278472222,23.97118056,33.24097222,25.4153125,4.964782609,0.685905797,43.13454861,10.8872549,9.94,1.967722222,2.952277778,20.37065972,75.37118056,1.074375,272.1470486,0.0,156.2274306,0.048333333
2/4/2023 0:00,77.228125,159.7,35.85984848,26.23977273,61.94734848,27.7725,9.770984848,1.136006944,37.26756944,21.08416637428571,18.36453869,4.1372638888571425,6.487651786428572,20.74680556,68.49524306,0.876805556,277.7445139,0.0,150.6173611,0.043923611
2/5/2023 0:00,47.92391304,150.3887681,12.72569444,24.13159722,36.86631944,25.853125,17.11472222,0.803368056,45.37006944,20.041897806666665,17.572100693333333,3.934614583333333,6.2196851859999995,21.84684028,64.508125,0.769097222,258.2288542,0.0,145.465625,0.042743056
2/6/2023 0:00,76.44545455,152.6264493,45.0702381,24.87065217,65.59456522,32.30507246,13.04246212,1.198541667,40.95423611,19.585,11.50208333,16.64638889,24.37638889,22.89479167,63.8403125,0.544548611,242.9151389,0.0,143.6440972,0.036770833
2/7/2023 0:00,43.453125,98.715625,19.42261905,18.12598039,21.74901961,27.32088235,17.69555556,0.506006944,42.10711806,13.30295139,10.78517361,3.011388889,4.933611111,23.73951389,71.09197917,0.757569444,233.4345833,0.0,140.2194444,0.028125
2/8/2023 0:00,40.02222222,90.28194444,7.876923077,28.22291667,32.27619048,20.03260417,23.35038194,0.535555556,39.45052083,15.66784722,11.88104167,3.787916667,4.944652778,24.47979167,77.69364583,0.675729167,234.5994097,0.0,144.6722222,0.021875
2/9/2023 0:00,61.65243056,120.3836806,10.22777778,20.31215278,30.54201389,25.0596875,16.07583333,0.925590278,40.09385417,27.58104167,19.81913194,3.232256944,4.952604167,24.01371528,71.87767361,0.924791667,283.3328472,0.0,156.6295139,0.045520833
2/10/2023 0:00,80.97743056,142.2880952,50.72604167,30.49722222,81.22013889,31.06736111,13.19836806,1.4384375,39.80302083,29.04840278,28.43368056,5.767777778,8.983715278,23.14263889,63.57357639,0.549236111,250.2825347,0.0,194.3069444,0.0409375
2/11/2023 0:00,57.3,109.8513889,17.82951389,16.775,34.61215278,31.80145833,18.4821875,0.580381944,47.13236111,11.89857639,11.72788194,3.019409722,5.871631944,25.09371528,77.97385417,0.638888889,232.1532292,0.0,176.7604167,0.020972222
2/12/2023 0:00,47.73368056,109.9409722,9.771875,17.42118056,27.18402778,26.18128472,17.24440972,0.678645833,44.52972222,9.505326087,8.151485507,1.423478261,2.725253623,25.45958333,62.81305556,1.093125,266.5688542,0.0,177.6597222,0.042708333
2/13/2023 0:00,43.575,111.4083333,4.838541667,23.87430556,28.71597222,26.25684028,12.47347222,0.542847222,49.32392361,7.584375,7.190833333,1.594444444,3.049444444,23.62847222,28.48673611,1.163993056,288.2947222,0.0,173.2947917,0.046875
2/14/2023 0:00,66.61423611,145.4329861,11.43923611,28.78125,40.18229167,24.28746528,13.13815972,0.898402778,51.55253472,16.23116667,10.09733333,0.8575,1.704583333,21.79638889,37.00440972,0.745347222,277.8909375,0.0,140.4722222,0.043229167
2/15/2023 0:00,87.10868056,183.1065972,30.50902778,31.821875,62.33541667,27.105625,13.74572917,1.108472222,43.20371528,12.7528125,10.00173611,0.8409375,1.542395833,22.03986111,45.70590278,0.660347222,249.1371181,0.0,126.8048611,0.038541667
2/16/2023 0:00,92.65972222,193.4972222,13.18958333,30.56979167,43.759375,24.35621528,16.860625,0.982118056,44.66118056,4.023055556,3.733194444,0.338611111,0.676631944,22.63243056,55.54881944,0.612847222,186.3465625,0.0,114.5458333,0.031979167
2/17/2023 0:00,56.05590278,122.8979167,6.458333333,16.39965278,22.85138889,26.54600694,10.87635417,0.453194444,31.17815972,2.767061404,2.461403509,0.216754386,0.630570175,23.4375,88.41118056,0.818784722,171.7721528,0.0,89.05069444,0.028402778
2/18/2023 0:00,48.17569444,106.6006944,8.3265625,14.2703125,22.59375,26.48046875,7.196597222,0.441875,20.44913194,2.305795455,2.24125,0.467159091,0.691098485,23.58368056,99.1434375,0.634930556,176.0811806,0.0,79.31979167,0.032361111
2/19/2023 0:00,42.95659722,93.81909722,12.076165674285715,23.305481152857144,35.374603175714284,25.88770089285714,12.679375,0.321666667,32.4865625,4.566805556,5.068541667,0.777430556,1.606666667,24.45284722,89.1290625,0.829618056,227.2843056,0.0,139.3621528,0.026388889
2/20/2023 0:00,30.353125,74.44548611,3.622727273,27.85606061,31.49090909,23.62386364,8.038298611,0.187951389,31.40222222,1.410173611,1.600763889,0.263784722,0.518923611,25.49513889,87.470625,0.761944444,159.6005903,0.0,154.0586806,-3.47e-05
2/21/2023 0:00,41.13645833,86.63194444,7.030208333,33.67673611,40.70659722,22.48270833,7.614513889,0.251458333,35.573125,2.964548611,1.856631944,0.6953125,0.909201389,26.31711806,86.29604167,0.903784722,210.4139931,0.0,139.3635417,0.004861111
2/22/2023 0:00,36.82333333,76.63070175,3.789015152,24.3865942,28.00326087,24.66557971,16.42128472,0.161775362,41.28177083,1.937222222,1.999965278,0.463695652,0.795688406,26.41913194,88.53534722,0.972881944,158.1863194,0.002083333,181.2340278,-0.013854167
2/23/2023 0:00,31.53576389,79.36840278,6.465942029,19.3615942,25.82355072,37.17112319,5.5175,0.225069444,44.80069444,5.615688406,6.131449275,2.096956522,2.899166667,26.94895833,71.99833333,0.915381944,199.8367361,0.0,191.2986111,0.023159722
2/24/2023 0:00,39.22765152,91.67386364,6.188541667,16.18020833,22.35,33.19517361,16.24493056,0.252534722,44.82680556,3.314342105,4.901096491,1.06372807,1.790131579,27.16357639,86.1546875,0.820451389,239.7974306,0.0,151.559375,0.0284375
2/25/2023 0:00,53.28409091,105.5204545,7.310763889,29.79305556,37.10069444,26.47097222,12.56663194,0.551180556,43.51875,4.515729167,4.715416667,1.471388889,2.536840278,27.49024306,71.824375,0.8390625,249.1342014,0.0,141.2934028,0.035069444
2/26/2023 0:00,68.69479167,126.7888889,8.450347222,22.73090278,31.17777778,27.76288194,15.22572917,0.535138889,52.83927083,4.251184211,4.052631579,1.083289474,2.011447368,27.05413194,74.37180556,0.765520833,180.314375,0.0,146.6576389,0.023090278
2/27/2023 0:00,47.03194444,99.5375,6.163768116,23.15942029,29.32137681,25.95047101,15.56295139,0.363876812,36.04763889,3.207708333,3.057326389,0.729618056,1.346805556,26.38166667,82.00388889,0.680034722,238.6238889,0.0,149.978125,0.035104167
2/28/2023 0:00,47.43263889,109.1215278,7.398958333,31.46909722,38.87534722,29.74517361,8.324201389,0.459375,46.46423611,11.52350694,11.60892361,2.022916667,4.010486111,27.04034722,68.71291667,0.707569444,233.8913542,0.0,145.54375,0.040694444
3/1/2023 0:00,42.1875,100.4086806,5.24375,22.57638889,27.82013889,25.91208333,14.40586806,0.331944444,44.87829861,5.345,6.128684211,1.067850877,2.136403509,27.31194444,75.49635417,0.949791667,196.1482639,0.0,156.7989583,0.027638889
3/2/2023 0:00,42.43409091,99.88068182,16.49891304,43.81811594,61.03263889,52.9690942,11.90521739,0.59375,38.02496528,13.86851449,8.523514493,3.118876812,4.824492754,27.86996528,66.50631944,0.667395833,282.4086111,0.0,169.7868056,0.039270833
3/3/2023 0:00,55.37395833,120.9854167,29.37256944,55.884375,85.25173611,91.51340278,8.169270833,0.614756944,39.59711806,10.68,10.6159375,3.413333333,4.876284722,28.41538194,50.17652778,0.889270833,284.3156944,0.0,173.765625,0.041909722
3/4/2023 0:00,61.32708333,145.3010417,18.48333333,52.5,70.82881944,69.79861111,16.32635417,0.759409722,49.16440972,20.52614583,23.8234375,5.332430556,6.65875,28.71166667,40.02020833,1.093298611,291.0168403,0.0,161.0604167,0.038854167
3/5/2023 0:00,61.32152778,143.2815972,10.65868056,43.40416667,54.06701389,39.089375,15.57114583,0.681909722,46.4925,2.519270833,0.994791667,1.038888889,1.040347222,28.58489583,40.74486111,1.083506944,303.9508681,0.0,161.5197917,0.040416667
3/6/2023 0:00,54.63958333,121.978125,7.311458333,37.88229167,45.18854167,33.13465278,17.24604167,0.545173611,51.09701389,1.989513889,1.00125,1.024756944,1.012152778,28.56840278,38.85638889,0.877013889,278.8685417,0.0,157.1104167,0.042048611
3/7/2023 0:00,52.18645833,105.175,5.450694444,32.88958333,38.340625,26.19777778,17.97027778,0.553680556,47.1778125,2.045868056,0.970277778,1.011284722,0.996041667,28.71614583,36.47232639,0.657291667,267.0075,0.0,156.8315972,0.047118056
3/8/2023 0:00,57.83977273,115.6829545,4.436594203,29.66630435,34.10942029,36.81369565,17.87695652,0.544722222,54.41833333,1.974861111,1.039618056,0.981180556,1.000381944,28.37215278,37.96527778,0.927152778,260.0123958,0.016666667,140.0861111,0.034861111
3/9/2023 0:00,62.98888889,100.7630435,4.292013889,31.21597222,35.50138889,27.20017361,16.62833333,0.520590278,52.30239583,2.092708333,1.036701389,1.006805556,0.984236111,27.54131944,42.29652778,0.698784722,259.2249653,0.0,155.9565972,0.051423611
3/10/2023 0:00,81.34722222,122.5954545,5.137152778,37.58333333,42.72256944,27.1909375,15.48232639,0.767951389,41.82225694,2.035138889,0.959270833,0.982673611,0.984583333,26.98097222,54.80277778,0.879513889,227.5490278,0.0,110.8420139,0.040243056
3/11/2023 0:00,59.86909722,112.2583333,5.069444444,34.00416667,39.06215278,23.68649306,8.632465278,0.592465278,46.234375,1.955902778,1.0346875,1.016180556,0.963229167,27.14253472,46.36625,0.748333333,249.9380556,0.0,135.103125,0.046597222
3/12/2023 0:00,86.15520833,115.5916667,9.283680556,41.46979167,50.75277778,34.606875,11.84170139,0.856319444,47.00232639,1.990347222,1.0225,0.985381944,0.9984375,28.26111111,45.26885417,0.598263889,258.5132292,0.0,153.3659722,0.048993056
3/13/2023 0:00,73.07789855,111.2532609,7.642708333,42.11805556,49.77013889,32.39128472,13.11637681,0.786811594,51.64298611,1.850173611,1.109444444,0.656875,0.742361111,28.75065972,48.97534722,0.613472222,194.1036458,0.0,154.1128472,0.032708333
3/14/2023 0:00,53.94652778,85.70277778,3.816319444,18.53090278,22.35868056,19.44114583,23.0740625,0.4609375,61.05711806,1.161363636,1.054469697,0.753371212,0.98875,28.1471875,66.15017361,0.540972222,191.9633333,0.0,150.6600694,-0.004409722
3/15/2023 0:00,53.40381944,107.6024306,4.026388889,16.31840278,20.34201389,15.39756944,16.89149306,0.491215278,53.505,3.528645833,1.856944444,0.380625,0.402777778,27.95416667,71.94895833,0.523958333,215.2082986,0.0,145.8673611,0.019652778
3/16/2023 0:00,38.44833333,57.745,4.425925926,11.46203704,15.8837963,15.82111111,9.561617647,0.399444444,42.35097222,1.142777778,1.089305556,0.129444444,0.167268519,27.67634259,85.78875,0.850648148,197.9083796,0.0,211.4337963,-0.014351852
3/17/2023 0:00,63.65462447,101.8212748257143,5.628802909999999,28.783812832857144,34.413161377142856,24.076488094285715,14.085720439285714,0.6221635609999999,49.08786210285714,1.9520499638571427,1.160946067714286,0.7006502524285708,0.7496296297142857,27.844710647142854,59.90015873,0.6793088622857143,219.31199570000004,0.0,151.6264550142857,0.024204695857142862
3/18/2023 0:00,63.74972955285715,98.35891154666666,5.710744598666667,27.317226083333335,33.02826003333333,23.557413193333335,13.852952780833334,0.5978655896666666,50.298796296666666,1.9382018096666667,1.1945586068333334,0.6536463593333327,0.7104706791666667,27.988667051666667,60.74972222166667,0.6459413578333334,217.9391570166667,0.0,158.42386186666667,0.02153163583333334
3/19/2023 0:00,60.816814108333325,95.579027196,5.8390046296,25.979837966,31.821481484000003,23.531597220000002,14.897050281400002,0.5989456519999999,51.111680555999996,1.934661616,1.2265328282,0.5811395199999992,0.6599189816,28.157893517999998,63.626416666,0.6254629628,211.5393773,0.0,163.08800924,0.016518518600000007
3/20/2023 0:00,11.36730769,30.725,4.647435897,16.48782051,21.13333333,22.73513889,9.121987179,0.319166667,46.89452381,4.155,5.154761905,3.564464286,3.987619048,24.91720238,85.35160714,0.911369048,155.3466071,0.0,206.7613095,-0.018035714
3/21/2023 0:00,31.88368056,60.76875,11.50416667,27.39409722,38.86875,34.30513889,7.045217391,0.694409722,29.00690972,13.58246528,6.914791667,1.248854167,1.927708333,24.80385417,92.35878472,0.677256944,246.8177431,0.06875,169.9565972,0.027604167
3/22/2023 0:00,53.29270833,81.946875,10.93368056,24.41805556,35.34722222,45.94277778,14.86348039,0.526979167,47.42138889,4.353958333,3.402916667,0.622361111,0.974652778,25.84069444,78.09760417,0.656006944,224.3861111,0.0,215.1597222,0.032673611
3/23/2023 0:00,37.48854167,65.96979167,6.747916667,17.17708333,23.93229167,28.08899306,7.705798611,0.455763889,37.79322917,2.660590278,1.865138889,0.388611111,0.530173611,26.66569444,85.76930556,0.919166667,198.2403472,0.0,198.9145833,0.014722222
3/24/2023 0:00,44.32083333,80.16458333,5.163194444,13.290625,18.45,20.08902778,9.809305556,0.466215278,48.3725,1.63,1.518958333,0.188854167,0.294513889,27.90954861,76.49798611,0.565034722,171.8564583,0.0,190.4972222,0.014236111
